,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0.274481252859951,0.192040126318405,0,0.120377312629358,0,-0.113589070404129,0,0,0.136154418703672,0,0,0,0,-0.101767366886658,0,0.111827226140939,0,0,0,0,0,0,0,0.151932510871814,0,0,-0.0861564610718544,0,0.100783769045461,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,-0.028975833220787,0,-0.0556976371221612,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020557,0,0,0,0.293380617337009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674342427333653,0,0,0,0,0,0,0,-0.249496321681553,0.274039088813656,0,0.190008943309348,0,-0.0014495928012502,0,0,0,0.0635194009827369,0
X601939.CH.EQUITY,0.425899359154859,0,0,0.0869108760570197,0.107532357436683,0,0,0,0,0,0,0,0.141613170852834,0,0,0,0,0,0,0.0137008872695568,0.128146103298253,0.0122995234374132,0,0.0302673917295338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32164829761693,0,0,0,0,0,0,-0.170913280752371,0,0,0
X601288.CH.EQUITY,0.441080879625988,0.0348251825747669,0.127041545259872,0,0.0356385227391956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1376044765796,0,0,-0.0367509930843402,0,0.0418569596388555,0.0753672061854212,0,0,0.234678292031099,0,0,0,0,0,0,0.106806679743101
X5.HK.EQUITY,0,-0.190468637796953,0,0.237130512502177,0,0,0,0,-0.191621737655147,0,0.11839601892397,0,0,0,0.186334485906371,0,0,0.26128464695286,0,6.93889390390723e-18,0,0,-0.0160347191018401,0.339615861189343,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,4.33680868994202e-19,-0.161826798453787,0.158233583864444,0,0.00418143278302606,0,0.160915395290763,0,0.06998916807902,0,0,0,0,0,-0.225945723756975
X601988.CH.EQUITY,0.0718617306304636,0,0,0.255140179858848,0,0,0,0.0952105028500294,0,0.135945254584948,0.0663185942768252,0,0,0,-0.310624839160909,0,0,0,0,0,0,0.393965833311364,0,0,0,0,0,0.0218786013324345,0,0,0,0,0,-0.0579146567262895,0,0,0,0,0,0,0,0,0,0,0,0.0406386356695753,0,0,0
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084242,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860387,0,0.0224373349089139,0,0,0.267697827892952,0,0,0,-0.00516490704547625,0,-0.00111750625071854,0.218936942885084,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0623681688047447,0,0,0,0,0,0.0191560477376092,0,0
X601628.CH.EQUITY,0,0,0,0.389774021416218,0,0,0,0,0,0,0,0,0,0.273875103444554,0,0,0,-0.0156467930490079,0,0,4.33680868994202e-19,0,0.049001881370096,0,0,0,0,0.088567159360244,0,0,-0.041008224229155,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.14672292588847,0,0,0,0,0,0,-0.00998134765925009,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390244882747626,0,0,0,0,0,0.188600302410427,-0.0107585136319651,0.137858353395196,0,0.17757448752926,0,0,0,0,0.0198450842502665,0.370974694219059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570080968776337,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.153015874049479,0,0,0,0,0,0,0,0,0,0.265111466936125,0,0,0,0,0,0,0,0,0,0,0,0.0346792267466046,0,0,0.507026165220258,0,0.183869437329625,0,0,-0.067172579419378,0,0,0,0.193812465870666,0,-0.131026868169068,0,0,0,0,-0.0154152460708872,0,0
X601328.CH.EQUITY,0,0.0149409936804789,0.0288731053756087,0,0.0583243063739119,0.101656592791236,0,0,0,0.0187282854125192,0,0.182876539138191,0,0.0642357000725405,0,0,0,0,0,0.184074487448393,-0.180292308768529,0.18750013496114,0.0242045438856683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237538228766253,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.112965980684164,0,0,0,0.0385408289575511,0.276155610961384,0,0,0,0.254755347652233,0,0.138916361285283,0,0,-0.0915215285104062,0,0,-0.0735247021619737,0,0,0.142166227312714,0,0,0,0.13370733868607,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0139449603064375,0,0,-0.0547951603281666,0.0300533565277979,0,0.0254484771230427,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120661645143132,0,0,0,0.156145217438847,0,0,-0.267301222699731,-2.71050543121376e-20,0.251725092334526,0,0,0.0748396152331927,0,-0.0853553656492059,0,0,0,0,-0.0200024091209134,0.0031160122047045,0.320683425055438,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0624685776267755,-1.73472347597681e-18,0,0,0,0,0,0.0442287789681684,0,0,0,0,0,0,0.0127688809102124,0,0,0.0873391297972755,0,0,0,0,0,0,0.217349475851529,0,0,0,0.0776204485470071,0,0,0,0,0,0,0.047127336496188,0,0.0395731457765009,0,0,0,0.30131817592299
X000002.CH.EQUITY,-0.126680167660561,-0.140325838671942,0,0,0,0,0,0,-0.0291005576222446,0,0,0,0.00337521345216026,0,0,0,0,0,0,0.380594638068125,0,0,-0.0206841158879479,0,0,0,0,0,0,0.240308607850208,0,0,0.269308898415816,-0.217432334338341,0,-0.115879758116191,0,0,0,0.148694645020169,0,0,0,0,0,0,0,0.35247058358276,0
X601601.CH.EQUITY,0,0,0,-0.0961730977255152,0,0,0,0.118129668294954,0,0.120438866459015,0,0,0.184216035305197,0.132531974173852,0,0,0,0,0.361572151063796,0,0.0412311368721107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2260770284094,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0.0115492135531637,0,0,0.105152720039327,0,0,0,0,0.0544403409007265,-0.0607991611834445,0,0,0,0,0,0,0,0.118029541371426,0.171740518378772,0,0,0,0.0776956004903545,0.193375645378313,0,0,0,0,0,0,-0.0391550169063624,0.145779227340837,0,-1.38777878078145e-17,0,0,0,0,0,0,0.00823635477456782,0,0,0.286836833618209,0,0,0,0,0
X11.HK.EQUITY,0.349410720195848,0,-0.0224654227570004,0,0,0,0,0,0.209906179246832,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.00934332742596372,0,0,0,0.28240242553913,0,-0.159597208300586,0,0,0,-0.110681438315874,0,0,-0.0804776448693418,0,0,0,0,0,-0.0537908839667413,0,0,0,0,0,0,-0.02389841623407,0,0,0
X388.HK.EQUITY,0,0,0,0,0,-0.0118816751832444,0,0,0.344910040328785,0,0,0,0,-0.099752018917892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1465349903863,-0.0593323488360838,0,0,0,0,-0.256467746709887,0,0,0,0.0666126171244945,0,0.376012622123613,0,-0.0596954930838433,0,0,0
X601998.CH.EQUITY,0.0991148796314236,0,0,0,0.0331572980706065,0,0,-0.120676105626247,0,0,0.117958568662194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068124575100808,0,0.149126236015698,0,0,0,0.0110653877249289,0,0,0,0.0392602494912698,0.0334504007634832,0.139821644666104,0.170960533257127,0,0,0.0260220038787934,0,0,0
X267.HK.EQUITY,0,0,0.0998320720872136,0,0,0,0.0320238968521388,3.46944695195361e-18,0.192622196932898,0,0,0,0,0,-0.108995251313636,0,0,0.303318916266264,0,0.0365294534464599,0,0,0,0.279654577118385,0,0,0,0,0,0,0,0,0,0.101037519848698,0,0,0,0,0,0,0,0,0,0.0316714498358961,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.101847272135194,0,0,0,0,0.114090539446497,4.33680868994202e-19,0,0.139868744179291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139727828136823,0,0.121397625163099,0.384488865982658,0,0,0,0,0,0
X688.HK.EQUITY,0,0.00982170227696696,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.222700246769423,0,0,0,0.235797651884237,0,0,0,0,0.169517439268451,0,0,0,0,0,0,0,0,0,0,0,0,0.121600872888289,0,0,0,0,0,0,0,0.011730949412758,-0.201798228407889,0,0,0
