,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity
X601398.CH.EQUITY,0,0.143951250517787,0,0.0166212045388442,0,0,0,0,0,0,0.283000706834417,0.244522284001717,0,0,0,-0.0962230081888908,0,0,0.0179026312302913,0,0,0,0,0,0,0,0,0,0,0,0,0.265302701364011,0.0253115809210899,0,0,0,0,0,0.0408342410638551,0,0,0.0614766155175651,0,0,0,0.0203375819377677,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595588,0,0,0.261920552151352,0,0,0.372948030809114,0,0,0,0.128649407845364,0,0,0.0383102021704706,-0.0158472064047264,0,0,0,0,0,0,0,0,0,0,0,0,0.076451535650868,0,0,0,0,0,-0.259359193181007,0,0.0233597321924968,0,0.104863288602519,0,0,0,0,0.0514542950936277,0
X601939.CH.EQUITY,0.473977417102706,0,0,0,0,0.184221735642506,0,0,0,0,0,0,0,0.0612298654066926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370524793726469,-0.115393145156985,0,0,0.0490451885200682,0,0,-0.0446056015504098,0,0,0
X601288.CH.EQUITY,0.565655678417236,0,0.130002169293382,0,0.125569430741661,0.0697652001086186,0,0,0.0238560928569496,0,0,0,0,-0.052963833318698,0,-0.0294379546958108,0,0,-0.0387305825517713,0,0,0,0,0,0,0,0.0583585838291765,0,0,0,0,0,0,0,0,0.0513736391348089,0,0.0269281606350992,0.211019713255998,0,0,0,0,0,0,0.0201034906923665,0,0,0
X5.HK.EQUITY,0,0,0.217192350646001,0.07290716292111,0,0,0,-0.108351457638834,0,0,0.100028941154791,0.229460749358007,0,0,0,0,0,0.625005261511602,0,0,0,0,-0.148301514962336,0.0410280534585889,0,0,-0.159236614826678,0,0,0,0,0,0,0,0,0.0335503314179583,0,0,0,0,0,0,0,0,0,0.171694410990368,0,-0.0316128180707447,0
X601988.CH.EQUITY,0.091386351567221,0,0.134218142281538,0.145844498998929,0,0,0,0,0.144033756854511,0.10797549427381,0.163093941466705,0,-0.325010840743738,0,0,0,0,0,0.000785367511587502,0,0,0.213881319217268,0,0,0,0,0.0698742033656267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247480167191939,0,0,0,0.0179971923786802
X600036.CH.EQUITY,0,0.274961397146545,0,0,0,0,0,0,0,0,0,0.0880020177122981,0,0.180648843010644,0,0.106680833738692,0,0,0,0.00290655295465883,0,0,0,0.0818139148484415,0,0,0,0,0,0,0,0,0.166425417996723,0,0,0,0,0,0,0.0878374203098982,0,0,0,0,0,0,0.0635870703279117,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129115576483974,0,0,0,0,-0.0165906955797193,0,-0.0323910949010133,0,0,0.225677568051711,0.259460102611654,0.197259248037245,0,0,0,0,0,0,0,0.095791460156788,0,0,0.0238154461951442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.439426921064001,0.250904461071345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151556211270862,0,0.051602718912692,0,0,0,0,0,0,0,0,0,-0.0673484676996145,0,-0.0698488803464131,0,0.0344401160243416,0,0,0,0,0,0,0,0,0,0,0,0.128508173090152,0,-0.175947361520332,0
X601166.CH.EQUITY,0.128708686504858,0,0,0,0,0.0988796171223129,0.313615496700394,0,0,0,0,0,0,0.0940975597524644,0,0.424604888451165,0,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0118628463129453,0,0,0,0,-6.93889390390723e-18,0.0065189130223754,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
