,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.18898033064369,0,0,0,0,0,0,0,0,0.112545133146974,0,0,0,0,0,0.0917584615110016,0,0,0,0,0.0863451746681881,0,0.0602530625489245,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0.214293321620244,0,0,0,0,0,0,0,0,0,-0.015371166745748
X002142.CH.EQUITY,0.198359534802681,0,0,0,0,0,0,0,0,0,0,-0.0254488702184185,0,0,0,0.275784943706572,0.0307336455807653,0,0,0,0,-0.086393895638605,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.498157241015142,0,0.104480362684543,0,0,0,0,-0.0682858597220759,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0199092783213018,0.349641298826816,0.0918660050045677,0,0,0.108826993712169,0,0,0,0,0,0,0,0.137183573854455,0,0,0,0.327597762171918,0,0,0,0.0456392783850875,0,0,0,0,0,0,0,0,0,-0.112391382549688,0,-0.147218660093639,0,0,0,0,0.225779405157746,0,0,-0.0458467925238479,0,0,0,0
X600015.CH.EQUITY,0.0840738408027207,0,0.0541055782727769,0,0,0,0,0,0,0.44259720826906,0,0,0,0.119878842338679,0.104161162032121,0,0,0.14415929987897,0.0244833303075004,0,0,0,0,0,0,0,0,0,0,0,0.0349032861735574,0,0,0,0,0,0,0,0.0280387347384417,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.186022545260142,0,0,0,0,0,0,0,0,0.108147570493236,0,0,0.223018053827396,0,0,0.523304131937788,0,0,0,0,0,-0.00990739493672455,0,0,0,0,0,0,0,0,0,0,-0.176570755767151,0,-0.0932964554339671,0.299523521292943,0,0,0,0,0,0,0,0,0.0545453132229037,0,0.313094001067594,0
X600036.CH.EQUITY,0,0,0.563440450749153,0,0,0,0.205752005114397,0,0.0280138252455604,0,0,0,0,0,0.156881837036009,-0.0565105024139285,0,0,0,0,-0.0527179022114908,0.0815322271940816,0,0,0,0.0594323565764373,0,0,0,0,0,0,0,0,0,0,0,-0.100169433848081,0.162106308174263,0.0743845490290562,0,0.0757917375164011,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,-0.0262458680682084,-0.0303925882077703,0,0,0,0.978801419498935,0,0,0,0,0,0.00279818317986854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624255521517076,0,0,0,-0.112474896388221,0,0,0,0,-0.978962300204343,0,-0.0582559701010677,0.508317424000761,0.0210696348429567,-0.0580990775383094,0
X601009.CH.EQUITY,0.170396382932484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444412963078283,0,0.0279051680060586,0,0,-3.46944695195361e-18,0,-0.507614343587491,0,0.0289890449201448,0,0.318071640853709,0,0,0,0,0,0,0,0,0.107675330370302,0,0,0.103039495506298,0,0.262738479780478,0,0,0,0,1.38777878078145e-17,0,0,0,0,0
X601166.CH.EQUITY,0,0.124664150966641,0,0,0,0,0,0,0,0,0,0.227591140799665,0,0,0,0,0,0,0,-0.0428612599496817,0,0,0,-0.0262967074490674,0,0.0763969413558822,0,0,0.00959854551919306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331766511728421,0.199825552371347,0,0,-0.033178016012498,0,0,0
X601169.CH.EQUITY,0,0,0,1.04384349587476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209094921374039,0.140279055620465,0,0.149524298434917,0,0,0,-0.0274455930765525,0,0,0,0,0,0.153013658820256,0,0,0,0,0,0,0,-0.375065930164166,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.0215292737291135,0.0271908134890345,0.0337296008840339,0,0,0,0,0,0,0,0,0,0,0.498692385916997,0,0,0,0,0,0,0,0,0.0921678332113971,0,0,0.00442448829101454,0,0,0,0,0,0,0.0428910342377496,0,0.0683251107471298,0,0,0.0931992876140087,0,0,0,0,0,0,0,0.165890762140577,0,0,0,-0.242757366450726
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.626744530873976,0,0,0,0,0,0.0288846785930046,0,0,0,-0.112087575342469,0,0,0,0,0,-0.149999136408613,-0.185684771994589,0,0,0,0,0,0,0,0,0,0,-0.0822076854576697,0,0,0,0,0,0,0.271428635231159,-0.102287752291582,0,0,-0.023669631660001,0,0.302965669602826
X601328.CH.EQUITY,0,0,0,0.0184088385023152,0.0529920527970336,0.495787367143254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580639195996875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107617163762297,0,0.145450344948535,0,0,0,0,0,0,0,0.267700912190311,0,0.176235554298551
X601398.CH.EQUITY,0,0,0,0,0,0,0,-0.174780177249095,0,0,0.818216429578238,-0.329663423990027,0,0,0,0,0,0,0,0,0,-0.139352925538179,0,0,0,0,0,0,0,0,0,0.0414453483851931,0,0,-0.0542123500626639,0,0,0,0,0,0.141130336967584,0,0,0,0,0,0.0166216156006714,0,0.00824310983640146,0
X601818.CH.EQUITY,0,0,0.0672717287780907,0,0,0.271857089316321,0,0,0,0,0,0.44041249382982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113067913719292,0,0,0,0,0,0,0,-0.272466088037817,0,0,0,0.476190522459114,0,0,0,0,0,0,0,0,-0.0364906728685562,0,0.0886484119452127,0
X601939.CH.EQUITY,0,0.41008416271961,0,6.93889390390723e-18,0,0,0,0.314737855951198,0,0,0.0493818777086346,0,0,0.224976045556056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123710334869251,0,-0.0646372783911477,-0.177650315272276,0,0.0277778429899926,0,0,0,0,-0.113373156686616,0,0,0,0,0,0,-0.0697088292671635
X601988.CH.EQUITY,0.545089993829577,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.130923382162316,0,0,0,0,0,0,0.560280527579324,0,0,0,0.258017843330957,0.0558586942958323,0,0.0797045647523548,0,0,0,0,0,0,-0.0463165720110466,0,0,0,0,0,0,0,-0.167824987731711,0,0,0,-0.209947807402363,-0.160826451877847,0,-0.0238030652182094
X601998.CH.EQUITY,0,0,0.0183374885633665,0,0,0,0,0,0,0.237623063708059,0.291228325362157,0,0,0,0,0,0,0,0,0,0.0129683741382342,0,0,0,0,0,0.189410025224688,0,0,0.000822776089316442,0,0,0,0,0,0,0,0,0.257064811737097,0,0.0943489325480957,0,0,0,0,0,-0.0962185129289781,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0198727075269737,0.0870173064955471,0,0,0,0,0.264527531315998,0,0.126924339782809,0.00672914269146483,0.0257743317171723,0,0.375810305820615,0.127238930653992,0.0307721003928343,0,-0.0643128395766502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707958884635785,0.202179809598712
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517951959479587,0,0,0,0,0.50831738902486,0,0.060128494845533,0,0,0.0375902173610589,0.25224474157901,0,0,0,0,0.135291849317386,0,0,0,0,0,0,0,0,0.0386802791441198,0,0,0.225409706292716,0,0,0,-0.10932154597451,0,0,0.189312269033797,-0.0263140699657537
X5.HK.EQUITY,0,0,0,0.146736646786124,0,0,0,0,0,0,0,0,0,-0.0551408718340038,0,0,0.0588683355229401,0.303719754013326,0,0,0,0.197710292830518,0.0766766575183362,0,0.239934980740344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164889421208375,-0.0102098423051674,0,0,0,0,0,-0.123817122922972,0.208743644383883,0,0.282369481607493,0
X2884.TT.EQUITY,0,-0.0356636011656737,-0.0294519562925784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130645687362327,0,0,0,0.463808877803848,0,0.134074142941594,0.419829433551219,0,0,0,0,0,0,0,0,0.102032707053352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0833204300611947
X2886.TT.EQUITY,0,0.0744147843915698,-0.0683191182274094,-0.128424963511384,0,0,0,0,0,0,0,0,0,-0.280729146172704,0,0,0,0,0.06178727079582,0,0,0,0,0,0.775691521306083,0,0,0,0,0,0,0,0,0,0,0,-0.00762714885867917,0,0,0,0,0.113669377160965,0,0,0,0.165639550190231,0,0,0,0
X2891.TT.EQUITY,0.572130438597699,0,0.0613944744903127,0,0,0,0.0877378455850096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894261516731327,0,0,0,0,0,-0.0292073064825013,0,0,-1.02099717486711,0,0,0,0,0,-0.0720421805511052,0,0,0.258649903296592,0,0,0,0,0,0,0,0,0.150278047887724,0,0
X2892.TT.EQUITY,-0.0873081280118301,0,0,0,0,0,-0.0329156394489552,0,0,0.0895124984096063,-0.0337094896921059,-0.142496484727511,0,0.0518741892803103,0,0,0.0402266968145718,0,0,0,0.212475667076377,0.238362210445032,0.654968154794492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481722429443242,0,0,0,0.0462488144171265,0,0,0,0,0,0,0.018927841989557,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0.0437091912007702,0,0,0,0,0.0301168705860545,0,0,0,0.00929779237279613,0,0,0,0,0.19740100398134,0.593819344896536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200349606938584,0,0.0883468985409355,0,0,0,0.0222640345080146,0.0709378295874513,0,-0.166698236732715
