,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.195997020439242,0,0,0,0,0,-6.93889390390723e-18,0,0.226928077602676,0,0,0.101709025352114,0,0,0,0,0.0581638721410265,0,0.100378292136344,0,0,0,-0.0546782452799297,0,0,0,0,0,0,0,0,0,0,0.221292557908215,0.18330513899893,0,-0.173789194615381,0,0,0,0,0,0.0824246053509829,0,0,0,0,0,0,-0.125249374007548
X002142.CH.EQUITY,0.215135618912823,0,0,0,0,0.0245729107988668,0.0815137623580983,0,0.0325794756063426,0,0,0,0,0,0,0,0,0,-0.14363021839167,0,0,0,0,0,0,0,-0.136645041688974,0,0,0,0.0507864405283783,0,0,0,0,0,0,0.0944200694432423,0.143792310108497,0,0.0760840674332754,0,0.076783352005041,0,0,0,0,0,0,0,-0.178663338417149
X600000.CH.EQUITY,0.0307556146889696,0,0,0,0.0442711869511037,0.164178271517127,0,0,0,0,0,0,0.441044774480353,0,0.137821085160292,0,0,0.0181436595077193,0,0.0490369341466969,0,0,0,0,0,0.200846117683616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377393794177074,0,-0.0368198429654012,0,0,0,0,0.0609169183400461
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.23368827388234,0.0223434412517233,0,0,0,0.377172132977385,0,0,0.0678306325847307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781347966708769,0.0838625833875443,0,0.0929517118016282,0,0,0,0,0,0,0,0.0454582140847857,0,0,0,0.0697288567869006,0,0,0,0
X600016.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0.0155130759439572,0,0,0.227941856962788,0.0892174540594615,0,0.214070537753403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15701977892101,0,0,0,0,0,0,0.270581511237341,0,0,0,0.00438967181477792,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.147146899283867,0.112522449574939,0.210745833677233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132407153337743,0,-0.0447096626471451,0,0,0,0,0,0,0,0,0,0,0.0288492775014482,0,0,0.0417838581217586,0,0.00373257374064598,0.217392785175725,0,0.0289325626943444,0.139944485869092,0,0.0139192794448282,0,0.0421235978013488,0,0,-0.0228359435814467
X600919.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.40266512761595,0.0228234491448422,0,0,0,0,0.100313500486005,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.121730916621407,0,0.071037630709425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305462301670871,0,0,0,0,0,0
X601009.CH.EQUITY,0.116688362489838,0,0,0.444680930090939,0,0,0.120055209524853,0,0,0,0.058178192333346,0.0534610731121165,0,0.0740992509153892,0,0,0,0,0,0,0.123555242264074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161554837678431,0,0,0,-0.164581716179326
X601166.CH.EQUITY,0.0133898983173136,0.0993130361906835,0,0,0,0.195518466718107,0,0,0,0,0,0,0,0,0,0,0.257132273171767,0,0,0,0,0,0,0,0,0,0,0,0,0.227036768781355,0,0,0,0,0,0,0,0,0.0255227603092043,0,0,0,0.19923437175006,0.421824684205795,0,0,0,0,0,0,0
X601169.CH.EQUITY,-0.0137644478212302,0.0876826144341473,0.22253539760051,0.460151564060898,0,0,0,0,0,0,0,0,0.231878243706779,-0.0404414370942532,0.0511092244348473,0,0.013568252520857,0,0,0,0,0,0,0,0,0,-0.0728515455361725,0,0,0,0,0,0.0115495425728721,0,0,0,0,-1.0842021724855e-19,0,0,0.0925337165006563,0,0,0,0,0,0,0,0.0691045354193429,0,0
