,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.0763079127883665,0,0,0.361303099440786,0,0,0,0,0,0.0801481071921117,0.104888623188204,0,0,0,0,0,0,0,0,0,0,0,0.131093727475422,0,0,0,0,0,-0.000577666848956474,0,0,0,0,0,0,0.153340073197503,0,0,0.0955333666464448,0,0,0,0,0.0341657378814606,0,0
X002142.CH.EQUITY,3.46944695195361e-18,0,0,0,0,0.127440233048162,0.130980581307952,0,0.0869485519343246,0,0,0,0,0,0.306130555932601,0,0,0,0,0,0,0,0.233750142104096,0,0,0,0,0,0,0.115803369211804,0,0,0,0,-0.114930221000438,0,0,0,0,0,0,0,0,0,0,0,-0.0480615841631814,0,0,0,0.386137164885771,0.0131306562086133
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.223749031914948,0,0,0,0.11795024824426,0,0,0.104153775458648,0,0,0,0,0.118351717848263,0,0,0,0,0.0580004704840947,0,0,0,0,-0.099833744208431,0,0,0,0,0.274887972001664,0.0514266728333591,0,0,0,0,0,0,0.0558944816578496,0,0.111511539895648,0,0,0,0,0.0490406550895606,0,0
X600015.CH.EQUITY,0,0,0,0,0.0658001509493572,0,0,0,0,0,0.13282688168718,0.118115372904638,0,0.0325720351385128,0,0,0.480927426560822,0,0,0,0,0.0359550983744279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144184106915371,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131965050069977,0,0,0,0,0.262775946970498,0,0,0,0.125824636422751,0.464448937215571,0,0,-0.123655282370654,0,-0.0694359995133054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180310603732294,0,0
X600036.CH.EQUITY,0,0.0231492685225926,0,0,0,0,0,0,0,0.166144924860931,-0.0521131604166732,0,0,0,0,0,0,0,0.382836395662072,0,0,0,0,0.00743288468270389,0,0,0,0,0,0,0.189924820331871,0,0,0,0,0,0,0.148826897153222,0,0.117366012101155,0,0,0.100084669734019,0.13459353030878,0,0.0857325675843491,0,0,0,0,0,0
X600919.CH.EQUITY,0.0213300296504145,0.384465648300147,0,0,0,0,0,0.0342341800025016,0,0,0,0,0,0.12173561220615,0,0,0,0,0,0.357217322247328,0,0,0,0,0,0,0,0.0888507090150856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214214696932482,0.186012092781241,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.177790827776303,0,0,0,0.0476864527575698,0,0,0,0,0.125592078038425,0,0,0,0,0.339600076771559,0,0,0,-0.0390069942292336,0,0,0,0,0,0,0,0.222746913928541,0,0,0,0.113905846235212,0,0,0,0.0961376026929198,0,0,0,0,0,0,0,-0.0264450861827413,0.00956936943389583
X601009.CH.EQUITY,0,0,0,0,-0.111030262009593,0,0.459708856451556,0.282014520618755,0,0.152266483676144,0,0,0,0,0.0816739159759759,0,0,0.0296823028772392,0,0,0,0,0,0,0.0330834717115455,0.0705485934161787,0.0347393284386815,0.0222094367408898,0,0,0,0,-0.0562145587350328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187396816140894,0,0,0,-0.240088707984724,0
X601166.CH.EQUITY,0.325687795150816,0,0.011593645315235,0,0,0,0,0,0.101794925074221,0,0,0,0,0,0,0,0,0.239525158746053,0,0.0978229962520028,0,0,8.67361737988404e-19,0,0,-0.0577917001518942,0,-0.0825471679699081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980241697464065,0.278705828094433,0,-0.046574593895925
X601169.CH.EQUITY,0,0,0,0.166554431024364,0,0,0,0,0,0,0,0.0665653878773899,0,0,0,0.0481862233471961,0,0,0.131605030069973,0,0.237364427285674,0.102924369898159,0,0,0.00372949250255388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14485410726201,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.224385409926398,-0.0427109211735657,0,0,0,0,0,0,0,0,0.262630347931252,0,0,0,0,0,0,-0.178050084225395,0,0,0.423027836210183,-0.0154489252150378,0,0,0,0,0,0,0,0,-0.0260252387688508,0,0,0,-0.0280494808157853,0,0,0,-0.0368705281412288,0,0,0,0.257487701755714,0,0,0,0,0,0,0.102710929475128,0,0
X601288.CH.EQUITY,0,-0.0244910341593497,0,0,6.93889390390723e-18,0,0,0.0807194325185597,0,0,-1.73472347597681e-18,0,0,0,0.351198216535712,0,-3.46944695195361e-18,0.0236185220537232,0.247085676393276,0,0.0263363203147147,0,0,0,0,0,0,0.0848042846451077,0,0,0,0,0,0,0,0.0518623468444809,0,0,0,0,0,0,0,0,0.0447658679275485,0,0.166008775053306,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0743917045459727,0,0,0,0,0,0,0.302798857350445,0,0,0,0,0,0.284521661733198,0,0,0,0,0.0484535529218819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957943728764694,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300242306772865,0,-0.0411504028053554,0
X601398.CH.EQUITY,0,0.308470147395524,0,0,0,0,-0.0920372971131552,0,0,0,0,0,0.432386707951027,0,0,0,0,0,0.155285899510729,0.209454781684599,0,0.123964164336596,0,0,0,0,0,0,0,0,0,0,0,0,-0.148101406770322,0,0,0,0,-0.166915835060382,0,0,0,0,0,0,0.0547620647742592,0,0,0,0,-0.00649537599649919
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737024946867414,0,0,0.110756711162751,0.0294396403726238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521698058526735,0,0,0,0,0,0,0.098027797589018,0,0,0,0
X601818.CH.EQUITY,0.175080258438263,0,0,0.0600653619865551,0.194708672105884,0,0,0,0,0,0,0,0,0,0,0,0,-0.221513378143009,0,0.405637255324717,0,0.00222133098940125,0,0.198289318961748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184589621620839,0,0,0,0.0991316709787606,0,0,-0.0266234640573525,0,0,0,0,0
X601838.CH.EQUITY,0,0,0,0,0.0646852048748066,0,0.338295538068988,0.356185690328978,0,0,0,0,0.0251138706966185,0,0,0,0,0,0,0,0.0181742054696568,0,0,0,0,0,-0.186098627116824,0,-0.0278357656685303,-0.0911185612563779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023862867373977,0,0,0,0.131861678535234,-0.142907561156963,0,0
X601939.CH.EQUITY,0,0,0,0,0.305690429794934,0.00807099895571721,0.198594337705435,0,0,0,0.129263815763525,0,0,0.121689137954227,0.0825059376651271,0.0046680378891271,0,0,0,0.120332304942852,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0292931705914003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.188992442468135,0.197096064356553,0,0,0.276549303227676,0,0.0844123777868014,0,-1.38777878078145e-17,0,0.0871356327128286,0,0,0,0.199174928875474,-0.0992102553896778,0,0.113770424800914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615899245102544
X601997.CH.EQUITY,0,0.0721471665819735,0,0,0.235128051522871,0,0,0,0,0,0.284732708144838,0,0,0,0,0.142162045564605,0,0,0,0,0,0,0.162638109836721,0,0,0,0,0,0,0,0,0,-0.0119350087089573,0,0,0.18457784984404,0.0641236940064877,0,0,0,0,0,0,0,0,0,-0.0168050231707342,-0.0159288620959152,0,0,0.0379117803801735,0
X601998.CH.EQUITY,0,0,0,0.10115410708562,0,0,0,0,0,0,0,0,0,0.288932342405213,0,0,0,0,0,0,0,0,-0.148022965711401,0,0,0,-0.421982017838625,0,0,0,0,0,0,0,0,0,0.0283469467837283,0,0,0,-0.107841009642368,0.131221583869313,0,0,0.279265107473246,0,0,0,0,0.0835418028640979,0,-0.130921173935373
X601658.CH.Equity,0,0.14524024901241,0,0,0,0.240134636155741,0,0.039106628825331,0,0,0,0,0,0,0,0,0.154413869629864,0.0470763143033306,0,0.0807759708079506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692769018177953,0,0.0256640296729345,0,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,-0.206418011236394,0,0.116498713747539,0,0,0.181727270694688,0,0.14733998041555,0,0,0,-0.123985282828639,0,0,0,0,0,-0.00124952115662993,0,0,0,0,0,-1.73472347597681e-18,0,0.12208432235058,0,0,0.073090297839787,0,0,0,0,0,0.336838844292906,0,0,0,0.594279807296419,0,0,0,0,0,0,0,0,-0.0556896868629705,0,0.183100896746746
X601077.CH.Equity,0,0,0,0.14372299834942,0,0.0458123951087736,0,0,0,0.0543019601011501,0.174970025430326,0.0682904286088333,0,0.0156800958900245,0,0.306079677082928,0,0,0,0,0,0,0,0.0313663684135292,0,0,0,0,0,0,0,0,0,0.0342809246375856,0,0,0,0,0,0,0,0.0460933549292319,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,-0.0402434790748756,-0.0132522764354664,0,0,0,0,0,-0.139188762896536,0,-0.240878165463549,0,0,0,0,0.183316863534138,0,0,0,0,0.26970837349797,0,0,-0.0756083953574154,0,0,0,0.422345180027404,0,0,-0.100973144913296,0,0,0,0,0,0,0,0,0,0.28101091407426,0,0.542533973053902,0,0,0,0,0,0,0.2504989591626,-0.279383225929381,0,0
X2388.HK.EQUITY,0,0,0,0,-0.0318440756501031,0,0,-0.275092659621124,0,0,0,0,0,0,-0.0678031523027269,0,0,0.112959104005243,0,0,0,0,0,0,0,0.798143542915223,0,0,0,0,0,0,0,-0.0595569856665926,0.145537158535185,0,0,0,0,0,0.0705824307110665,0,0,0,0.258584518094532,0,0.0433567323691179,0,0,0.0563108282670335,0,0
X2801.TT.EQUITY,0,-0.215471953190812,-0.0999744483213836,0,0,0,0,0,0.286128745800224,0,0,0,0.0289350157907683,0,0,0,0,0,0.0412199312128353,0,0,0,0,0.396858448953737,0,0,0,0,0.738561334846838,-0.048273314612291,0,0.218803326443789,0,0,0,0,0,0,0,0.105545495307796,0,0,0,0,0.0581716954871781,0,-0.27027783192267,0,0,0,0,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0419865665784473,0,0,0,0.0130448324678762,0,0,0,0,0,0,0.0920172756985076,0,0,0,0,0.148986191988729,0,1.73472347597681e-18,0.110017961704691,0.0155436350566541,0.279546500162635,0.390163222523475,0,0,0,0,0,-0.110271109242637,0,0,0,0,0,0,0,0,0,0,0.114606537661487,0
X2884.TT.EQUITY,0,0.195450338238444,0,0,0,0,0,-0.0578017901331131,0,0,0,0,0,0,0.0810469187698499,0,0,0,0,0,0,0,0,0,0,-0.0292753982080824,0,0,0,0,0.552131568022953,0,0.241914160093616,0,0,-0.0802945535971344,0,-0.0696966085892245,0,0,0,0,0,0,0,-0.0832465800411018,0,0,0,0,-0.0735281736903277,-0.0989234853834844
