,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0741319752170926,0,0,0,0.101678574787409,0,0.183124279595632,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230142635496829,0,0,0,0,0,0,0,0,0,0,0,0.0460036407069734,0,0,0,0,0,0.267697964246252,0,0,0,0,0.0154668697556313,0,0,0,0,0
X002142.CH.EQUITY,0.342498221247906,0,0,0,0,0,0,-0.0446792052074326,0,0,0.394320933862539,0,0,0,0,0,0,0,0.0998224460284573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267833423634737,0,0,0,0,0,0,0,0.0693660487063981,0.0480751214590815,0,-0.0134004629899719,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.104559354441421,0,0,0.203991782291125,1.38777878078145e-17,0,0.076581610223061,0.0648175177877391,0,0,0,0.144149676781106,0.0140026375715307,0.0599975084060273,0,0,0,0,0.00447767402154227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169836460481443,0,0,0.179545739053618,0,0.053402713347372,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0.341046502363613,0.358880004448839,0,0,0.118684917064401,0,0.13019158037563,0.051156000464483,0,0,0.000177511434402229,0,0,0,-0.12847146841521,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0374731528355459,0,0,0,0.0982636431868796,0.0985772474862458,0.309324686876048,0.139132012434141,0.187488844492316,0,0,0.0561047082320876,0,0.0177762935204346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0801680768473025,0.204335113772,0,0,0.0375005752237977,0,0,0,0,0,0,0,0,0,0,0.0816102669847228,0,0,0,0,0,0,0,0,0,0,0.142995517758604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21417778860324,0.255275874674536,-3.46944695195361e-18,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0140003942612559,0.0688223366550963,0,0,0,0.169762494156356,0,0,0,0,0,0,0,0.012686366672569,0.0492046613269863,0.0697804296025635,0.11062466982031,0.0515926715577691,0,0,0,0,0,-0.0338758410096058,0,0,0,0,0.0788387370620292,0,0,0,0,0,0,0,0.141838621068836,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0364529610420748,0,0.0414065120012548,0,0,0,0,0,0.177294804920033,0.148186527310808,0.131455742800601,0,0,0,0,0,0.25354740238415,0,0,0.111517437049662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079096006041425,-0.048338968414079
X601166.CH.EQUITY,0.0751256767510742,0,0.0291290346350474,0.0580981987437773,0,0.375817868525241,0,0,0,0,0.0145241122858155,0.0152012589171429,0.0466346264651983,0,0.252355069050221,0,0,0,0,0,0,0,0,0,0.0162038849167253,0,0.0734436741046189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261252552353015,0,0,0,0
X601169.CH.EQUITY,0,0.0842388097552806,0,0.316758194237863,0,0,0.23645099119087,0.0241176593033307,0,0,0,0,0,0,0,0,0,0.0165941023227925,0.127515053664202,0.200847205537318,0,0,-0.0291649217220941,3.46944695195361e-18,0.0223239630116309,-0.0135595283965388,0,0,0,0,0.0511356204389027,0,0,0,0,0,0,0.0242049719502844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.205043081460818,0.10806898038722,0,0,0,0.0914753200957003,0.128214512945913,0,0,0,0,-0.0621829585106168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124549037773809,0,0,0,0.212953912096409,0,0,1.38777878078145e-17,0,0,0,0.116198604045706,0,0.110232890424197
X601288.CH.EQUITY,0,0,0.112957654657909,8.67361737988404e-19,0.0854017520119953,0,0,0,0,0,0.020051652976391,0,0,0.412079844376675,0,0,0.217419586672654,0,0,0,0,0,0,0,0,0,0,0,0,0.0153180939840476,0,0,0,0,0,0,0.0248786922798279,0,0.0201562018248556,0,0,0,0.058220457821274,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0199145062177703,0,0,0,0,0,0,0,0.529826789778616,0,0.102266239975489,0.151659679522867,0,0,0,0,0,0,0,0,0.0616935081403541,0,0,0,0,0,0,0,0,0,0,0,0,0.0377512923266075,0,0,0,0.0569250016991976,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0.0166664094598079,0,0,-0.00880775247163469,0.0926231624541889,0.267198119340472,0,0.0105984024824921,0.327409329656447,0,0.0327712663819524,0,0,-0.0187738918812073,-0.016712643925599,0,0,0,0,0,0,0,0,0.00550646918307232,0,0,0,0,0,0,0,0,0,0,0.0662672104462944,0,0,0,0,0,0.0554034034098624,0,0,0.151080992330313,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0.375504939335889,0,0,0.14337595248905,0.0548421707743726,0.195856358889785,0,0.073977228645125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512213892072883,0,0,0,0,0,0,0,0,0,0,0,0,-0.0670869718761483,0
X601939.CH.EQUITY,0,0,0.151065069912963,0.105553501251078,0,0,0,0,0,0,0,0.0606945791895078,0.199438036022139,0.250781486651451,0,0,0,0.150517541436465,0,0,0,0,0,0,0,0,0,0,0,-0.0315538706870217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461499409421858,0,0,0,0,-0.0548766380577827,0.0454270212797695
X601988.CH.EQUITY,0,0,0,0,0,0,0.0210315157496668,0,0,0,0,0.37439129224553,0,0,0,0.101706163065361,0,0,0.388373514030934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159922004705666,0,0,0,0,0.117318538538325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406470384198317
X601998.CH.EQUITY,0,0,0.0810128998966648,0,0,0,0.0434973214458621,0,0,0.470308500759125,0,0,0.121381760786957,0,0.166662543307028,0.150415718409076,0.0292673140280129,0,0,0,0,0,0.00769545732685023,0,0,0,0,0,0,0,0,-0.0207393101981646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.442940262332216,0,0,0,0,0,0.0410643767642919,0,0,0,0,0,0.160765974714064,0.134980416421417,0,0,0.379939693312179,0.00112378842539984,0,0,0,0,0,0,0.191824008391656,0,0,0,0,0,0,0,0,0,0,0,0.00481340610947271,0,0,0,0,-0.206619526839772,0,0,0,0,0,0,0
