,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.464481165635393,0,0,0,0.363645175381977,0,0,0.0634819739823557,0,0,0.157554234030284,0.0119840663149574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103823613379771,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.172703336368389
X002142.CH.EQUITY,0,0,0,0,0,0.706456934058111,0,0,0,0,0,0,0,0,0,0,0,0.0934059688186492,0,0,0,0,0,0,0.0796791141327726,-0.0585939201177389,0,0.200034846783051,0,0,0,-0.0016648035540247,0,0,0,0,0.0352724969830426,0,0,0,0,0,0,0,0,0,-0.224729392686066,0,0,-0.223124162412767,0.0940192961408423,0
X600000.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.434745031998918,0,0,0,0,0,0,0,0.59496440829374,0,0,0,0,0,0.30783995041701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225017048137734,0,0,0,-0.150312802134119,0,0,-0.122017971719744,0,0,0,0.0600064938314676,0,0,0.11553280973989,0
X600015.CH.EQUITY,0,0,0.0449393351622312,0,0,0.23747933446785,0,0,0,0.0864501612075457,0,0,0,0,0,0,0,0.0925472872914966,0.0869380070563963,0.219233659839592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461464661879161,0,0,0,0,0,0,0,0,0.0111048674180291,0,0,0.0115247532361993,0.0372481168882102,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.21487646217478,0.0360642069305476,0,0,0,0,0,0.147442752873075,0.184705324318379,0,0,0,0,0,0,0,0,0,0,0,0,-0.139440940452215,0,0,0,0,0,0,0,0,0,0,0,0.0777329852490545,0,0.207819414878126,0,0,0,0.075342118062225,0,0
X600036.CH.EQUITY,0.194517222886114,0.133127495512225,0.0887687862164892,0,0,0,0.114631099872092,0,0.083772022038786,0,0,0,0,0,0,0,0,0.0661204499396568,0,0,0.0648692421606294,0.0265777383009225,0,0,-0.0209709453256832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25824525244429,0,0,0,0.0237879539257775,0,0,0,0.0639220121049108,0,0
X600919.CH.EQUITY,0,0,0,0,0,0.139375558173687,0,0.0312480238712364,0,0,0,0.584005352210035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150812770652016,0,0,0,0,0,0,0,0,0,0,0,0.0124275465933176,0,0.177102777101133,0,0,-0.00470933025779457,0,-0.0197242056978061,0,-0.0894687820481127
X600926.CH.EQUITY,0,0,0,0,0,0,0.101745332115256,0,0,0,0,0,0.265598858823237,0.079224739648045,0,0,0,0.0846562418767057,0,0,0,0,0,0,0,0,0,0,0,0,0.109672408903439,0,0,0.169405293243211,0,0.0147669141279062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.395440306111314,0.0262914413013372,0,0,0,0,0,0,0,0,0,0,0.0974922408214581,0,0.177550488817704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149948017495647,0,0.0621603180513286,0,0.166610272778968,0,0,0,0,0.197535117858602,0,0
X601166.CH.EQUITY,0.103020128517765,0,0.0575985879200586,1.73472347597681e-18,0,0,-8.67361737988404e-19,0.11323534753844,0,0,0,0.0545691709615297,-3.46944695195361e-18,0,1.38777878078145e-17,0.228789589705964,0,0,0,0.0405371538057614,0,0,0,0,0,0,0.181723799707194,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.107829475036063,0,0,0,0.077306286842135,0,0,0
