,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.0211755931968507,0,0.382559152219898,0,0.0790038460884139,0,0,0.0253937743242541,0,0.0828379662805418,0,0,0,0,0,0.0682091828736915,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.203597861083188,0,0,0,0,0.118522287884606,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.355489955436608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534039137008669,0,0,0,0,0.0302720549496628,0,0,0,0,0,-0.124535433093934,-0.0266699693115214,0,6.93889390390723e-18,-0.0124822036313448,0,0,0,0,0,0,0,0,0,0,0,0,0.0900986252792466,-6.93889390390723e-18
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0856080161484607,0,0.154633625998489,0,-1.73472347597681e-18,0.0547191626959341,0,0,0,0,0,0,0.111082727566588,0.0227215053341192,0,0,0,0.29478838835695,0,0,0,-0.0608233587091158,0.120570564888109,0,0,0.0726712720365868,0,0,0.255159966733387,0,0,0,0,0,0,0,0,0.0618368621338377,0.0252431198349128,-0.15342207767651,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.247941465372952,0,0.096343743736916,0,0,0,0,0,0,0.0361596909655667,0,0.00261538945197822,0.172546712278054,0,0,0.079255220246451,0,0.0885200742691394,0,0,0,0,0,0,0,0,0,0,0,0.02549871613839,0.0758272876547345,0.167099738582704,0.0150594338051603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.135034231239964,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.294824915037265,0,0.153573369855032,0,0,0,0,0.207840861101503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235304256625744,0,-0.0600879766138657,-0.0569419162543419,0,-0.0508119721749829,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.156215963877149,0,0,0,0,0,0,0,0.149731090017975,0.135228869505847,0,0,0,0,0,0,0,0,0.21442235876845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087436953768623,0.110773153526544,0,0.321500536093943,0,0.0948289551625167,0,0,0,0,-0.118295941049499
X600919.CH.EQUITY,0,0.0953151336783988,0,0.377805301680322,0,0,0,0.0133319725568735,0.135752584711948,0,0,0,0,0,0,0,0,0.0113851614214279,0,0,0.0361064881267001,0,0.307687027094603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.296026872843897,0,0,0,0.0659304697870366,0,0,0,0,0.120196984419831,0,0,0,0,0.0426061852602384,0,0,0,0,0,0,0,0,0,0,0,0.308689722147022,0,0,0,0,0.0676981313126407,0,0.0221853719644833,0.0576076365390312,0,0,0,0,0,0,0.0237259322531895,0,0
X601009.CH.EQUITY,0,-0.0548350785512202,0,0,0,0,0,0,0,0.425747542323627,0,0,0,0,0,0,0,0.256735936396152,0,0.203121513980894,0,0,0.0132022717580411,0,0,0.236563173084297,-0.239597124310617,0,0,0,0,0,0,0,0,0,0,0,0,-0.102131983719299,0,0,0,0.00743312947626116,0,0,0,0.24838294860049,0,0,0,0.0632756393314904
X601166.CH.EQUITY,0.311662277309474,0,0.160930364307678,0,0,0,0,0,0.410414179055329,0,2.16840434497101e-19,0,0,0,0,0,0,0.0144835217936716,0,0,0,0,0,0.0745080988615069,0.0474474231589739,-0.239438157823878,0,0,-0.00139040569159604,0,0,0,0,0,0,0,0,0,0,0,0.00210233147771146,0,0,0,0,0,0,0,0,0,-0.024122673688656,-0.147745230077851
