,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.0313454947270095,-0.0464310782791501,0,0,0,0.715911247234014,0,0,0,0,0,0,0,0,0.0682625409830481,0,0,0,0,0,0,0.076775650690701,0,0,0,0,0,0,0,0,-0.0141631550405577,0.0406978433682975,0,0,0,0,0,0,0.102211134111919,0,0,0,0,-3.46944695195361e-18,-0.0244266716097304,0
X002142.CH.EQUITY,0,0,0,0.0404541109821313,0.0755383599463621,0,0.291239053039892,0,0,0,0,0,0,0.125213047530254,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130952900509412,-1.0842021724855e-19,0,0,-0.0675347833911044,0,0,0,0,0,0.0314073665143107,0,0,0,0,0,0,0,-0.0556453968777307,-0.0505851351680745
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.427577569878955,0,0,0,0,0.0129189819565554,0,0,0.172730276760946,0,0,0,0,0,0,0,0.107227716541779,0.227090516779856,-0.0321923908673635,0,0,0,0,0,0,0,0,0,0,0.020257165901354,0,0,0,0,0,0,0,0,0.0386295993180984,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.379383804478418,-0.00200002201663883,-0.0908206544721686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638263512873572,0,0,0,0,0.00210703189904184,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717453654076059,0,0,0.184479755807816,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.00710240389626247,0,0,0,0,0,0,0,0,0,0.129857586488934,0.087654767787917,0,0.0223419666543756,0,0.10029497263158,0.0260975607530872,0,0,0.140599186533453,0.0611174102443128,0,0,0,0.119801451995762,0.131265837430955,0,0,0.104998597438533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.140766294675231,0,0.177776991116865,0,0,0,0,0,0,0,0,0.043074608873881,0.244188935747519,0,0,0,0.119781484190763,0,0,0,0,0.233817702090769,0,0,0,0,0,0,0,0,0.115646542279769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0583053159787245,0.0880870704541996,0,0.472652632362649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879478942796659,0,0,0.1816194932149,0,0,0,0,0.0649431938944171,0,0.326741068341492,0,0.134167564828775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.419785440034255,0,0,0,0,0,0,0,0,0.270802662753831,0,0.310455788291754,-0.110785675558742,0,0.29429273799639,0,0,0,0,0,0.0209072485278593,0.152772011711362,0,-0.124210350281193,0,0,0.0479636433987652,0,0,0,0.167677660164609,0,0.0142177671243463,0,0,-0.0644459487207775,0,-0.291360914854022,0,0,0,0
X600926.CH.EQUITY,0,0,0,-0.0863940427547578,0,0,0,0.0473308775449578,0,0,0,0,0,0.14303352352049,0,0,0,0,0,0.425418233462041,0,0,0,0,0,0,0.0025220047620775,0,0,0,0,0,0.0640652644945539,0.0753317552663497,0,0,0,0,0,0,0,0,0.0790879523485294,0,0.176966999700131,0,0,0,-0.273179107305757,0,0,0
X600928.CH.EQUITY,0.0476172359945332,0,0.451136378116543,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252420029477999,0,0,0,0,0,0,0.0232822038849126,-0.0929932406526063,0,0.380901261635594,0,0,0,0,0,0,0,0.0574471129109321,0,0,0.201163845094922,0,0,0,0,-0.0532799298037248,0,0,0.0184227907831893,0,0,0,0,-0.106318826304366,-0.081105996950668,0
