,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2823.TT.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.337728902222654,0.0860652502680911,0.133187209984747,0,0.11343406911746,0,0.237451464288385,0,0,0,0,0,0,0,0.0220566291848991,0,0,-0.0241186212840141,0,0,0,0,0,0,0,0,0,0,0,0.0493152461231682,0,0,0,0,0.188578094230974,0,0,0,0,0,0,0,-0.0960705436566322,0,0,0,0,0,0,0.104568553262738,0.0170433383279854
X002142.CH.EQUITY,0,0,0,0,0,0.251146631375152,0,0.501183194539703,0,0.00231347477168343,0.135188043764674,0,-0.220327306002398,0,0,0,0,-0.214916816755055,0.245621525672014,0,0,0,0,0,0,0.0544182637740041,0,0,0,0,0,0,0,0.131436538129525,0,0,-0.112422922138446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18
X600000.CH.EQUITY,0,0,0,0,0,0.163694128816061,0,0.105135914782001,0.213439566678191,0,0,0,0,-0.0134498246041152,0,0,0,0,0,0,0.322098211652559,0,0,-0.0113517952428961,-0.0578571258559121,0,0,0,0,0,0.109578094004418,0,0.178114233636834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256560340381239,0
X600015.CH.EQUITY,0.208504207587572,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.212128974243954,0.0568509821195727,0,0.107430562478812,0,0,0.0174923844723826,0.177693345735148,-0.0693414208921857,0,0,0.0855390636418676,0,0,0,0,-0.056739031630419,0,0,0,0,0,0,0,0,0,-0.0641201626350847,0,0,0,0,0,-0.0139650088674318,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.1876444070918,0.0975650298134762,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137591759894477,0,0,0,0.0694323375305065,1.0117017419687,0,0.00969006252910063,0,0,0,0,0,0,-0.200935509105764,0,0,0,0,0.141172017082762,0,0,0,0,0,-0.105917570155759,0,-0.170925734233321,0,0,0,0,0
X600036.CH.EQUITY,0,0.165454907406078,0.0541197554905802,0,0,0,0,0,0,0.197836059420515,0,0,0,0,0,0,0.246069814486607,0,0,0,0,0,0,0,0,0.0685057105647878,0,0,0,0,0,0,0,0,0.0600507822511186,0,0,0,0,0,0,0.0626687072520241,0,0,0.17461634427049,0,0,0,0,0,0.00105291523408437,0
X600919.CH.EQUITY,0,0,0,0,0,0.0135373516892802,0,0.24254441471198,0.0556290575499114,0,0.0605777276021353,0.133478148721825,0,0,0,0,0,0,0.0797432089245468,0,0.133915616599004,0,0,0,0,0,-0.110284037748203,0,0,0,0,0,0,0,0,-0.0140339177643883,0,0,0,0,0,0,0,0.0574592877738478,0,0,0,0,0,0,-0.0165526703991924,0
X600926.CH.EQUITY,0.181155060534093,0.275742920278577,0,0,0,0,0.0795190704453811,0,0,0,-0.0969454043465142,0,0,0,0,0.366746969816313,0,0,0,0,0,0,0,0.0285543626519277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249610257751073,0,0,-0.112165885194229,0,0,-0.0703550436265252,-0.0199964126693727
X601009.CH.EQUITY,0,0.0970173054556211,0,-0.0326935691093055,-0.0814202318712921,0,0,0,0,0,0,0.295705347368844,0,0.0694736542450452,0,0,0,-0.0778097713391052,0,0,0.348024473657795,0,0.106284348799255,0,0,0,0,0,0,0,0,0,0,0.0229646847466287,0,0,0.0825658486182659,0,0,0,0,1.73472347597681e-18,0,0,0,-0.130247007572233,0,0,0,0,0,-0.0859587651991238
X601166.CH.EQUITY,0.237276569468165,0,0,0,0,0.632962930485872,0,0,0,0,-3.46944695195361e-18,0.195370996330575,0,0,0,0,0,0,0,0,0,0,0.0158340074207426,0,0,0,0,-0.0940367451318612,0,0,0,0,0,0,0,0,-0.136379592931584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499123061140576
X601169.CH.EQUITY,0,0,0,0,0,1.38777878078145e-17,0.200510252371044,0,0,0.0905355170921116,0,0,0,0.0921678095301347,0,0,0,0,0,0.0298332365768616,0,0.221131902492052,0,0.134790265088424,0,0,0,0,0,0,0,0.208829902337836,0,0,0,0,-0.0382365682476722,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045720818972999,0
X601229.CH.EQUITY,0,0,0,0.0943661108274128,0,0,0,0,0.185389743308668,0.0423908365078989,0,0,0,0.108203089317823,0,0,0.21100641720654,0,0,0,0.113268801184338,0.0327495252260504,0.219905885819192,0,0,0,0.0199516436210422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234344792891764
X601288.CH.EQUITY,0,0,0.0340728513655057,0,0,0,0,0,0.186516863535579,0,0,0,0,0,0.749879999329877,-4.33680868994202e-19,0,0,0,0.128514458753171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161533599471223,0,0,0,0,0,0,0,0,-0.114082179884347,-0.200054738051066,-0.0394178928570787,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.0881199664452296,0,0,0.107163369583925,0.0663120045111986,0,0,0,0,0,0,0.270800131568759,-6.93889390390723e-18,0.19503152225876,0,0,0,0.0257658282423748,0,0,0,0,0,0,0,0,0,0,0,0.0194177962095746,0,0,0,0,0,0,0.121040451228232,0,0,0,-0.00313768661137265,0,0,0
