,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0902658970384644,0,0,0,0.312574905928569,0,0,0,0.0501289203356879,0,0,0,0,0,0,0.0981501472488451,0,0,0,0,0,0.17736894776948,0,0,0,0,0,0,0,-0.126346532856285,0,0,0,0,0,0,0,0.0211518234670079,0.218709158396598,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.122996579064235,0,0,0,0,0.125640473915267,0,0,0.201708518516563,0,0,0,0,0,0,0,0.32180297924127,0,0,0,0,0.0098338954856946,0,0,0,0,0,-0.313354078576736,0,0,0.183721520275932,0,0,0,0,0,0,0,0,0,-0.105294554980055,0,0,0.165925263415566,0.127853509700725,0,0,0,0,0.0389400129769257,0,0
X600000.CH.EQUITY,0.109971055549425,0,0,0.245232115095506,0,0,0,0,0,0.0785735288764808,0,0,0,0,0,0,0,0.153056383843371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819586204678333,0.0537560094884047,0.0533016087963729,0,0,0,0,0,0.0684629465767555,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.0883817883581935,0,0,0,0,0,0,0.0295649275780885,0.146179322015198,0,0,0,0,0,0,0,0,0,0,0.0297648356183518,0,0,0,0,0.398066294980588,0,0,0,0.0892467853906512,0,0,0,0,-0.0693189279988885,0,0,0,0.00930004710115088,0,0.05760113366421,0.135441782051526,0,0,0,0,0,0,0,-0.161227521004576,0,0,-0.0230936434196848
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0764497130243918,-0.399571779024634,1.73472347597681e-18,-1.73472347597681e-18,0,0,0,0,0,0.0520884829374067,0,0,0,0,0,0,0.362390568028062,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.156626462534732,0.200016972471362,0,1.38777878078145e-17,0.150943055577826,0,0,0,0,-0.0421847756720475,0.300677780395948,0,-0.0249948342810975
X600036.CH.EQUITY,0.149773320931706,0.093958262568798,0,0.112373761495208,0,0,0,0,0.195248717764398,0,0.0255177068535316,0,0.242666291741188,0,0,0,0,0,0,0,0,0,0.0383570077885249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0801110331404238,0,0,0,0,0.101449962532829,0.127780392898842,0,0.00723106413869556,0,0,0,0,0,0,0.143371694517196,0,0,0.297143263204829,0,0,0,0,0,0.0334728574890642,0,0,0,0,-0.251954904892302,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0354439642394336,0,0,0,0,0
X600926.CH.EQUITY,0.100626866957981,0,0.0367953807979019,0,0,0,0,0,0.120213501308162,0.108617360073541,0,0,0,0,0,0.0358319218005309,0,0.283561235833205,0,0,0,0,0,0,0,0,0,0.0132176802762154,0,0,0,-0.110979872896691,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177777789327748,0,0,0,0,0,0.0457256673180413
X601009.CH.EQUITY,0,0.0753972576094592,0,0.22693957026758,0,0,0,0.355509535910765,0,0,0,0,0,0,0,0,0,0.0465706563351987,0,0,0,0,0,0,0,0,0,0.08296685474765,0,0,0,-0.0997539504619701,0,0,0,0,0,0,0.058121092531979,0,0.0691210655220081,0,0,0.0161974022334207,0,0,0,0,0,0,-0.00625127334492177,0
X601166.CH.EQUITY,0.5513975012684,0.0712047801735995,0,0,0.0977785350387591,0.205652428054629,0,0.139430048164046,0,0,0,0,0.0690709523670397,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0994372677436665,0,0,-0.182500495627255,0,0,0,0,0,0,-0.104345941920839,0,0,0,0.0367448073875708,0,0,0,0,0,0,0,0,0,0,0.0529846577744985,0,0,0,0,0
