,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.248527562310284,0,0,0,0.188267174963676,0.276207285024373,0,0.464242489857965,0,0,0,0,0,0,0,0,0,0,0.0185990488790669,0,0,0,-0.0851157412573858,0,0,0,0,0,0,0,0,0,0,0,-0.109013101363092,0,0.0840127953241683,0,0,0.097301614378827,0.0506258662439125,0,0.0403320091174259,0,0.0365198409786461,0,0,0,-0.130848469574604,0,0
X002142.CH.EQUITY,0.00833947353000989,0,0,0,0,0.231505451040151,0.237658404290825,0,0,0,0.0588671897198004,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398453729612648,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0201115685225044,0,0,0.149238684432158,0,0,0,0,-0.0336294435005917,0,0,0
X600000.CH.EQUITY,0,0,0,0.0319221795594299,0,0.0318350544210758,0,0,0,0,0,0,0.392570748958562,0,0,0,0,0.060775848544586,0,0,0,0,0.0119940981449751,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155673998479854,0,0,0,0,0,0,0,0.0120816731742976,0,0
X600015.CH.EQUITY,0,0.0311437622674301,0,0,0,0,0,0.199740715791933,0.160007594456893,0,-3.46944695195361e-18,0,0.140554113069546,0,0,0,0.13964501248583,0,0.0374259576378988,0,0,0,0,0,0,0,0,0.0451137895311977,0.0895774806400908,0.0222097951047019,0,0,0,0,0,0,0.0618117944246325,0,0,0.0848473716899076,0,0,0,0,0.119894872076115,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.20894890793923,0,0,0,0,0.0933381562175618,0,0,0,0,0,0,0,0,0,0,0,0,-0.225178572670794,0,0.0989257632038918,0.138580576511718,0.527555723975552,0,-0.329844251379159,0,0,0,0,0,0.15309076996656,0.0145655430571914,0,0,0,0,0,0,0.0587196973524371,0
X600036.CH.EQUITY,0.243522616225765,0.293438930829372,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.132317033749396,0.00486917122799938,0,0,0.155471947732074,0,0.0121719314608938,0.0408738475942902,0,0.0794096846623607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0747033201398949,0,0,0,0,0,0,0.0995870922763051,0.274314582127755,0,0,0,0,0
X600926.CH.EQUITY,0,0.150148677252189,0,0.0369561355010419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363886395845994,0,0,0,0,0,0,0,0,-0.0412165044907276,0.269991415662687,0.0422015877815006,0,0,0,0,0,-0.0586752069101456,0,-0.114287923946385,0,0,0.0126139686478645,0,0,0,0.0347740336486314,0,-0.09583489696092,0.0582924814293332,0,0,-0.098881377937479,-0.0120247537335083
X601009.CH.EQUITY,0,0,0,0,0,0.0484213642986941,0,0,0,0,0,0.187010920677556,0.120418750318741,0.14752178182478,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.112750179962777,0,0,0,0,0,0,0,0,0.297122016960114,0,0,0,0,-0.321875081315324,0.0943726513610821,0,0,0,0.117134383384417,0,0.219679680373291,0,0,0.11009659788338,0
X601166.CH.EQUITY,0.133985908869554,0.10069767284441,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.419291977997648,0.124516951781422,0,0,0.00897426849141366,0,0,0,0,0,0,0,0,0,0,0.00990823984698491,0,0,0,0,0.0185179160720264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361475313702583
X601169.CH.EQUITY,4.33680868994202e-19,0,0.0828456687192914,0.0831330096938136,0,0,0,0,0.0197481758502806,0,0.245143259985512,0,0,0,0.00847615070201354,0,0,0.135399446934568,0.0925244041362887,0,0,0,0,0,0.0435400466445467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205608220864338,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.471560589537821,0.0162080045615553,0.126838438107148,0,0,0,0,0,3.46944695195361e-18,0,0.0711254396329018,0.0112290646725918,0,0,0.0737900639928439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511073960608486,0,-0.040084123381279,0,0,-0.174539545232914,0,0,0,0,-0.0443887815859287,-0.0131988349230428,0,-0.0657552815258709,0,0,-0.0508072503986441
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.0541844214667717,0,0,0,0,0.120931010869431,0,0.129305687858321,0.0799199751912584,0.292753058138119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0613645112826782,0,0,0,0,0,0,0,0,0.178239629904021,0.0729737442484125,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.293299138094681,0,0.279555569437651,0,0,0,0,0,0,0,0,0,0,0,0.0518523907651104,0,0.0757364473171727,0,0,0,0,0,0,0,0,0,0,0.0322859362371778,0,0,0,0.0467810364188401,0,0,0,0,0,0,0,0,0,0,0.0964879026297172,0,0.0379487027831583,0,0,1.73472347597681e-18,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.086299694816071,0,0,0,0,0.0479203707155813,0.358121018875618,0,0,0,0,0.0414688728297968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317212432992223,0,0,0,0,0.0713536000819831,0,0,0,0,0,0,0,0,0,0,0,0.0343445760879549,0.114864063216337,-0.0439477679554881,-0.0796870121497783
X601818.CH.EQUITY,0,0.249544853550798,0,0,0,0,0,0,0.332430003399679,0,0,0,0,-0.0452767954458197,0,0,0,0.32467943787336,0,0,0,0,0,0,0,0,0.0954500858407315,0,0,0,0,0,0,0,0,0,0,0,0,-0.171780237407528,0,0.22875647988336,0,0,0.00211890120887663,0,0,0.105880952349262,0,0,0,0.141507336211549
X601939.CH.EQUITY,0,0,0,0.0549090629367555,0.128856236056296,0,0,0,0,0,0,0.177855896139504,0,0,0,0,0,0.567676800690702,0.177872984878721,0,0,0,0,0,0,0,0,-0.142899986635025,0,0,0,0,0.153019441966873,0,0,0,0,0,0,0,-0.0288619852840932,0,0,0,0,0,-0.0265952549529461,0,0,0,0,0
X601988.CH.EQUITY,0.0492797361127579,0,0,0.210275779620308,0,0.259907129964179,0,0.156982296482283,-0.053925977145892,0,0,0.505438204639216,0,0,0,0,0,0,0,0.0414371498150021,0,0,0,0,0,0,0,0,0,0,0,-0.0772635222915991,0,0,-0.0542300908838885,-0.00913600870967867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852867343567926,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.280244340053495,0,-8.67361737988404e-19,0.536027633386967,0,0.295799292732826,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0457215298327978,0,0,0,0,0.0539543166023657,0,0,0,0,0,0,0,0,0.253786073810334,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.171488291611749,0.0792521327282867,0.377962120914192,0,0,0.122505484867175,0.157332058977393,0,0,0,0,0,0,-0.0583277491048398,0,0,0,0,0,0,0,0,0,0,0,-0.0419649642417864,0,0,0,0,-0.253252866012595,0,0,0,0,0,0,0,0.324311436410158,0,-0.00489103113836986,0.0414455603610906,0,0,0,0.222293275954167
X11.HK.EQUITY,0.0650124187071321,-0.0652463033420701,0,-0.121299637492356,0,0,0,0,0,0,0,0,0,0,0,0,0.122347238263665,0,0,0,0.285604766461885,0.597443520129216,0.251834613200654,0,0,0.0313344648271787,0,0,0,0,0,-0.133042881184232,0,0,0,0,0,0.0912059726435543,0,0,0,0,0,0,0,0,0,0,-0.082381340873675,0.067060662297084,0,0
X2388.HK.EQUITY,0,0,0,0,0.0302789504894627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229061729636566,0,0,0.365596315547596,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.030267595657576,0,-0.0950375686667001,0,0.13218976391979,0,0,-0.22288818182678,0,0,0,0,0,0.0643069741832935,0.00682057060425271,0
X5.HK.EQUITY,0,0,0,0,0,0,0.0395609421324467,0,0,0,0,0,0,0,0,0,0,0,0,0.171456131735298,0.262600206568718,0,0,0,0,0,-0.0624018148725378,0,0,-0.0445265642437847,0,0,0,0,0,0,0,0,0,0,0,0,0.252486539563497,0,0,0.00188601634290166,0,0,0.221290299424933,0.0576127170286825,0,0
X2886.TT.EQUITY,0,0,0,0,0,0.0268019602677628,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,-0.070903777109435,0.142804433486699,0,0,0,0.387361092019768,0,0,0.0563588224300681,0,0,0,0,0.0710367171478522,0,0.0156662401446903,0,0,0,0,0,0,-0.167352239758053,0,0,0,0.0238469040576207,0,0,0,0.225103079606348,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0.0849877787308966,-0.094930723406989,0,0,0,0,0,0,0,0,0,0,0.061193157723539,0,0,0,0.0941685787149203,0.368822123589316,0,-0.0147806128721765,-0.0398291011722083,0,-0.0874178257949389,0,0.19216778692657,-0.0636169418173762,0,0,0,0,0,0,0,-0.0731115565060476,0,0,0.0240531261084024,0,0,0,0,0,0,0.244260128165978,0.112893212068634,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.214080402006561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172493339401403,0.0769699292440502,0,0,0.223160296152052,0,0,0.226535644206756,0.067718541215164,0,0.0797929845357227,1.73472347597681e-18,0,0.109966135793474,0,0,0,0,0,0,0,-0.11224781700453,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438843827265643,0,0.0305625013219376,0,0,0.182098913210986,0.249719136211442,0,0,-1.73472347597681e-18,0,0,0,0.0664824062145922,0,0,0,0,0,0,-0.0205384906222476,-0.0309054523563944,0,0.0255078298667243,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.142320623629027,0,0,0,0.0165690891137506,0,0,0.0461246366592217,0,0,0,0.0781848686494836,0,0,-0.377487653517349,0,0,0.0735799573801004,0,0,0,0,0,0,0,0,0,0.022920483767119,0,0,0.418036791050704,0.284374838623324,0,0.0618524427586426,0,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0.0496285197869774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192849185516574,-0.0543404727319278,0,0,0,0,0.0521024209739469,0.288990777750482,0,0,0.241760787628961,0,0.039326203507442,0,0,0,0,0,0,0.0494580382080799,0.016592508312715,0.185687283905324,0.0811738105973499,0,0,0,0,0.035398453963414,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0185207486675563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430244376748746,0,0,0,0,0,0,0,0.353100860252606,0.32696212970411,0,0.0208415123436397,0.111466071196631,0,0,0.139197188805076,0.0349017252116015,0,0.00170625511838246,0,0,0.00332917219743152,0,0,0,0,0,-0.0167169664665327
