,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.1143336717237,0,0.0924863892686035,0,0.334384008419863,0.36365866125474,0,0.171950971499405,0.0662555720636834,0,0,0,0,0,0,0,0,0,0.0538993809969061,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.120582095418509,0,0.0770073721079139,0,0.0944401269250292,0,0.0513830935511428,0,0,0.0522037061455801,0,0,-8.67361737988404e-19,-0.261207494684414,0,0
X002142.CH.EQUITY,0,0,0,0.0919571851777032,0,0.424006722770473,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0106953318671099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456163971838708,0,0,0,0,0,0,0.207194348020588,0,0,-0.187254493727974,0,0,0,-0.042517899296274,0
X600000.CH.EQUITY,0,0,0,0.0257489803992906,0,0,0,0,0,8.67361737988404e-19,0,0,0.403453961029593,0,0,0,0,0,0,0,0,0,0.0307901291910765,0.0389269399510101,0,0,0.0709298312809224,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.162339212618864,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.180752625281067,0.00338365470367433,0,0,0,0,0,0.216354766103477,0.0440938342939607,0,0,0,0.0457385952530035,0,0,0.0400732588636177,0,0,0,0,0,0,0,0,0,0,0,0,0.255152531974571,0,0,0,0,0,0,0,0,0,0,0,0.0303476564363125,0,-1.73472347597681e-18,0,0,0,0,0,0.103341115719332,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.179024097899364,0,0,0,0,0.0824367705223877,0,0,0.15745298211146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.353732390559393,0,0.0437763667333181,0.165507139154683,0.769675848060963,0,-0.301571411190577,0,0,0,0,0.0554300192386119,0,0,0,0,0,0,0,0.0308723759601495,-0.128243265849297
X600036.CH.EQUITY,0.23161172024653,0.211725636049261,0,0,0,0,0.0538143125811343,0.127057147449903,0,0,0,0,-0.0107855564673248,0.0720603136512037,0,0.0159021936697646,0.0904462644141971,0,-0.00958310276016874,0,0.0965534664879017,0,0,0.0130258032462986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952829320012626,0.219387645967376,0,0,0,0,0
X600926.CH.EQUITY,0.0128249877165546,0.25622963264712,0,0.0422666678999687,0,0,0,0,0.104027275528958,0,0,0,0,0,0.0656232604077378,0,0.106403301509909,0,0,0,-0.0202373617435076,0,0,0,0,0,-0.146660382965122,0,0,0.403972034887739,0,0,0,0,0,0,0,0,-0.101087201121047,0,0.0130521999507817,0,0,0,0,0,0,0,0,0,-0.130750722190292,-0.000195641927086784
X601009.CH.EQUITY,0,0,0,0,0,0.00995463008654276,0,0,0,0,0,0,0.0878443888050135,0.423091315483262,0,0,0,0,0.0925724161029259,0,0,0,0,0,0,0,0,0.180389076382614,0,0,0,0,0,0,0,0,0.0964232942791992,0,0,0,-0.264001053542214,0.104051281557115,0.085149233486747,0,0,0,0,0,0,0,0.0937014103966838,0.0096235478589542
X601166.CH.EQUITY,0.0704881302460261,0.163944800764406,0,0,0,0,0,0,0,0.0406342300251534,0,0,0,0,0.302552465782643,0.0640513000128504,0,0,0.128618661308674,0,0.0793238236534843,0,0,-0.0754238330034857,0,0,0,0,0,0,0,0,0,0,0,0.0740830657871066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898919758909094
X601169.CH.EQUITY,0,0,0,0.162354589097794,0,0,0,0,0,0,0.269161924806493,0,0.215962145683897,0,0.0335330765155479,0,0,0.0832512658373086,0.0337801072882611,0,0,0,0,0,0,0.0998871216716262,0,0,0,0,0,0,0.0523937523655055,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397176802416864,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0.0184701551608514,0.427800711905285,0,0.162086960049006,0,0,0,0,0.0677443282674904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176989004810071,0,0,0,0,0,0,0.382862323717591,0,0,0,-0.308965422320812,0,0,0,-0.0408381398616743,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0592793178249546,0.13815557273648,0.135875268716463,0.105167183123067,0.288662370245444,0,0,0,0,0,0.214819700642917,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793656172471474,0.152138855260788,0,0,0,0,0,0,0.166742282581679,0.0138940680827403,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.279763703120868,0,0.167894817574046,0,0,0,0,0.119729617035363,0,0,0,0,0,0,0,0,0.0453234260937622,0,0,0,0,0.123836368571008,0,0,0,0,0,0,0,0,0,0,0.120639812387959,0,0,0,0,0,0,0.141605547188759,0,0,0,0,0,0,0,0.0129168387317406,0,0
X601398.CH.EQUITY,0,0,0.227704285893842,0,0,0.0796781450589518,0,0.134390554655977,0,0.00346010766619086,0,0.304984409399085,0,0,0,0.126882273467118,0,0.044963347785534,0,0,0,0,0,0.0784030506496703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131669687655261,0,0,0,0,0,0,0.0752874433812396,0,0,0.0407475698069659,-0.0801816048329617,0
