,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0,0
X002142.CH.EQUITY,0,0,0,0.196423352455157,0,0,0,0.228192665485056,0,0,0.218818905881877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185357302560491,0.161253362691855,0,0,0,0,0,0,0,0,0,0,0,0.0677517880600988,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353357464371358,0,0,0,0.13913197260751,0.218777393688913,0,0,0,0,0,0,0.157022214381879,0,0,0,0,0,0,0,0.021605564195648,0,0,0,0,0.00726634775108018,0,0,0,0,0,0,0,0,0,0,0,0,0.0222440926405775,0,0.0768295441704401,0,0,0.115788424403271,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.607623910892753,0.0660664029100627,0,0,0.100457420888321,0,0,0,0.050765843144365,0.0516290532417225,8.67361737988404e-19,0,0,0,0,0,0,0,0.0527779915906937,0,0,0,0.00183760306806579,0,0,-8.67361737988404e-19,0,0,0,0.0212842576258665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0495558984995999,0.313553800032965,0,0,0,0,0.32890217816187,0,1.38777878078145e-17,0,0.0473557965681256,0,0,0,0.106711469079618,0,0,0,0,0,0,0.0864075375373681,0,0,0,0,0,-0.0250474616348872,0,0,0,0,0,0,0,0,0,0,0.0392922390927929,0,0,0,0,0,0,0,-0.00180248285270771,0
X600036.CH.EQUITY,0.422152766406174,0,0.259272295110754,0,0,0,0,0,0,0,0,0,0,0,0.101938573908632,0,0,0,0,-0.0448515802851818,0,0,0,0.0624894216433305,0,0,0,0,0,-0.00767648504483692,0,0,-0.0221321566716552,0,0,0,0,0,0,0,0.0316962823488635,0.123424567053161,0,0,0,0.018498918678121,0,0,0,0.0541472632712191
X600919.CH.EQUITY,0,0,0,0.264098145380223,0,0,0,0,0,0,0,0,0,0,0,0,0.274052134663845,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0875450168945661,0,0.202225595553972,0,0,0.034113768375748,0,0,0.0515794282577638,0,0,0.014308604041698,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0,0
X601166.CH.EQUITY,0,0.00506911379988315,0,0,0.0920118943894894,0.209636486080746,0,0.0943588352915407,0,0,0,0,0.0802808150825423,0,0,0.0861998937370889,0.0692700628517603,0,0,0,0,-0.0391252157110416,0,0,0,0,-0.00638625272978797,0,0,0,0,0,0,0,0,0,0,0,0.107132479855432,0,0,0,0.116867250089114,0,0,0,0.0497524804242086,0,0.0331225469045742,0
X601169.CH.EQUITY,0,0,0,0.0357056705694952,0,0.054413617343027,0,0,0,0,0,0,0.0124798814356732,0,0,0,0.200262751526692,0.153437061640085,0,0,0,0,0,0,0,0.0996068961382574,0,0,0.0512282493864032,0,0.0976378444019187,0,0,0,0,0,0,0.0746036706516032,0,0,0.0672249253295095,0,0,0.0674986297399822,0,0,0,0,0,0
