,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.27166716345876,0,0,0,0,0,0,0.036300861527462,0,0,-0.132814038772491,0.182218708564217,0,0,0.160150140256982,0,0,0,0,0,0,0,0,-0.0280665820773514,0.0113171245355156,0,0,0,0,0,0,0,0,-0.166975096794929,0.481440944352965,0.195196985072764,0,-0.151856608426497,0,0,0,0.032956138633557,0,0.0605715916417756,0,0,0,0,0,0.0342073616713675,-0.151480064251017
X002142.CH.EQUITY,0.289476556899224,0,0,0,0,0.181401214655042,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0830841172838329,0,0,0,0,0,0,0,0,0,-0.115078300149572,0,0,0,0.0894726514075805,0,0,0,-0.0924964112375421,-0.176771159499646,0,0,0,0.0262327238049125,0.130989413534799,0,0.33817254596187,0,0,0,0,0,0,-0.0862408895397941,-0.0811884775596133
X600000.CH.EQUITY,0.0823899603041466,0,0,0,0,0.164784115671032,0,0,0,0,0,0,0.326281611745926,0,0.147000052955369,0,0.107028381940666,0,0,0,0,-0.00990937285185015,0,0,0,0,0.173535666969427,0,0,0,0,0,0,0,0,0.0486080205029783,0,0,0,0,0,0,0,0,0,0,-0.0504560879732798,0,0,0,0,0.0478338672468788
X600015.CH.EQUITY,0,0,0,0,0.0415947446035499,0,0.0331276625930755,0,0,0,0,0,0,0,0.17457003454964,0.156908717347629,0,0.0303130916943236,0,0.0134295420881121,0,0,0,0,0,0,0,0,0,0,0,0,0.0404478273128286,0.0557447068599876,0,0,0.0444555001966384,0,0,0,0,0,0,0.221042114825794,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.227891292494946,0,0,0.13536245203581,0,0,0,0,0,0.175848519363179,0,0,0,0.0721681102486238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055557136593623,0,0.0819362746226734,0,0,0,0.131142016516793,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.193739881045613,0.175624109072796,0.299043970086059,0,0,0,0,0,0,0,0,0,0.0252384852045032,0,0,0,0,0,0,-0.0457953386134159,0.0499747933499847,0.0431786926370172,0,0.0575556980546466,0,0,0,-0.066182398165583,0,0,0,0,0,0.0686067003490991,0,0,0,0,0,0.101108440100541,0,0,0,0,0,0,0.244200705082918,0,0,0,0.0338190446636182,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.0504651352913246,0,0,0.140152661543077,0,0,0.100647592079517,0.0311783708866045,0.153102477318341,0,0,0,0.0426060456478107,0,0,0,0,0.0542374687955755,0,0.0294777400264364,0,0,0,0,0,0,0,0,0,0,0,-0.0400309313917423,0,-0.0659065494906184,0,0,0,0,0,0,0,-0.0366982254885129,0,0,0
X601009.CH.EQUITY,0.116411829572195,0,0,0.384800538395843,0,0,0.134915120796376,0,0,0,0.112251301388188,0,0,0.0674417850201121,0,0,0,0,0,0,0,0.0245822561642144,0.0459408543204354,0,0,0,0,0,0,0.0759249307599204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392042677973841,0,0,0,-0.219688477031433
X601166.CH.EQUITY,8.67361737988404e-19,0,0,0.104729225019824,0,0.354265021257812,0,0.160976200390559,0,0,0,0,0,0,0,0.0465548238596624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342489820762637,0,0,0,0,0.269529453178653,0,0,0,0.00504779014071936,0,0,0
X601169.CH.EQUITY,0,0,0.0953709809396381,0.415384000040749,0,0,0,0,0,0,0,0,0.203130039038325,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267990771276246,0,0,0,0,0,0.0294210635849305,0,0,0,0,0,0,0.207373266192906,0,0,0,0,0,0,0,0
