,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.0714264265240407,0,0,0,0.547046139289736,0,0,0,0,0,0,0.130557719051675,0,0.151446387576485,0,0,0,0,0,0,0.0330151167048787,0,0,0.157584645735901,0,0,0,0,0,0,0,0,0,0,0,0.0160660577816485,0,0,0,0,0,0,0.00326161027944884,0,-0.121511285170629,0,0
X002142.CH.EQUITY,0,0,-0.108281685154208,0,0.202095744767442,0,0.180980758862298,0,0,0.0272649439987981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525241540531006,0,-0.12406841419773,0,0,0,0,0,0,0.106207829761775,0,0,0,0,0.0666574653166135,0.0631888594632454,0,0,0,0,0.0455455994921808,-0.0128992990954274
X002958.CH.EQUITY,0.03051909631905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308835312820923,0,0,0,0,0.124105174871245,0,0,0.00561199373175806,0,0,0,0,0,-6.93889390390723e-18,0,0.147665217981639,0,0,0.00309720723771345,0.241509464717393,0.20892456772158,0,0,0,-0.00782194889362059,0,0,0
X600000.CH.EQUITY,0,0,0.0534977872616179,0,0,0.464258493309445,0.00913044892885461,0,0,0,0,0,0,0,0.268649513398747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249244972300701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208926592256047,0.0454561802599283,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.108287804426331,0,0,0,0,0,0,0,0,0,0.19151751351103,0,0,0,0.0731669915837534,0,0,0.284867599889296,0.108302102399392,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.117464977018656,0,0,0,0,0,0.0262565981328836,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.0156513544749653,0,0,0,0,0.0564189814330021,0,0.321642388276774,0,0.0516947279221398,0,0,0,0.39846935019027,0,0,0.0495035617715128,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0977992742188517,0,0,0,0,0.119101155544375,0,0,0,0,0,0,0,0,0,0,0,0,0.0451228266176686,0,0
X600036.CH.EQUITY,0.276717332884988,0.0741300292512912,0,0.163111575317459,0,0,0,0,0.193652666851315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192487163199535,0,-0.0861640758337781,0,0,0,0,0.404296609516915,0,0,0,0,0,0,0,0,0,0,0,0,0.0983773790416726,0,0,0,0,0,0,0,0.164292114939247,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.387772459691288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161072921842271,0,0,0,0,0,0.24787312644641,0,0.0741631128288765,0,0,0,0,0.113711141233653,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0173078679181245,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.00866368455580593,0.0581190651764199,0,0,0,0,0,0.162120411136018,0,0,0,0,0.499812746541411,0,0,0,0,0,0,0,0.232554026790966,0,0,0.0359703920194087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24979582940361,0,0,0,0,0,0.0199503951707012,-0.0628548647827191
X601009.CH.EQUITY,0.0713995961922071,0.229588938429499,0,0,0,0,0,0.373407466213809,0,0,0.100028005934113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014887672940681,0,0,0,0,0,0,0,0,-0.0716155381720947,0,0,0,0,0,0,0.0991399634813545,0,0,0,0,0,0,-0.0627343218524788,0.123882775875929
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0910646134557328,0,0.109208466861964,0,0,0,0,0,0.0498738257821698,0.0294934575667141,0.271209989357809,0,0.0223596871098017,0,0,0,0,0,0.0894176336299971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0821248417670406,0,0,0,0,0.0172017302353685,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0.0890955571237965,0,0.0476011598416553,0,0,0,0.204368107773083,0,0,0.0927940568800061,0.01644636997276,0,0.0792450550985627,0,0.219886831732519,0.155182197934887,0,0,0.109329408108553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.0677100342650783,0,0.181502962354844,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.184623761352528,0,0,0,0,0,0,0,0,0,0.014424982094195,0,0,0,0,0.15384782342248,0,0,0,0,0,0.0577417186087234,0.00314841997771004,0,0,0,0.10255471424443,0.0762420904406094,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.328515778937207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821483426089117,0.181690695062909,0,0,0,0,0,0.000400595470593657,0,0,0,0.077139120171308,0,0,0,0.0247898318895262,0,0,0,0.0805308432141724,0,0,0,0,0,0,0,0,0,0,0.0121703191985584,0,0,0
X601328.CH.EQUITY,0,0,0,0.0238503333660305,0.127435512664652,0.0144319769164706,0.00556830919517945,0,0,0.108173727346953,0,0,0.225363099905355,0,0,0.117333002100777,0,0,0.0486553415150984,0.108162892183841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0.147727204769184,0,0,0,0,0,0,0,0,0,0,0,0,0.0887745822951307,0,0.347935149578805,0,0,0.0406943631169509,0,0,0,0,0,0.0801106409731939,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0555589389172031,0,0,0,0,0.080310567687472,0,0,0,0.132210963818284,0,0,0,0
X601577.CH.EQUITY,0,0,0.0577745559750026,0,0.13523691866525,0,0,0,0,0,0,0.270495751678327,0.0241769622378729,0,0,0.089044006715631,0,0,0,0,0,0.164043320563029,0,0,0,0,0,0,0.0487932582284006,0.0165391417817212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119080844676301,0,0,0,0,0,-0.0644508368243459,0,0
X601818.CH.EQUITY,0,0,0,0,0.366229435782263,0.0788571007065867,0,0,0,0,0.0460363343056946,0,0,0,0,0,0,0,0,0.0182906534357018,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0253484971609949,0,0,0,0,0,0,0,0,0,0.101119298059926,0,0.0235090372458391,0,0.0947247802597962,0,0,0,0.0422495110305089,0,0,0.0374443155147715,0,0
