,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X601155.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.209918573501447,-0.346604625558325,0,0.0647377207608555,0.398726388676857,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156901384470789,0,0,0,0.177277997830419,0,0,0,0,0,0,0,0.218245330359139,0,0,0,0,0,0,0,0,0,0,-0.00809959874538537,0,0,0,0,-0.0524984319628823,0,-0.0275075421375225,0,-0.189316108107489,0,0.0698021478981589
X002142.CH.EQUITY,0.403967532177293,0,0,0,0,0.175385818487824,0,0,0,0,0,0,0,0,0.0406446324338747,0,0,0,-0.104114640562936,0,0,0,0,0.117940575120431,0,0,0,0,0,0,0,0.12665151293597,0.114094234231517,0,0.00553259484213043,0,0,0,0,0,-0.0761478390899999,0,0,0,-0.0259799017449604,0,0,0,0,0,0,0,-0.0983592606839428
X600000.CH.EQUITY,0,0,0,0,0,0,0.216726689822254,0,0,0.168992951231012,0,0,0,0.0101437384175792,0.0412200108361035,0,0.0883233958070108,0,0,0,0,0.160066441748011,0,0,0,0,0,0,0,0,0,0,0,0.0564205583843933,0,0,0,0,0,0.116452941661963,0,0,0.0511142959721037,0,0,0,0,0,0,0,-0.0102285162059809,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.303561794216075,-0.065006565880383,0,0.326390182304471,0,0,0.154272993031337,0,0,0,0,0,0,-0.503269304191862,0,0,0,0,0,0,0,0,0.589057828626993,0,0,0.205080829989857,0,0,0,0,-0.0057015363534152,0,0,0,0,0,0,0,0,0,0,-0.0497135504015119,0,0,0,-0.0904327015990717,0
X600036.CH.EQUITY,0.0694428350927749,0,0,0.103414128090727,0,0,0.283570122341284,0,0,0,0,0.151970140936204,0,0,0.0937047642428981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857329554292498,0,0,0,0,0.0673834265648654,0,0,0,0,-0.0516225694669799,0,0,-0.0544642406732306,0,0,0,0,0.120081262644404,0,0,0,0
X601166.CH.EQUITY,0.55403288083112,0,0,0,0,0,0,0,0,0,0,0.0783954148999811,0.119013568938418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190000573200402,0,0,0,-0.169751880468654,0,0,0,0,0,0,0.074466489625688,0,0,0.0972704683820442,0,0,0,0,-0.0588797856104826,0,0.101150787323435,0,0,0,-0.0274020662839158,0,0
X601169.CH.EQUITY,0,0,0.0780047806961305,0.729432265130396,0.0281746231249501,0,0,0,0,0,0,0.0469237501999539,0.130418258555999,0,-0.01525906705775,0,0,0.15941761476503,0,0,0,0,0,0,0,0,-0.026061686767292,0,0,0,0.103574624887283,0,0,0,0,0,-0.253081407327619,0,0,0,0,0.0586353705274579,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0859948481685976,0,0,0,0,0,0,0.28655116035446,0,0,0,0.109565165363933,0.0699286780541941,0,0,0.0863774375855899,0,0.117707463800413,0,0,0,0,0,0,0,0,0,0,0,0.011858001864868,0,0,0,0,0,0.235437324488257,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0275288609538219,0,0,0,0,0,0,0,0,0,0,0.0800456738132237,0.13585014022335,0.445463158813786,0.0566240614737986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115824670951062,0,0,0,0,0,0,0.0313008094516569,0,0,0,0,0,0,0,0,0,0.1241731339596,0,0,0,0
X601328.CH.EQUITY,0,0,0.267270540533406,0.0946506892295397,0,0,0,0.107370038854234,0,0,0.211719524139487,0,0.0288654889189667,0.102286886918629,0,0.125543244104168,0,0,0,0,0,0,0,0,0,0,0,0.0165565845411134,0,0,0,0,0,0,0.0757121868822652,0,0,0.037262948365999,0,0,0,0,0,0,0,0.0686582120896856,0,0.0129299027219212,0,0.0228086737485499,0.0347843948572993,0,0
