,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.250052487433528,0,0,0,0,0,0,0,0,0,0,0,0.0976474118723678,0.138043310287022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121676222770634,0,0.0789336461308496,0.207937913762596,0,0.00632852699281863,0,0,0,0,0.0131833614346109,0,0,0.0579105987933926,0,0,0,0,0.162374674121632,0,0
X002142.CH.EQUITY,0,0,0,0,0.14530067363539,0,0,0.214152442015688,0,0,0,0,0,0,0,0,0.0650171113205492,0.014441212797689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105842581877813,0,0,0.267316703980587,0,1.73472347597681e-18,0,0,0.234429314852904,0.142984409179038,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0639615449590813,0.0208214438713849,0.603943597979198,0,0,0.0451918287938479,0,0,0,0,0,0,0,0,0,0.0553145759431713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256839111738994,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0592026011252444,0,0,0,0.0368265572288884,0,0.0475548118525286,0.230637119940983,0,0,0,0.144800592141495,0.045618892258132,0.00305877734862261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193793148860254,0,0,0,0.199970091407775,0,0,0,0,0,0,0.0122385525655286
X600036.CH.EQUITY,0,0.390292912318384,0,0,0,0.105213572493366,0,0,0,0,0,0,0.0911619873618293,0,0,0,0,0.00969467727335163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00734226609198071,0,0,0.127935968423843,0.0312531648201813,0.0622724349172378,0,0,0,0,0,0,0,0,0,0,0,0.0783011111182097,0,0,0
X601166.CH.EQUITY,0,0,0.40338237119001,0,0.134837393928802,0,0,0,0.0332950197353132,0,0,0,0.14461618128202,0,0.0243095428326879,0.0271911783829886,0,0,0,0,0,0,0.0134884633361897,0,0,0,0,0,0,0,-0.00717461429928165,0.00340920343354452,0,0,0.0971889680358526,0,0,0,0,0.114739952133509,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0838952522607954,0.237919628836015,0.198594452218547,0,0,0,0,0,0,0,0,0.100832443523455,0,0.0986057886813467,0,0,0,0,0,0,0,0,0,0.11343558559866,0,0,0,0.0152480078595827,0,0,0,0,0,0,0,0,0,-0.112095827873347,0,0,0,0,0,0,0,0,0,0,0,-0.00473899167240719,-0.0160662500541486,0
X601229.CH.EQUITY,0,0.0552706471635157,0.121325836892904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212251390085606,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442059343425583,0,0.194629990888044,0,0,0.00553847807767834,0,-0.0213200556554988,0.00316157988716914,0,0,0,-0.0109865909532442,0,1.73472347597681e-18,0,-0.143880050583659,0,0.193328837562764,0.0604305130896718,-0.122092786911036,0
X601288.CH.EQUITY,0.0882265052166018,0,0.0114420060348468,0.0518710637472995,0,0,0,0,0,0.13009763604802,0,0,0.24416756739778,0.388071620898771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752061775143498,0.0278687240253818,0,0,0,0,0,0.0565557966630712,0,-0.0259024470986478,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.1279213879375,0,0,0,0,0,0,0,0,0,0.291028486317781,0,0.072511684096556,0,0,0,0,0,0,0.0217943031484295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620002211239051,0.0324227765272714,0.0511834708189044,0,0.143634815377287,0,0,0,0,0,0,0,0,0,-0.00857914018763062,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239046938731449,0.45551863287621,0,0,0,0,-0.617177017600237,0,0,-0.0830370604432854,0,0,-0.180455098550531,0,0,0,0,0.031758008850693,-0.206490006841424,0,0,0,0,0,0,0.0320224905410692,0,0,0,0.111303245194656,0,-0.0895843025674534,0,0,0,0.459758438704591,0,0.00784112921872383,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.121558374745441,0,0,0.185992868221968,0,0.0663318018638772,0,0,0,0,0,0,0,0.0902454359016112,0,0,-0.0405114510241526,0.109079451200198,0,0,0.03199902663682,0,0,0,0,0,0,0,0,0.0408078738096199,0,0,0,0,0,0,0,0,0,0,0,-0.0549043493647489,0,0.080824909660687
