,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0069180364187803,0,0,0.106706838552159,0.0309441789131753,0.0251875566672509,0,0,0.381227513643438,0,0,0,0,0,0,0,0.0197329298382457,0,0,0,0,0.0553177020525136,0,0,0,0,0,0,0,0.0415535593389975,0,0,0,0,0,0,0,0,0.00646743263883248,0,0.0198396684255932,0.158419625556722,0,0,0,0,0.0729847451097681,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.333580918095691,0,0,0,0,0,0,0,0.261735761950911,0,0,0,0.014613480492027,0,0,0,0,0,0,0,0,0,0,-0.0458739489439243,0,0,0,0,0,0,0,0,0.132722461730575,0,0.0537331419598602,0.128528562808436,0,0,0.155259530870692,0,-0.00963020674173307,0.0150189958151103,0.0371028350613863,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.614044039431631,0,0.115093583126376,0.0349993192522243,0,0.0402677613212187,0.0664727736529605,0.072671985412306,0,0,0,0,0,0,0,0,0,0,0,0.0596374592649983,0,0,0,0,0,0.0206830891827976,0,0,0,0,0,0,0.0724635935301109,0,0,0,0,0,0,0,0,0.147946023742967
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.519979383746916,0,0,0,0,0,0,0,0.0588923812837172,-8.67361737988404e-19,0,0,0,0.421377225511869,0,0.0736498340635334,0,0,0.0540098958166335,0,-0.0290514065050442,0,0,0,0,0,0,0,0,0.000350499087513244,0.043390543312151,0,0,0,0,0,-0.0379337960822882,0,-0.0376544248169449,-0.0740774518975136,0,0
X600016.CH.EQUITY,0.0597223128727024,0,0,0,0,0.0373791433284487,0,0,0,0,0,0,0,0,0.00488500949508386,0.350563769312294,0.0582114182204426,0,0,0,0,0,0,0.298640534560057,0,0,0,0,0,0,0,0,0.0844637606779339,0.0168415347266225,0,0,0,0,0,0.0537494456177265,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.438829123558506,0.156700548851945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682792724676024,0,0,0,0,0,0,0,0,0,0.169742211562621,0,0,0.025118878375574,0.0363974729554747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.13630960680581,0,0.0153933354934756,0
X600919.CH.EQUITY,0,0,0,0.154385536718134,0,0,0,0.567515479094472,0,0,0,0,0,0.0332662342400746,0,0,0,0.00289579304542469,0.212629707899499,0,0,0,0,0,0,0,0,-0.102531229942211,0.0358497679273398,0,0,0,0,0,0,0,0,0,0,0,-0.125154889910494,0,0,0,0,0,0.118488888279987,0,0,0,-0.0796099863016187,0,0
X600926.CH.EQUITY,0,0.0096856619782427,0,0,0,0,0.419127160349834,0,0,0,0,0,0,0.0654512538174544,0,0,0,0.297640834670212,0,0,0,0,0,0,0,0,0.0990949902083916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785798112961407,-0.082659742087936,0,0.160420070246964,0,0,0,0,0
X601009.CH.EQUITY,0.167298696112521,0,0,0,-0.113859561398031,0,0.100824365816212,0.180415148263918,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.328638786992725,0,0,0,0,0,0,0,0,0.0402847888558917,0.314126099457815,0,0,0,0,0,0,0,0,0,0,0,0.316928425466704,0,0,0,0,0,0,0,0,0,-0.200540637277403,0.024144534205852,0
X601166.CH.EQUITY,0.20387560592811,0.262764945052154,0.0602420607515043,0,0,0,0,0,0.0179179091108235,0,0,0,0,0,0,0,0,0.142153102731457,0,0,0.273176020460967,0,0,0,0,0,0,0,0,0,0.0181214467680313,0,0,0,0.163359440952911,0,0,0,0,0,0,0,0,0,0,-0.0044914380033363,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.166355160981436,0,0,0,0,0,0,0.181300442535543,0,0,0.0258330869633928,0,0.141295783871812,0,0,0,0.0757670110420917,0,0,0,0.375724216113903,0,0,0,0,0,-0.0910040712170294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665120421235304,-0.00302704160273804
X601229.CH.EQUITY,0,0,0.316555232526248,0.0582692703974115,0,0,0,0,0,0,0.252448018336509,0,0,0.0353682714375194,0,0,0,0,0,-8.67361737988404e-19,0.00716879458965277,0,0,0,0,0,0.0542123254644883,0.0648530795324136,0,0,0,0,0,0,0,0.112789601534734,0,0.0864481749984024,0,0,0,0.0472667496119432,0,0,0,0,0,0,0.0301957992779339,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942617031494727,0.0276390899653301,0,0,0,0.657895945918436,0.111454834006147,0,0,0,0,0,0,0.106070638125262,0,0,0,0,0.0271170899300986,0,0,0,0,0,0,0,0,0,0,0,0,-0.184675847604271,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.109899099974022,0,0.0388069936396101,0,0.0495419867442302,0.164904466589004,0,0,0,0.190088064994874,0.443606220230632,0,0,0,0.0349096203443187,0,0,0.0143382839224965,0,0,0,0,0,0,0,0,0,0,-0.127958200317833,0.0138952278222447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308323718302658,-2.16840434497101e-19,0,-0.116226508775674
X601398.CH.EQUITY,0,0,0,0,0,0,0.0064546162042801,0,0,0,0,0,0.231302641001452,0,0,0,0.0546511360379676,0.190173594800594,0.615693568208979,0,0,0.0544678971552787,0,0,0,0,0.0495233482976088,0,0,0,0,0,0,0,0,0,0.0724490687054604,0,-0.0239131784467031,0,0,0,-0.271087787384138,0,0,0,0,0,0,0.0830675826905337,0,-0.0371103413152575,-0.0624694797906359
X601577.CH.EQUITY,0,0,0,0.0609391591265087,3.46944695195361e-18,0,0,0,0,0,0,0.136998171606441,0,0,0,0,0,0,0,0,0.167469899750062,0,0.0791843987565233,0,0.243311703247709,0,0,0,0,0,0,0,0,0,0,0.152891927455162,0,0,0,0,0,0,0.129959738055492,0,0,0,-0.0669722062299838,0,0,-0.0105491573028944,0,0,0
X601818.CH.EQUITY,0,0,-6.93889390390723e-18,0,0.43649566451116,0,0,0,0,0,0.0762463065133109,0.124395403289993,0,0.0278654103911442,0,0,0,0,0.0878495149632817,0,0,0,0,0,0.156383435254718,0,0,0.0272770422485641,0,0,0,0,0,0,0,0.0252344121038974,0,0,0.102463157321097,0,0,0,0,0,0,0,0,0,0,0,0.0832965899957801,0,0
X601838.CH.EQUITY,0,0.305082200321479,0.0025393028773074,0,0,0,1.38777878078145e-17,0.0928072299478869,0.0575596214539263,0.0183442362834402,0,0,0,0,0.205130392261115,0,0,0,0.0607083972687837,0,0,0,0,0,0,0,-0.0836624190449024,0,0,0,0,0,0,0,0,0,0,0.0132028055452271,0,0,0,0,0,0.0310889808081435,-0.0221026435557753,0,0,0.108778499982963,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.301514202427912,0,0.19958996464257,0,0.255129463835067,0.169656395203588,0,0.1538850163546,0,0,0.0404495543155126,0,0,-0.026895147113024,-0.0278495971199424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113898195523384,0,0,0,0,0,-0.0573591262813634,-0.0759208528788384,0
