,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.196582223357061,0,0,0.573959495087474,0,0.0915347419636889,0,0,0,0,0,0,0.00667795814220884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907908751397164,0,0.0737703790403096,0,0,0,0,-0.0292821743381564,0,0,0,0,0,0,0,0,-0.268667105522899,0,-0.0448841893605336,0,0,-0.120390902967898,0.0899605586903576
X002142.CH.EQUITY,0,0,0.19395698936621,0,0.402540940370635,0,0,0,-0.0233406835773425,0,0,0.0336064925827379,-0.0872136382994902,0,0,0,0,0,0,0,0,0.105021385827291,0,0,0,0,0,0,0,0,0,0,0,0.22891918443787,0,0,-0.24143189856169,0,-0.037140761093938,0,-1.73472347597681e-18,0,0,0,0,0,-0.00655742755994972,0,0,0,-0.0538612032842717,0,0
X600000.CH.EQUITY,0,0,0,0,0.0488030354029999,0,0.00729051287343412,0,0,0.393551002666856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14702743885148,0,0,0,0,0,0,0,0,0,0,0,0,0.0023781626323673,0,0,0.0399021809990129,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.228789566890153,0,0,0,-0.0508035063716215,0,0,-0.341666409097075,0,0,0,0,0,0,0,0,0.767338832397049,0,0,0,0,0,0,0,0,0,0,0,0.375085698195881,0.0677416103509321,0,0,0,3.46944695195361e-18,0.0884892268361731,0,0,0,0,0,0
X600036.CH.EQUITY,0.149540040642306,0.25001030894075,0,0,0,0,0,0,0,0,0,0,0,0.166723973437198,0,0,0,0.00783563646869775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115150861103735,0,0,0,0.0114166169254685,0,0,0,0,0,0.0554820528958892,0.0111048333820078,0,0.0850904574929063,0,0,0.00822153947767755,0,0,0,0,0
X601166.CH.EQUITY,0.185916293118286,0.0838859299672342,0,0,0,0,0,0,0,0,0,0.366716557914437,0.0906223247398521,0,0,0.048149821289471,0,0,0,0,0,0,0,0,0,0,0,0,0.056833971914359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565595660738816,-0.0746582106292701
X601169.CH.EQUITY,0,0,0,0,0,0.120054778232748,0,0.290729189063085,0,0.28111113619662,0.0143773506793211,1.73472347597681e-18,0,0,0.0677385959715409,0.0653964792619899,0,0,0,0.130781357405425,0,0,0,0,0,0.0437173257519647,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550263618790749,0,0,0,0,0,-0.00561686139805677,0,0,0,-0.00870398850393746,0,0,0.0169155721269091
X601229.CH.EQUITY,0,0.177241137826689,0,0,0,0,0.414653045673473,0,0,0,0,0.277637387244787,0,0,0,0,0,0,0.079817447745841,0,0,0,0,0,0,0,0.280721351524373,0,0,0,-0.248583130874968,0,0.178635708027686,0,-0.0814974504339228,0,0,0,-0.233612024989331,0,0,0,0,0,0,0,0,0,0,0,0,0.00581084753286555,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0900489141738522,0.110677335654482,0.146722766423006,0.327866526189441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780977262119514,0,-0.0761812935751093,0.26429582053147,0,0,0,0,0,0,0,0,0,0.0081375455609667,0.0463528449073686,0
X601328.CH.EQUITY,0,0,0.489035949090988,0.1050026177757,0,0,0,0,0,0,0.0384335000150564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326334934581746,0,0,0.0229725687224674,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.088331435615448,0.100057263575835,0,0,0,0,0,0.102314263250125,0,0,0,0,0
