,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.0618915773366322,0.153334930379088,0.295148582388265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112914177218198,0,0,0,0,0,0,0,0,0,0,0,0.0114379159823981,0,0,0,0.129897021621133,0,0,0,0,0,0,0,0,0.0390999294134513,0.0133177457545049,0,0,0,0,0
X002142.CH.EQUITY,0.342279181148586,0,0,0,0,0,0,0,0.132693903641632,0,0,0,0,0,0,0,-0.0143276242971783,0,0,0,0,0,0,0.239745797428474,0,0,0,0,0,0,0,0,0,0.128904245678792,0,0,0,0,0,0,0,0,0.168346014825943,0,0,0,0,0,0,0,0,0.0330755937979652
X600000.CH.EQUITY,0,0.00866110335769792,0,0,0,0.183727883460805,0.040937359949853,0,0.0126182745845654,0,0.136139264804158,0,0,0,0.00934717853305625,0,0,0,0,0,0.106550230940786,0,0,0,0,0,0,0,0,0.0444538285838022,0,0.168067418218416,0,0,0.103916863344293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.600035962916421,0,0,0.0434849339810193,0.235746767548167,0.0248195377395595,0,0,0,0,0,0,0.0267631038473346,0,0,0.00643636066736243,0,0,-1.73472347597681e-18,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780806301592901,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0709636791008777,0,0,0.170524020392726,0,0.0372783258027406,0.00896329473255161,0.315663160577122,0,0,0,0.0253825788121178,0.166803405821736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273297924292567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.35249438440575,0,0.290792154790866,0,0,0,0.10068170494865,0,0,0,0,0,0,0,0,0,0,-0.0546057476812408,0,0,0,-0.0347244287366002,0,0,0,0,0,0,0.0966641846173867,0.100415421917069,0,0,0.00587347015339842,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0365141605361123,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.191616431658145,0.123159636978351,0,0,0.0522958553704269,0.105796309486887,0,0,0,0,0,0,0,0.0833026646049062,0.188997535962488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978138624178538,0,0,0,0,0,0,0.0132984908183586,0,0,-0.0131194873684007,0,0,0,0,0,0,0,0,0,0.0476772745115584,0,0
X601169.CH.EQUITY,0,0,0,0.0771774591493113,0.0129629352466228,0.130897870499245,0,0,0,0,0,0,0,0,0.1953069799374,0,0,0,0,0,0.252395082576201,0,0.0790206939373644,0,0,0,0,0,0.0629719651422813,0,0,0.0336888064559869,0,0.0222505495905132,0.0168837746918513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.00349750912414589,0,0,0,0,0,0,0.136188315774148,0.0286128716778574,0.179173687792159,0,0,0,0,0,0,0,0,0,0,0,0.384856930054537,-0.0305223251085251,0.182007742988657,0,0,0,0,0.0420752670736223,0,0,0,0,0,0.1165320617084,0,0,0.00323439931030889,0,0,0,1.73472347597681e-18,-0.0577327255112585,0,0,0,0,0,0
X601288.CH.EQUITY,0.0554582604120765,0,0,0,0,0,0,0,0,0,0.227794995086358,0.391987036940065,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-0.0267146438407454,0,0,0,0,0,0,0,0,0.114868172475792,0,0,0,0,0,0,0.0527994953730995,0,0.0889094922209916,0,0,0,0.0451325955811328,0,0,0,0,-0.0193927870419757,0
X601328.CH.EQUITY,0,0,0.111538488312838,0,0,0.0982744843138779,0,0.251791375950535,0.192550894464044,0,0,0,0,0,0,0.179332197890414,0.00519511388997356,0,0,0,0,0,0,0,0,0,0,0,0,0.0457754000002858,0,0,0,0,0,0,0,0.0555662282740087,0.0260235567975009,0,0,0,0,0,0,0,0,0,0,0,0,0
