,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.198752804294235,0.0202450992012229,1.38777878078145e-17,0,0.270911156302905,0,0,0,0.031440673796124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256944467603635,0,0.136601030272984,0,0,0,0,0,0,0,0.28469143225392,0,0,0,0.0824976448632605,0,0,0,0,0,0,0,0,-0.0137806394612191
X002142.CH.EQUITY,0.30003826357116,0,0,0.248455651967636,0,0.234595888469214,0,0.0646505060248229,0,0,0,0,0,0,0,0,0,0.0842760409010056,0,0,0,0.0420451560649183,0.0882159448653416,0,0,0,0,-0.247421183550005,0,0.161422775684068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14372548807008,0,0,0,0,0,0.0143813367629816,0.0433587836314824,0
X600000.CH.EQUITY,0,0,0,0.158169694650247,0,0,0,0.278439065772872,0,0.0275041959347791,0.0498173227335045,0,0,0,0,0,0,0,0,0,0,0,0,0.214255835461326,0,0,0,0.0304529726366343,0,0,0,0,-0.0399535837312908,0,0,0,0,0,0,0,0,0,0,0,0.162844242872293,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.322168731616919,0.00768507869016235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294567659896389,0.114486093141443,0,0,0,0,0,0,0,0,0,0,0,0,0.158698875545295,0.238343596509346,0,0,0,0,0,0,0,0,0,0,0.0514761254656902,0
X600016.CH.EQUITY,-0.107939497718334,0,0,0,0,0,0.152230005623933,0,-0.187520761401988,0.0721402756404009,0,0,0.0777287997292137,0,0.105358178226512,0,0,0.290258209656141,0,0,0,0,0,0,0,0,0,0,0,0,-0.383759652789835,0,0,0,0,0,0,0.371327514720009,0,0,0,0,0.00503357727840197,0,-0.0332623613102406,0,0,0,0,0,0,0,-0.240096362404237
X600036.CH.EQUITY,0.317175739279514,0.145022789824987,0,0.166919955799252,0,0,0,0,0,0,0,0,0.159238179477593,0,0,0,0,0,0,0,0,0.0367512551698199,0.0154502570559034,0.150708502124345,0.0479859683632178,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572732775202574,0,0,0,0,0,0.0241291195247576,0,0,0,0.0658274163638226,0,0,0,0
X600919.CH.EQUITY,0,0,0.0786582032517585,0,0,0.145101271194922,0,0.0939066096943836,0,0,0.00605276096104928,0,0,0,0,0.326656585353524,0,0.118841283914975,0.00113394838433877,0,0,0,0,0,0,0,0,0,0,0,-0.101821970319618,0,-0.0488027585673153,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138859740700504,-0.024955839915301,0,0,0,0,0,0
X600926.CH.EQUITY,0.31102011414958,0.345967019810213,0,0,0,0,0,0,0,0.0324967012113946,0,0,0,0,0,0,0,0.160936154210001,0,0,0.0440829837181134,0,0,0,0,0,0,0,0,-0.0691294031536973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227097759226379,0,0,0,0,0,0,0.0514304970721463
X601009.CH.EQUITY,0,0,0.0317828645856726,0.0639570738155614,-0.24295493989862,0,0,0.0279100047229741,0,0,0,0,0,0,0,0.291284577186279,0,0,0,0,0,0,0,0,0,0,-0.155187826434421,0,0.125625857463888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427187546615211,0,0,0,0.131100768990353,-0.37786376060097,-0.628933370462326
X601166.CH.EQUITY,0.514074113384267,0,0,0,0,0,0,0.220188328420587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180113632147285,0,0,0,0,0,0,0,0,0.00331448199072978,0.0320933513149266,0,0,0,0.0836254383878248,0,0,0,0,0,0.125809251213184,0,0,0.307854667206702,-0.0729531075402297,0.0240204231504413,0
