,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0.00867685690876132,0.265562094396914,0,0,0,0.0672914840623516,0.123291128015889,0,0,0,0,0.0209798791610286,0,0,0,0,0,0.128688923647959,0,0,0,0,0,0,0,0,0,0,0,0,0.0557511987567204,0,0,0,0,0.0450726595690741,0,-4.33680868994202e-19,0.0890894668596058,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.130209011102105,0,0.0753158130502985,0,0.391971964857088,0,0,0,0,0,0,0,0.314669984619739,0,0,0,0,0,0,0,0.00604584448482292,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.051199972831242,0,0,0,0.165281949161253,0,0,0.0242726040050744,0,0,0,0,-0.031051845992039,0.00256161476272137,0.0631283117857699,0.0319132961794541
X600000.CH.EQUITY,0,0,0,0.0452030242029354,0,0.115869245329313,0.134305073494015,0,0,0,0,0.515290317617369,0,0.00906096365156676,0.0514717842556364,0,0,0,0,0.126235660159373,0,0,0,0.0592174982344434,0,0,0,-0.0443722639888817,0,0,0,0,0,0,0,0,0.0699634696234647,0,-0.00559943641078941,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.114945323096173
X600015.CH.EQUITY,0,0,0.265698511422315,0,0,0,0.0271121131375809,0,0,0,0.165655640919319,0.125577873056614,0,0.0368850550475523,0,0,0,0,0.0619399330495253,0,0,0,0,0.194897018343169,0,0.0566099525387364,0,0,0,0,0,0.113169948258857,0,0,0,0,0,0,0,0,0.23988765082895,0,0,0,0.0293701307778209,0,-0.104514715186273,0,0,-0.195442776024091,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422789877247851,0,0,0,0,0,0,0.361867006432691,0,0,0,0,0.00139033467980631,0,0,0,0,0,0.111400423766075,0.0468069634886435,0,0,0,0,0.045457976120411,0,0.0255013263775015,0.0887782365864903,0,0,0,0,0.0273950990987765,0,0.0567427046324337,0,0,0.132228904952117
X600036.CH.EQUITY,0.716323028374243,0.00604343760102496,0,0,0,0,0,0,0,0,0,0,0,0,-0.099381554769685,0,0.126203491018678,0,0,0,0,0.180224683310401,0,0,0,0.0311788673779912,0,0,0,0,0,0,0,0.0287450004223679,0,0,0,0,0,0,-0.142270571845718,0,0,0,0,0,0,0,0,0.0549863696833574,0.135798641382398,0.015533973521215,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.557396033378051,0,0,0,0,0,0,0,0,0,0.0593126935540719,0,0.0502431256403876,0,0,0,0,0,0,0,0,0,0,0,0,0.0296506606569315,0,0,0.183394504908456,0,0,0,0,-0.073036668759697,0,0,0,0,0,0,0,0,0,-0.0386310573493975,-0.0833496069757441,0
X600926.CH.EQUITY,0,0.251060467705949,0,0,0,0,0.468046577527612,0,0,0,0,0,0,0.051129723505029,0.0286558776294326,0,0,0.135044902479031,0,0,0.0126235944984117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707247991197781,0,0,0,0.0266998632882339,0.0618052465348949,0
X601009.CH.EQUITY,0.146806307191542,0,0,0,-0.277190511149355,0,0,0.0894590716440322,0,0,0,0,0.152455757071578,0,0,0,0,0,0.00949856407043227,0,0,0,0,0.308551239981628,0,0,0,0,0.0909997223180169,0,0.0723395884709665,0,0,0,0,0,0,0,0,0.240018624757037,0.223929053747038,0,0,0,0,0,-0.225884255979993,0,0,0,-0.248214137879632,0,0
X601166.CH.EQUITY,0,0.148176995903934,0,0,0,0.259336090199865,0,0,0,0,0,0,0.014521663625031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764882648079253,0,0,0,0,0.0654215621953157,0,0,0,0,0,0.182371056057537,0.20333816437759,0,0.0533443962264739,0,0,0,0,0,0,0,0
