,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.339143937593729,0.0288622251816329,0,0,0,0,0,-0.111641341561248,0,0,0,0,0,0,0,0,0,0.0447826088728124,0,0,0,0,0.0841788440001945,0,0,0,0,0,0,0,0,0,0,0,-0.152193917715246,0,0.0476763584550664,0,0.254391260721507,0,0.0227420480308799,0,0,0,0.00195137890203939,0.17738550900414,0.0261757858029157,0
X002142.CH.EQUITY,0.169996345142651,0,0,0,0,0.159113863152801,0,0.095048104417494,0,0,0,0,0,0,0,0.0520773941120912,0,0,0,0,0.06349105191164,0,0.266770938105856,0,0,0,0,0.0203080654480612,0,0,0.118857247524646,0,0,0,0,0,0,-0.0588213453674031,0.0662606927460105,-0.0131450394730466,0,0,0.173017412800532,0,0,0,0,0,-0.0505201056531914,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0941802853033564,0,0,0,0,-0.038255339701449,0,0,-0.0974912754164089,0,0,0.741331262085926,0.0328985273857396,0,0,0,0,-0.000542812333943211,0,0,0,0.0458214505403983,0,0,-0.162031751957738,-0.0132712077278456,0,-0.0177951890276291,0,0,0,0.0280868199178159,0,0,0,0,0.0362015834445146,0,0,0.121956300590824,0.0799487196488975,0,0,0,0,0,0,0.100210497583463
X600015.CH.EQUITY,0,0.076361220285482,0,0,0,0,0,0.0700433647869124,0,0,0,0.615586916778954,0,0,0,0,0.229324935737071,0.00964609376330297,0.0796843935744452,0,0,0.0683212287829585,0.00802200056740169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527838680674941,0,0,0,0,-0.278746429483442,0,0,0,0,0,0.0961528319224957,-0.120849213205962,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.285696081093886,0.27921424877441,0,0,0.130722026163305,0,0,0,0,0.051883620373046,0.0184118422389377,0,0,0.174733863846621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0635866851114241,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.50315341229325,0,0,0,0,0,0,0.236155315043276,0,0,0,0,0,0,0.112472196965754,0,0,0,0,0,0,0,0.096810523026862,0.0167984815745725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019389336423966,0,0,0,0,0
X600919.CH.EQUITY,0.226463477816667,0,0,0,0,0,0,0.02158964281493,0,0,0.0113927439863792,0,0,0,0,0.0107119364578007,0,0.0919642708175135,0.0432612080179936,0,0,0,0,0,0,0.23192763684072,0,0,0,0,0,0,0.0391977989622729,0.109285780179567,0,0,-0.0795884448192997,0.264395083909491,0,0,0,0,0,0.110701473065742,0,0,0,0,0,0.28385933739823,-0.0543667778747733,0,0
X600926.CH.EQUITY,0.00654027547253549,0.102898684903766,0,0,0,0,0.382038531532254,0,0.140388588240413,0,0,0,0,0,0.210668715222715,0.0320642999905627,0,0.112682590565041,0,0,0,0,0,0,0,0,0,0.0427461525641548,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506052594243726,0,0,0,0,0,-0.0121807782704525,0,-0.182586024546331,0.0803916184375317,0,0,0
X601009.CH.EQUITY,0,0,0,0.0651838221200907,0,0.0022095269679903,0,0,0,0.0325160794325516,0,0.032055910387841,0,0,0,0,0,0.268924491117373,0,0,0.188483186728845,0.0272007105077889,0.00148766951454746,0,0,0,0,0,0,0,0,0.0965029701679634,0,0,0,0,0.146426455572992,0,0,0,0,0.2200306658238,0,0,0,0,0,0.0103929131350596,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0288859455142564,0,0,0.164660247223439,0,0,0,0,0,0.0370941443606774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163636409320916,0.0540694175401927,0.129910456062005,0,0,0,0,0,0.146652206292601,0,0.0513636247367195,0.0754439062107826,0,0.00771814945755823,0,0,0,0,0,0
