,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X600606.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.174347279627751,0.143265115523724,0,0.00310235356962581,0.0999341902577173,0,0,0,0,0,0.092986099736732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153240464522958,0,-6.93889390390723e-18,0.145774137704876,0,0,0.043993190453039,0,0.0275683068785964,0,0,0,0,0,0.012598143568483,0,-0.00330508803169224,0,0.070153273536559,0,0,0
X002142.CH.EQUITY,0.262604330518696,0,0,0.152385874052841,0.524227796364284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.351722695367473,0,0,0.192307866380517,0,0,0.00561373179081208,0,0,0,0,0.16282228898603,0,0,0.252178573826542,0,8.67361737988404e-19,0,0,0,0,0,0.0734951540304829,0,0,0,0,0,-0.18415583650144,0,0,3.46944695195361e-18,-0.0351765299079894,0
X600000.CH.EQUITY,0,0,0,0,0.110165289429093,0,0,0,0,-2.16840434497101e-19,0,0,0.429056688987339,0,0,0,0,0,0,0,0,0,0,0,0,0.262431198589598,0,0,-0.00834579443546526,0,-0.0445785818135216,0,0,0,0,0,0,0,0,0.687010618285409,0,-0.129327541894903,0,0,0,0,-0.032531811446085,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.214055141447528,0,0,0,0.0571083388346726,0,0,0.0224591194479388,0.0989914431813045,0,0.0799683070824532,0,0,0,0,0,0.219802661392373,0,0,0.141597299659176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102870334660289,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.124475083807659,0.106654905031055,0,0,0,0,0,0,0,0,0,0.408357945046334,0,0,0,0,0.189130652500013,0.0245910713992872,0,0,0,0,0,0,0,0,0,0,0,-0.00634431549246182,0,0,0,0.00503516355043897,0,0,0,0,0,0,0,0,0,0,0.0125352825238847,0,0,0,0,0,0,0
X601166.CH.EQUITY,3.46944695195361e-18,0,0.0422836171238451,0.0675645147684967,0.117257740289683,0,0.430404275823157,0,0,0,0,0.117108324627318,0,0.20024451107884,0,0.0454565672583632,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00666693365228842,0,0,0,0.0239953044354956,0,0,0,0,0,0,0,0,0,0.0280777683191545,0,0,0,0,0,0,0,0.0306001354272181,0
X601169.CH.EQUITY,0,-0.0666375611089183,0,0,0,0,0,0,0,0.00684571491665328,0,0,0,0.782443039337808,0.075760639068,0,0,0,0,4.33680868994202e-19,0.046896860694906,0,0.0441484893256148,0,0,-0.0332206151962684,0,0,0,0,0,0,0,0,0,0,0.0216115260648541,0,0.0707471489578688,0,0,0,0,0,0,0,0,0,0,0,-0.00580555905518696,0.0455142870965116,-0.0282879657275294
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.753861104993337,0,0,0,0,0,0,0,0.523042275156237,0,0,0,0,0,0,0.00966844149787749,0,0,0.166793497992288,0,0,0,0,0,0,0,0,-0.0684828868706088,0,0,0,0,-0.278738391689246,0,0,0,0,-0.112585445019864,0,0,0.0689673731120875,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0626849421910525,0,0.950068846203842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00191534881548642,0,0,0.0310241060322051,0,0,0,0,0,0,-0.0697331618065545,0,-0.0936778245445604,0,0,0,0,0,0,0,0,-0.0500715709702277,0,-0.0162722554228537
X601328.CH.EQUITY,0,0,0.0289936805798046,0.373208994882422,0.113317874672248,0,0,0.24520711058001,0.0462858904166383,0,0,0,0,0.020489153811424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.334771734100279,0,0,0,0,0,0,0.0901145048642346,0,0,0,2.77555756156289e-17,0,0.466765871549802,0,0,0,0,0,0,0,-0.238317008618578,0,0,-0.0838435343266286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190083917103842,-2.71050543121376e-20,0,0,0,0,0,0.36811326113353,0,0,0,0
X601818.CH.EQUITY,0,0,0.0894536428976796,0,0,0,0,0,0.25180973313154,0.00525761434554946,0,0,0,0.064968700017704,0,0,0,0,0,0.137283594911061,0,0,0,0,0,0,0,0,0,0.0425567352898268,0,0.0145760714158549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306405933178484,0,0,0,0,0
X601939.CH.EQUITY,0.0584018864210593,0.00997705654067056,0.0829079130476735,0.00323222123840708,0,0,0,0,0.804172775719626,0,0,0,0,0,0,0,0,0.0104615979663372,0,0,0,0,0,0,0,0,0,0,0,0,0.00205497008423361,0.0684936940608085,0.0184505768351818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.00841327865889804,0,1.05317675048915,0,0.119464238396707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11146300136619,0,0,0,0,0,0,0,0,0,0,0,-0.0519649909292927,0,0.0253252704731939,0,-0.0506973522173927,0,-0.0582965956511016,0,0,0,-0.0527207649355158,0,0,0,0,0.0279075322115622,0,0.0986429859127938
X601998.CH.EQUITY,0.0478724265160313,-0.0367571832655435,0.00815367557503936,0,0,0,0.535077719081381,0.032387258556474,0,0,0.254851014212496,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.135042315542782,0,0,0,0,0,0,0,0,0,-0.0280385048069087,0,0.0863864950309517,0,0,0,0,0,0,0.000437477591645211,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0890491741173483,0,0
X601658.CH.Equity,0,0,0.0217371367861841,0,0,0,0,0,0.169339399554963,0,0,0,0.101170470333157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232487518897193,0,0,0,0,0,0,0,0.088755139077699,0,-0.0448797793347465,-0.128767670158681,0.256655537275684,0,0,0,0,0,0,0.0787929222316418,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0372998259154684,0,0,0,0,0,0,0.204023326805749,0.369811884323939,0,0,0,0,0,0.0926518234081743,0,0,0,0,0,-0.118160456676161,0,0,0,0,0,0.0195718765399749,0,0,0,0,0,0,0,0.129513034558745,0.0726595404766907,0,0,0,0,0.126513924147397,0.0130013182366077,0
