,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.257844480263004,0,0.247920955375639,0,0,0,0,0,0,0,0,0.284041756061884,0,0,0,0.055581420954513,0,0,0,0,-0.138451519892631,0,0,0,0,-0.0622354333156431,0,0,0,0,0,0,0,0,0,0.0061156299688991,0,0,0.0721043131152565,0,0,0,0,0,0,0,0.0711739519305337,0,0,0
X601318.CH.EQUITY,0,0,-0.0560587413594644,0,0,0.0632172549383949,0,0,0.220609801983288,0,0,0,0.129842328114613,0,0,0,0,0.21002540932019,0,0,0,0,0,-0.01568784328745,0,0,-0.0964180692519086,0,0,0,-0.145330804182975,0,0,0,0,0.215669471624238,0,0,0,0.135490890786735,-0.239815280058416,0,0.285678475925791,0,0,0.244032593853601,0,0,0,0,0
X601939.CH.EQUITY,0.61052409204101,0,0,0,0.0243423689553562,0,0,0,0,0,0.137183665179121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350924426749977,0.00598549864047009,0,0,0,0,0.043477026758925,0,0,0.259052996333414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.321978734935237,0,0,0,0,0.405313973794804,0,0,0,0,0.07490273524364,0,0,0,0,0,0.128923297865902,0.0450674274157233,0,-0.0701551404140021,0,0,0,0,0,-0.0147776095483516,-0.00605037203884468,0,0,0,0,0,0,0,0,-0.083220458952456,0,0,0,0,0.169830378371915,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.262907709199124,-0.0228543521306986,0,0.030662655994692,0,0.032401700861713,0,-0.252628165366722,0,0,0,0.24598154116751,0.00543994239541983,0,0,0,0,0,0,0,0.517345872142769,0.0571668490747528,0,0,0,0,0,0,0,0,0.12623493641246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122198068426957,-0.0082976133967549,0,0
X601988.CH.EQUITY,0.163371842657993,0.144712631730191,0.231014808636176,0,0,0,0,0,0.110556231568771,0,0,0.0748859347853138,0,-0.12560559126238,0,0,0,0,0,0,0.0322940420079431,0,0,0,0,0,0,0,0,0,0,0,0,0.150310671915019,0,0,0.141607023941494,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.179895939770075,0,0,0.0257254682103755,0,0.088012555668398,0,0.393055076763879,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0697028300899677,0,0,0.077412048070989,0,0,0,0.0623249771305907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449638522708357,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0462560716494623,0,0,0,0,0,0.242721781049124,0,0,0,0.0929796215993211,0,0,0,0,0.330364524584233,0,0.180082405386996,-0.0411329099416698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.267656765452428,0.143444994856035,0,0,0,0,0,0.116469050736655,0,0,0,0,0,0,0,0,0,0,0,0,-0.251762826672435,0.0602445281688428,0.0710314739676055,0,0,0.0127920554782781,0,0.033116912377475,0,0,0,0.148105811931954,0.108843545996397,0,0,0,-0.0608232601240836,0,0,0,0,0,0,0,0,0,0.0649292752026608,0,0,0,0.111795209165162
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.062085484906895,-0.385728969847218,0,0,0,-0.0764646811389525,0,0,0,0,0,0,0.770415511435755,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.616636381510473,0.201876908718928,0,0,0.19623218710692,0,0,0.189063948527387,-0.0535875311509364,0,-0.0573481486966272,0.0148933132513244
