,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.216338275287381,0,0.0250572544321506,0.00822683532306335,0,0.382403154081139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252142819645777,0,0.0427421626962786,0,0,0,0,0,0.0829187160394753,0.0566486632438914,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986614551466905,0,0
X601318.CH.EQUITY,0,0,0.0991933096616083,0,0,0,0,0,0.262920410683521,0,0,0,0,0.273431433605539,0.172532642274491,0,0,0,0,0.0299480425534257,0,0.0456122251897479,0,0,0,0,0,0,0.126129623582613,0,0.0675187965749508,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099985039015301,0,0.0444723763261448,0.0891208051682585,0,0,0
X601939.CH.EQUITY,0.330998431712379,0.0402764109243419,0,0,0,0,0,0.266438910740658,0.274963001175313,0,0,0,0,0,0,0.205013554741045,0,0.007464986309863,0,0,0,0,0,0,0,0,0.141346977901201,0,0.221822403285305,-0.0402304827489716,0,0,0,0.0783059566519413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.181505923616123,0,0,0.0599821889236528,-0.114781144913001,0,-0.0733935276316764,0.12100610978199,0,0,0.131252314694238,0,0,0,0.157050474753485,0,0,0,0,0,0,0.414008051667053,0,0.0315886978059686,0,0,0,0,0,0,0,0,0,0,0,-0.0562788214479954,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.125333246906927,0,0,0,0,0.509208775925644,0,-0.0526252865271051,0,0.0269416835282786,0,0,0,0,0,0,0,0,0,0,0.134796341184062,0,0,0,0,0,0.134226935422885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263412100777497,0
X1299.HK.EQUITY,0,0,0,0,-0.0697426982772393,0,0,0,0,0.17006132119544,0,-0.0822948241556345,-0.0860733396120595,0,0,0,0,0,0,0,0.0110425762778585,0,0.186225882164446,0,0,0,0,0,0,0,0,0,0,0.130858245898362,0.0499063722009174,0,0,0,0.22543678780397,0,0,3.46944695195361e-18,0.218495151585964,0.00190683917151972,0,0.10573779703726,0,0,0.181658039335706,0,0
X601628.CH.EQUITY,0.0646485279795389,0,0,0,0,0,0,0,0,0,0,0,-0.0249073762752707,0,0,-0.0915668346986624,0.165624940378133,0,0,0,-0.00381550306005917,0,0,-0.126482572036829,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219890746345217,0.474730320990742,0,0,0,0,0,1.73472347597681e-18,0,0,1.73472347597681e-18,0,0,0,0
X601988.CH.EQUITY,0.107607487202191,0,0,0,0.407655011338611,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.382457015732041,0.154437084483447,0,0,0,0,0,0,0,0,0.0146372387010763,0,0,0,-0.00470212094529641,0,-0.0629527557384105,0,0,0,0,0,0,0,0,0,0,-0.0558353788063758,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0871195566312488,0,0,0,0,0,0,0,0.142092945729934,0,0,0,0,0,0,0,0,0,0,0,0.137571049569464,0,0.0920043987726199,0,0,0,0,0.0165603114286861,0,0,0,0.120180440939564,0,0,0,0,0,0,0.34224748170093,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.197944631137967,0.0337621202919815,0,-0.0706405875928038,0,-0.038258138299675,0,0,0,0,0,0,0,0,0,0,0,0,0.169165074364547,0,0,0,0,0,0,0,0,0,0,0,-0.26128481565195,0,0,0,0,0,0.199786561810353,0,0,0,0.358254700530236,0,1.38777878078145e-17,0,0,0.272120885526053,0,0
