,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.564250567224355,0,0.0412330141745329,0,0,0.0442711434153763,0,0,0,0,0.0915472578812024,0,0,0,0,0,0,0.136977315705991,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0213749114696316,0,0,0,0,0.0942313947985636,0,0.0562408536350518,0,-0.0483738976410352,-0.0220337929897031,-0.0129467095817231,0,0.0151359586137574,0.0125733366785363
X601318.CH.EQUITY,0,0,0,0.198415244889759,0,0,0,0,0.0744164030957138,0,0,0,0,0,0,0,0,0,0,0.190765252292796,0,0,0,0,0,0.0264271093787331,0,0,0.0993256480831144,0,0,0,0,0.0646155579560795,0,0,0,0,0,0,0.183401793868378,0.0196519623502606,0,4.33680868994202e-19,0,0,0,0.0898196213165226,0,0
X601939.CH.EQUITY,0.119278908030043,0,0,0.38958476796842,0,0.182442643545619,0,0,0,0,0,0,0,0,0,0,0,0.0160380058012907,0,0,0.0112297914648412,0,0,0,0,0,0,0,0.109302058366904,0,0,0,0,0.104813005018615,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0434834249365337
X601288.CH.EQUITY,0.0133600694764931,0,0.28885001961346,0,0,0,0,0,0,0.211312675792004,0,0,0,0,0,0,0,0,0,0.0500761790171187,0,0,0,0,0.0131431531066212,0.224661425138902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720421849718287,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0138042255554886,0.584915532185498,0,0,0,0,0,0,0,0,-0.212129749506336,0.228427550115885,0.251267875638102,0,-0.0159279461493755,0,0,0,0,0,0,-0.171119066927713,0,0,0.134828940571352,0,0,0,0.228998093985121,0,0,0,0,0,0,0,0,0,0.00129413215115507,0,-0.74131034788621,-0.105362496391444,0,0,0
X601988.CH.EQUITY,0.028495935957578,0,0.229194936583439,0,0.0560959136444794,0,0,0,0.0945409144878172,0,0,0,0.0724912562743136,0.143105362666151,0,0,0,0,0,0.121176873131525,0,0,0.38061177943497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377305322413133,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431452242007254,0,0,0,0.261093858379526,0,0,0,0.172410380681641,0,0,0,0.0743898388359406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00994813104857939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789035571774402,0,0,0.00546887834296026,0.068509115700784,0,0,0,0,0,0,0,0,0,0,0,0,0.0148507092333184,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.212571278900893,0,0,0,0,0,0.0309698243904473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574808091681524,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.398404380888309,0,0,0.230527686881264,0,0.00121403661218806,0.0277536992582405,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.111992543585,0,0,0,0,0.150364165700507,0,0,0,0,0,0.189849836983466,0,0,0,0,0,0,0,0.267048893618956,0,0,0,0,0,0,0.0409466142762995,0,0,0.000209859965548867,0,0,0,0,-4.33680868994202e-19,0,0,0.0397174570263488,0.206491148152803,0.0223309141888993,0,0,0,0,0,0,0.0119105611300179,0
