,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.00293785251808307,0,0.260279903176357,0,0,0,0,0,-0.159163020930371,0,0,0,0,0,0,0,0,0,0,0.465894995190887,0,0.467005430160319,0,0,0.156783977739603,0,0,0,0,0,-0.14616020553631,0,0,-0.247780372097096,0,0,-0.906964957638439,0,0,0,0.0434013321695395,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.504013368557307,3.46944695195361e-18,0,0,0,0.0324501137936348,0,0,0.0711549598837066,0,0,1.35525271560688e-20,0,0,0,0.00299357530645441,0,-0.125969340478084,0,0,0.0834380066728179,0,0,-0.0220512052076111,-0.0307760851057782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120122412531263,0,0.0261097878494297,0.291154263302867,0.0902254301126158,0,0.215991666136445
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0
X601288.CH.EQUITY,0,0.394187273433633,0,0,0.226095217013074,0,0.0561323231383481,0,0,0,0,0.20427233711706,0,0,0,-0.0553418200988268,0,0,0,0,0,0,0.211708206065124,0,0,0,0,0,0,0,0,-0.00953781504718098,0,0,0,0,0,0,0,0,0,0,0,-0.0537515677843118,0,0,-0.0918046793016431,0,0,0,0
X601988.CH.EQUITY,0,0.277294079887344,-6.93889390390723e-18,0.147030387622853,0,0,0,0,0,0.0587992871258845,0,0,0,0,0,0,0.110626739323577,0,0.14632959222135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527073751678981,0,0,0,0.161630500622567,0,0,0,0,0,0,0.35421047030248
X600036.CH.EQUITY,0,0.0717082281505172,0,0,0,0,0.0810281217376196,0.0388623878713937,0,0,0,0,0.105488248333224,0,0,0,0,0,0,0.001042337169348,0.14183984043819,0,0,0,0,0.016121589238454,0,0,0,0,0,0,0,0.425207409594865,0,0,0.00600149830087258,0,0,0,0,0,0,0,0.0915824167897257,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.192136549095313,0,0,0,0.131418450788982,0,0,0,0.268104335915195,0,1.38777878078145e-17,0,-0.0971765751663067,0,0.0308994743839361,0,0.152279091943204,0,0,0.0340879317857351,0,0,0,0,0,0.00811683166938174,0.0181150789469537,0,0,3.46944695195361e-18,0,0,0,0.315308751011329,0,0.02340027518235,0,0,0,0.0813407858942758
X601628.CH.EQUITY,0,0,0,0,0,0.365042925088088,0,0,0,0,-0.161717714715264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136949017492415,0,0.063026296260074,0.164257729635777,0,0.0838551818984251,0,0,-0.0859305321026468,0,0.0946937131401552,0,0,0,0.0509027483323722,0,0.0150405528945014
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032310926549605,0,0,0.00809280743681395,0,0,0.0355038009315364,0.87163244747036,-0.620141350131218,0,0,0.644172595806729,0.120861466772668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122318205311732,0
X601658.CH.Equity,0,0,0,0.0554745305960555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268287632548951,0.191353157032758,-0.193214928192442,0,-0.0736665928083775,0.0294838369341919,0,0,0,-0.170509950790509,0,0,0,0,0,0,0,0,0,0,0,0,0.0136466996628127,0.534637687322205,0,0,0,0,0,-0.0482386665103495,0,0,0,0
