,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0,0.134876549081651,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.124511564504132,0,0.0480952824154525,0.467892735989807,0,0.362768073925171,0,0,-0.204207840199895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331148614076677,0,0,0,0,0,0,-0.0808330105020849
X601318.CH.EQUITY,0,0,0,0,0,0.215339650075674,0,0,0,-0.0181838009613891,0,0,0,0,0,0,0.0345634551796193,0,0,0.0944036739837843,0.0577969087768594,0,0,0,0,0,0,0.186213882577999,0,0,0.102670042349362,0,0,0,0,0.126258822693756,0.0961084004225863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026432861040788
X601939.CH.EQUITY,0,0.0427078992505865,0,0.787113358128808,0.0106629170651837,0,0,0,0,0.0394861354949182,0.0594809637184554,0,0.00866238884161551,-0.0579599526362181,0,0,0.0796764406272637,0,0,0,0,0.00272075575696736,0,0,0.0392410293548281,0,0,0,0,0,0,0,0,0,0,0,0.0883694336573135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.860535773432698,0,0,0,0,-0.0877579224902271,0,0.000904381861349166,0,0,0,0,0,0.031768902052368,0,0,0.106340458183109,0,0,0,0,0.14629863608355,0.0634690529487737,0,0,0,0,0.0202545003249939,0,0,0,0,0,0,0,0,0,-0.124311000474114,-0.147556652659949,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0276586838510645,0.311183227380699,0,0.262044210297872,0,0,0,0,0,0,0,0.464480091381455,0,0,0,0,-0.069877862126658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130845525318653,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.125252683302531,0.211412006611054,0,0,0,0,0.0649651320273856,-0.0176114390832877,0,0,0,0,0,0,0,0.166789118027003,0,0.0305453481595334,0,0,0,0,0.0237946533658719,0,0,0.0395451823852943,0,0.177909462602616,0.126193422172795,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0321651475159123,0,0,0.0312379579099143,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685101187989463,0,0,0,0,-0.0538855646797874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716460831741576,0,0,0,0,0.00240470353063682,0,0,0,0,-0.0224776785936521,0,0,0,0,0,0,0,0,0,0,0,-0.133089098524436,0,0.998247607406276,0,0
X1299.HK.EQUITY,0,0,0,0,0.0549120342963418,0,0,0,0,0.155520555509209,0,0,0,0,0,0,0,0,0,0,0,0,0.289467933404135,0,0,0,0.0305845602295301,0,0,0,0,0,0.138173900409312,0,0,0,0,0.0592433806093997,0.116030269634563,0,0,0.0673895975627603,0,0.0387684561129418,0,0,0,0,0,0.136699276765361,0.0446900322192015
X5.HK.EQUITY,0,0,0,0,-0.0443181665632878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403284164232334,0,0,0,0,0,0,0,0,-0.274444843045019,0,0,0,0,0,0,0,0,0.100124774574002,0,0,0,0,-0.0978635647282173,0
X388.HK.EQUITY,0,0,0,0,0.218956709455782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130169530734402,0,0.256501324870952,0,0,0,-0.00864722252481886,0,0.112973255782392,0,0,0,0.132264129002058,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.178658072648531,0,0,0.281654806464897
