,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.145885384691223,0,0.0819443463178631,0,0,0,0,0,0,0.3599162455521,0.093964401423528,0,0,0,-0.131293850237318,0,0,0,0,0,0,0,0,0,0,0,0.0789030776978227,0,0,0,0.213300375808071,0,0,0,0,0,0,0,0,0,0,0.0829722227016049,1.73472347597681e-18,0,0.0571397245454066,0,0,0,0.0448287686621335
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.156262020095209,0.0975772096504323,0,0.0247804218301554,-0.168113928022933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176478012629079,0,0,0,0,0,-0.17911555635484,0,0.36311503305235,0.15946798426394,0.0518940510226626,0,0,0,0,0.172233729028211,0,0
X601939.CH.EQUITY,0.480876834589899,0,0,0,0,0.177277738129167,0,0,0,0,0,0,0,0.058768416531848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372927182773662,-0.118424889255059,0,0.0491246704606851,0,0,0,-0.0460977031081065,0,0,0,0
X601288.CH.EQUITY,0.547412982452918,0.0312267824585103,0.156304471338284,0,0.0649287600120053,0.149632130303102,0,0,0.0270826272421775,0,0,0,0,-0.156182747265593,0,0,0,0,0,0,0,-0.0436762848993415,0,0,0,0,0.00626629724668234,0,0,0,0,0,0,0.133665552386564,0,0,0,0,0.0270060819570645,0,0,0,0,0,0,0,0,0,0.257800790548945,0
X5.HK.EQUITY,0,-0.0721294538976613,0.132406582784784,0.0583627757927836,0,0.10499821648883,0,-0.149492611999396,0,0,0,0.285761960404878,0,0,0,0,0,0,0.681577364333075,0,0,0,0,0.0413853363404801,0,0,-0.146463572377296,0,0,0,0,0,0,0,0.00481475461644312,0,0,0,0,0.0342848849358168,0,0,0,0,0,0.0885509883677082,0,0,0,0
X601988.CH.EQUITY,0.196440183399097,0,0.0853943403589627,0.0214956843317193,0,0,0,0,0.0312470237509949,0.0771424749223112,0,0,-0.328858515950485,0,0,0,0,0,0,0,0.510494154202658,0.0688156758761648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115994948510349,0,0,0,0,0,0,0,0.0301364744314266
X600036.CH.EQUITY,0,0.097097029086776,0,0,0.0258637054119699,0,0,0.161533604366716,0,0,0,0,0,0.268437395541837,0,0.0716969018214253,0,0,0.046525266798393,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.165252120740875,-0.0232203103918485,0,0,0,0.161100714672075,0,0,0,0,0,0,0,0,0.0391074331746024,0,0,-2.16840434497101e-19
X1299.HK.EQUITY,0,0,0,0,0,-0.0162522491257012,0.0159287189335487,0,0,0.207192316980669,0,0,0,-0.150418246942554,0,0,0.312512802499786,0,0.25921653441176,0,0,0.0507557928941699,0,0,0,0,0.118888376485797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316309907571767,0,0.126216724954745,0,0,-0.0236821811614559,0
X601628.CH.EQUITY,0.30749477944517,0.289286058815372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594355721227294,0,0,0,1.73472347597681e-18,0,0,0,0,0.0474619482811928,-6.7762635780344e-21,0,0,0,-0.08233871481832,0,0.113920628738464,0,0,0,0,0,0,0,0,0,0,0,0.0703182017997481,0,-0.204104342971032,0,0.21689706383138
X601166.CH.EQUITY,0.000757352724260087,0,0,0,0,0,0.543937181733594,0,0,0,0,0,0,0,0,0.10181669792918,0,0,0,0.11802055265318,0,0,0.0404123726093434,0,0,0,0,0.0364756518414564,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.163514446034268,0,0,0,0,0,0
