,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.154069385650035,0,0,0,0,0,0,-0.0283266575277266,0,0,0,0,0,0,0,0,0,0,0,0,0.0342392075498351,0.297959681594839,0.360444955514802,0.218155592745622,-0.192160168342387,0,0,-0.044251321291995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502
X601939.CH.EQUITY,0,0,0,0.799789826805828,0,0,0,0,0,0,0.000998907008540654,0,-0.0394111251817792,0,0,0,0.0419137530591251,0.121119558239436,0.050343989784741,0,0,0,0,0,0,0,0,0,0.0361481063310688,0,0,0,0,0,0,0,0,0.0453880032739122,0,0,0,0,0,0,0,0,0.00491403741660039,0,0,0,0
X601288.CH.EQUITY,0,0,0.91802324617093,0,-0.0868566475013216,0,0,0,0,0,0,0,0,0,0,0.0177950817501284,0,0,0.118044334076934,0,0.0566412810987728,0,-0.0678707008090965,0,0,0,0,0,0.023600815729281,0,0,0,0.0406851024104052,0,0,0.00162431978744766,0,0,-0.0257300731902182,4.33680868994202e-19,0,0,-0.0916888355610231,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0106005160859226,0,0,0,0,0,0,0,0,0.310807896543387,0,0.215320371672688,0,0,0,0,0,0,0,0.0860925391558067,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.465622069961903,0,0,0,0,0,0,0,0,0.184855025827555,0,0,0,0.123897934159513
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0
X601988.CH.EQUITY,0,0,0,0.00710508233653909,-0.124095988544508,0.0733652529560243,0,0.0555565164913493,0,0,0,-0.0256298371859971,0,0,0,-0.00345945702137264,0,0,0,0,-0.034161680396709,0,-0.0172088845004309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102726631231459,0,0,0,0,0,0,1.05236982433252,0
X1299.HK.EQUITY,0,0,0,0,0.0701522397793361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350318788452881,0,0,0,0,0,0,0,0,0.254033106989634,0,0.0916736831221398,0,0,-8.67361737988404e-19,0,0,0,0,0.0470479418462895,0,0,0,0,0.0848700776226625,0,0,0,0.0765635297375635
X5.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0135388717318988,0,0,-0.337328369607908,0,0,0,0,0,0,0,0,0.53759868509094,0.13359628542598,0,0,0,0,0,0,0,0,0,0,0.0809904282207185,0,0,-0.123395913114718,0.0433772950224304,0.146463985157374,0,-0.146827726441972,0,0.0868146979319284,0,0
X388.HK.EQUITY,0,0,-0.189514504677003,0,0.155591230695874,0,0,0.113976642698367,0,0,0,0,0,0,0,0.0255186734933706,-6.93889390390723e-18,0,0,0,0,0,0.445435520662087,0,0,0,0.204910752789382,-0.0211634069499996,0,0.0141668284854804,0,0.050844322464857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191555789619962,0,0.252136084736973
X601658.CH.Equity,0,0.170937983396472,0.253395934681059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060165004890712,0,-0.118218977881242,0,-0.0504729897544379,0,0,0,0,0,0,0.0764777204630369,0,0,0,0,0,0,0,0,0,-0.119217362214302,0,0.75562715830364,0,0,0,-0.249328777366661,0,0,0,0,0
