,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.563653382866831,0.0480744714124075,0.0303049206835828,0,0.0664879744636751,0,0,-3.46944695195361e-18,0,0,0,0.0467465867016249,0,0,0,0.0178697599631241,0.0620549411532095,0,0,0,0,0,0.0686154867152619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0
X601939.CH.EQUITY,0.468130156399692,0,0,0.183435637152765,0,0.111245977497363,0,0,0,0.0171116890987625,0.134320509877666,0,0,0,0,0,0,0,0,0,0,0.000816741767182091,0,0,0,0,0.00119410509375318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446203800084806,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.436900455460026,0,-1.0842021724855e-19,0,0,0,0,0,0,0.176278057977064,0,0,0,0,0,0,0,0.12764307407399,0,0,0,0,0,0,0.0559507275492611,0.0424585863286042,0,0,0.0866236395558442,0.117993106780139,0,0,0,0,0,0,0,0,-0.0459775576195895,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.402810437937707,0,0.311165073994147,0,0,0,-0.28807791826762,0,0,0,0,0.549963511995722,-0.183612973538708,-0.116606876695433,0,0,0.0732528156977301,0,0,0,0.352612520852483,0,0,0,0.0756380644598754,-0.0696682414668354,-0.145431314193885,0,0,0,0,0.38041715691617,0,0,0,0,0,0,0,0,-0.529395913888932,-0.119794753849784,0,0,-0.0535382138707515
X601988.CH.EQUITY,0.0489140250793216,0,0.177323941650058,0,0.058583975877638,0,0,0,0.165382491146868,0,0,0,0.110512395109401,0.0638500697875387,0,0,0,0.110830352389881,0,0,0,0,0,0.398447475828979,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0990691965182931,0,0,0,0,0,0,0,1.38777878078145e-17,0.100223123297185,0,0.289715407506059,0,0,0,-0.0542904157526151,0.00585000516615101,0.0957637927456106,0,0,0,0,0,0.347998965399228,0,0,0,0,0.0363947875852775,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034120336015932,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0458806530706852,0,0,-0.0904053317803893,0,0,0,0.140261828160827,0,0,0,0,-0.0337516170191759,0,0,0.266479431879278,0,0,0.0509506397645636,0.0650843587477385,0,0,0,0,0.0249145935151751,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0263152885404937,0,0,0.24890554634774,0,0,0.138353334058971
X601628.CH.EQUITY,0,0.0134763147345452,0,0.00352936236989787,0,0,0,0,0,0,0,0.0291978540569589,0.19449948763073,0,0,0.022831613069774,0.0161939376841162,0,0,-0.0455147091276532,0,0,0,0,0,0,0.243939933084362,0,0,0,0,0,0,0.255143249333169,0,0,0,0,0,0,0,0.12976385466101,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.141859161925915,0,0,0,0,0.00961988713305337,0.00093872113196553,0,0,0,0,0.112400745508679,0,0,0,0,0,0,0.0326007006421312,0.101821444332387,0.0188483413780891,0,0.0219067559426317,0,0,0.0784612417805275,0,0,0,0,0.112539905740956,0,0,0,0,0,-0.0217952755543323,0,0.164899505570367,0.224811974164521,0,0,0,0,0,0,0,0,0
