,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.314617703847971,0.247610344840371,0,0.0105841028486076,0,-0.0958292694117529,0,0,0.148074526826382,0,0,-0.150949437498032,0,0,0,0,0.129735176591335,0,0,0.0608142922204114,0,0,0,0.107909669194094,0,0,-0.0981673185218971,0,0.1432932129342,0,0,0,0,0,0,-0.0149719989786147,0,0,0,0,0,0,0,0,0,-0.0949016770413814,0,-0.0198122250961847
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213590907858799,0.022671227738298,0.287996873701311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693938995935579,0,0,0,0,0,0,0,-0.279665373358622,0.262653245892089,0,0.195703355002533,0,0,0,0,0,0.0553893960457875,-0.00343046100825688,0
X601939.CH.EQUITY,0.460245146632201,0,0,0.0615574782428532,0.111377257475153,0,0,0.0319848228062904,0,0,0,0,0.15686472014162,0,0,0,0,0,0,0,0.139574114056532,0,0,0.0177667887762621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316387834057392,0,0,0,0,0.0140696448938054,0,-0.147394700725631,0,0,0,0
X601288.CH.EQUITY,0.392649006260146,0,0.206424909859225,0,0.151915177354562,0.0741280651879763,0,0.0445305184800654,0,0,0,0,0,0,0.0213692963548412,0,0,0,0,0,0,0,0,0,0,0,0,0.0733212603176115,0,0,0,0,0,0.0477102926948265,0,0,0,0.0589551440810299,0.164178138495771,0,0,0.0217579486080832,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.215416085350737,0,0.150595255184648,0,0,0.00728519378883706,-0.0734343082927917,-0.200640062855356,0,0.247716715735074,0.00684859601074922,0,0,0.170908590660144,0,0,0,0.213862002074505,0.0905299086055744,0,0,-0.119599524796573,0.434329583125472,0,0,0,0,0,0,0,0,0,0,0.0460177989519903,-0.0936712847189514,0,0,0,0,0.222253948725375,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.081681711241985,0,0.184221121858302,0.145003481155905,0,0,0,0.0825770218798853,0,0.118536913473504,0.261378638464726,0,0,0,-0.319812481014253,2.71050543121376e-20,0,0,0,0,0.0273522120050784,0,0,0,0,0,0,0.0757989381389737,0,0,0,0,0,0,0,0,0,0,0,0.00862908528668225,0.0402023214362728,-0.00506546370269298,0,0,0.136419634969404,0,0,0,0,0.0862177701687697
X600036.CH.EQUITY,0,0.275122655134774,0,0,0.0139574982064093,0,0,0,0,0,0,0,0.180739424402151,0,0,0,0,0.0870856268502115,0,0,0,0,0,0.120859524316416,0,0,0,-0.00850927371327717,0,-0.0179149285232834,0.254189270635378,0,0,0,0,0,0,0,0,0,0.0828319731629173,0,0,0,0,0,0.0812419270954897,0,0.132640780001425,0
X601628.CH.EQUITY,0,0,0,0.259640876315487,0,0,0,0,0.0881712659542197,0.0553620579888407,0,0,0,0.0244498206515336,0,0,0,0,0,0,0,0,0.0823722575291621,0,0,0,0,0,0,0,0,0,0,0.056733448131877,0,0,0,0,0,0,0.098878534158527,0,0,0,0,0,0,0,0.0762344804589691,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471210321377341,0,0,0,0,0.189795807580474,0,-0.0122867402787754,0.126879466339281,0,0.191292156115158,0,0,0,0,0.00978733973034517,0.355463449294902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667925351922295,0,0,0.0157439537976015,0
X601166.CH.EQUITY,0,0,0.0149281311973923,0,0,0.128908867329209,0,0.091609554710544,0,0,0,0,0,0.160782029215101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457681340287323,0,0,0.184067606740388,0,0,0,0,0,0.0869437363417702,0,0,0,0,0,0,0,0,0,-0.0818973511966062
