,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.732245500459086,0,0,0.00520334227782727,0,0,0,0,0.0385673950050795,0,0,0.0685965772573687,0,0,0,0,0,0.0190843481037611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00183736905675314,0,0,0.0657605390650561,0,0,0,0,-0.0292804614182768,-0.00536515604414367,0,0,0,0,0.00229511418987244
X601939.CH.EQUITY,0.245512898601217,0,0,0.355296123527861,0,0.179455276637667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315623417213939,0.0563326967082785,0,0,0,0,0,0.0655918406238237,0,0,0,-0.0121751022123094,0,0,0.0107741216636853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11120872746537
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0
X601288.CH.EQUITY,0.32344652613787,0,0,0,-0.039725197891761,0.0300935283381832,0,0,0,0.131395733388499,0,0,0,0,0,0,0,0,0.0698427098088377,0,0,0,0,0,0.0180291934382543,0.242074763505102,0,0.0746784291352247,0,0.083616402090235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584613266129467,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.245436722032164,0.392639514588817,0,0,0,0,0,0.0348995658011801,0,0.463378587208912,0,-0.215837229107874,0,-0.187240924967706,0,0.0665333325006674,0,0,0,0.310730869402124,0,0,0,0,0,0,0,0,0.146203013110201,0,0,0,0,0,0,0,0,0,0,-0.759357387792191,0,0,0,-0.0667620251450803,-0.168980647618299
X601988.CH.EQUITY,0.0289941050654953,0.233966984192122,0,0,0.0535480069642279,0,0,0,0.0933386378170848,0,0,0.140635768998261,0.0692583444533968,0,0,0,0,0,0.117523227675524,0,0,0,0.387659856138901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371127525816404,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0599260207006361,0,0,0,0,-0.0337322299909446,0,0,0.278919118331662,0,0,0,0.0704985889818685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113577111515766,0,0,0,0,0,0,0,0,0.303093007517814,0.11701383458901
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256066,0.000775117816919069,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.0041951732640682,0,0.000700083101345943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135491284568288,0.0673042720504869,0,0,0,0,0,0,0,0,0,0,0,0.0295820940730508,0.00341772668797287,0,0,0,0,0,0,0,0,0.0702690729239522,0,0,0,0,0,0,0,0,0,0,0.319925993569802,0,0,1.38777878078145e-17,0,0,0.209951264491583,0.0698280513156028,-0.0271531331854944,0,0,0,0,0
X601328.CH.EQUITY,0.00161911637751294,0,0,0,0,0,0,0.170598639204235,0,0,0.0379826808148832,0.147448119592372,0,0,0,0,0,0,0,0,0,0.251188031050464,0,0,0,0,0.0313474711258119,0,0,0,0,0,-0.00875648158166175,0.0403780743394378,0,0,0.000776082773181641,0,0.252481784462469,0.068564351466508,0,0.0396130110013294,0,0,0,0,0,0,0,0
