,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.0231844753752332,0.456917784199279,0,0,0,0,0,0,-0.0128932592010874,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125554647254418,0,0,0,0,0,0,0,-0.00402556931028608,0,0,0,0,0.0121358212923869,0.252272073117229,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.223515952173451,0.000572806235449514,0,0
X601318.CH.EQUITY,0,0,0,0,0.0211722138893225,0,0,0.0219066641545227,0.139763044308977,0,0.0515522529042408,0,0,0.0998341243843931,0,0,0,0,0.216400558074979,0,0.220019198376686,0.0276039323671444,0,-0.0163437470527395,0,0,0.0964429138107156,0,0,0,0,0,0,0,0,0,0.0350869753700125,-1.73472347597681e-18,0,0,0,0,0,0.0375817837972842,0,0,0,0,0,0,0.0844554500745762
X601939.CH.EQUITY,0,0,0,0.200352532837705,-0.0612138441173569,0,0,0,0,-0.0382812109459062,0.039176026741974,0,0,0,0,0,0,0,0,0.0273708433540383,0,-0.168788447080273,0.85842891356273,0.0320958558040899,0.0803667146182507,0,0.0889025929760936,-0.131729055881782,0,0,0,0,0,0,-0.137232687230636,0,0,0,0,0,0,0,-0.0959284997714686,0,-0.0912088759687433,0,0,0,0,0,0
X601288.CH.EQUITY,0.307985631219427,0,0,0,0,0,0.292539872908471,0,0,0,0.0333609109152522,0,0,0,0,0.1787039565428,0,0,0,0,0,0.0292729649263206,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00355135487635655,0,0,0,0,0,0,0,0.173557609342879,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.181594928965696,0,0,0,0.0681336275605437,0.0911303407099898,0,0,0,0,0,0,0.206417678086365,0,0,0,0,0,0,0,0,0,0.0286955484626747,0,0,0,0,0.319142084815389,0,0,0.0873388175999855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178215801394779
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0375045331725551,0,0,0,0,0,0,0,0.160693814412647,0,0,0,0.121714949020989,0,0,0,0,0,0,-0.0620832902174006,0,0,0,0.185547185872684,0,0.0527666088617805,0,0,0.537476689574136,0,-0.0496506746000995,0,0,0.102838470798706,0,0,0,0,0,0.00180223073371361,0,0.075498522745766
X601988.CH.EQUITY,0.0401035139127677,0.172910205303044,0,0.221561286461899,0.33529017675809,0,0,0,0,0,0,0,0,0,0,0.139897546094223,0,0,0,0.105612281610915,0,0,0,-0.0210272550646521,0,0,0.111921657184185,0,0,0,0,0,-0.0458058710424925,0,0,0,0.0719959568576216,0,0,0,0,-0.110986349095645,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,-0.045218397671994,0,0,-0.00228874562461611,0,0,0.128670379984297,0,0,0,-0.183858964199883,0,0,0,0,0,0,0,0,0,0,0,0.22699687764562,0,0.0279766803244651,0,0,0,0,0,0,0,0,0,0,0,0.14005822994823,0.114854409577007,0.05737298727448,0,0.0671349619807332,0,0.0247457039900741,0.180623635414253,0,0.136625069375538,0,0
X5.HK.EQUITY,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0229222215178672,0,0.147571671957164,0,0,0,0,0.190386584595401,0,0.151982295431813,0,0,0,0.0699621727355652,-0.0560557330914312,0.45345326211895,0,0.0967862499269729,0,0,0,0,0,0,0,0,0,-0.113346073760641,0,0.203260001296674,0,0,0,0,0.118087488521163,0,0.276460634799929,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0624770484074706,0,0,0,0,0,0.0142812163651402,0,0,-0.0521821726382051,0,0,-0.169724049909672,0,0.401388570950882,0,0.311829237027242,0,0,0,0.275007907017794,0,0,0,0.154660942035382,0.294310218421658,0,0,0,0.127484732146021,0,0,0,0,0,0,0,-0.450735063893127,0,0,0,0.0645132842924013,0,-0.0457288949731363
X601658.CH.Equity,0.0410483286231729,0,0.13073189500217,0,0,0,0.117802837923873,0,0,0,0,0.0947029837949617,0,0.00673571963962242,0,0,0,0,0.465448663160194,-0.0324061014608046,0,0,0,0.0455540541887494,0,0,0,0,0,0,0,0.022488227591526,0,0,0,0,0,0,0.0148631624049521,0,0,-0.136819748126343,0,-0.0534451481867736,0,0,0,0,0.0902892528060493,0,-0.0259822386543131
X601166.CH.EQUITY,0,0,0,0,0.15591343607498,0.0172354118453765,0,0,0,0,0,0,0,0.10185585944414,0,0,0,0.00994514339184751,0,0,0,0,0,0,0,0,0,0,0.154538572890131,0,0.275436809202707,0,0,0,0.0593546728712439,0,0,0.0255197885201211,0,0,0,0,0,0,0.117350429098803,0.0199690927252405,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567579501734308,0,0,-0.121776295110473,0.219607326629451,0.164353837870441,0,0,0,0,0,0,0,0,0,0,0,0,0.0257130741204929,0.0713689157728129,-0.0352197894049765,0,0.0430374119654606,0,0,0,0.0148157485641206,0,0,0,-4.33680868994202e-19,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.471512189873168,0,0,0,0,0.0153404890441739,0,0,0,0,0,0.0159875396128056,0,0,0,0,0,0,0,0.0476925873396036,0,0,-0.248630380048118,0.0922536822541222,0.248292262908699,0,0.187836762426445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306700790159263,-0.0403331534308938
X000002.CH.EQUITY,0,0,0,0,0,-0.244751931807563,0,0,0.336473006994159,0,0,0.127290605425834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065010045825566,-0.0108565330505845,0,0,0,0,0,0,0,-0.028178776437608,0,0,0,0,0,-0.0932968725334803,0.287712773257751,0,0,0,0,0,0,0,0.100464879313602
X601328.CH.EQUITY,0,0.022365091619454,0,8.67361737988404e-19,0,0,0.0555322585950984,0,0,0,0.0151153846162842,0,0,0,0,0,0,0.0396010574479513,0.343793690816584,0,0,0,0,0,0.0609377718595378,0,0,0,0,0.206019826959412,0,0,0,0,0,0.0283429245812943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0139619086496716,0,0.0395333868650653,0,0,0.0140069234951534,0,0,0,0.0157032202477625,0.718012215233149,0,0.109075638607007,-0.0568551981094106,0,0,0,0,-0.110124700252788,0,0,0.0833079974081318,0.0134726165910382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983315713506153,0,0,0,0,0,0,0,0,0,-0.0255286227804286,0,0
X601601.CH.EQUITY,0,0.318905298653787,0,0.130794213084908,0,0.191755464879981,0,-0.010787480642215,0,-0.0814417007044869,0,0.13948729595384,0,0.0891134549762849,0.100549044086053,0,0,0,0,0,0.282874161547572,0,0,0,0,0,-0.156929228404397,0,0.00689347308902381,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113273621121625,0,0,0,0,0,0,0,0.0831088134043048
X600000.CH.EQUITY,-8.67361737988404e-19,0.171057037483847,0,0,0,0,0,0,0,0,0,0.0599693973682953,0,0,0,0.367424061618258,0,0,0,0,0,0,0.0411761861914819,0,0,0,0,0,0,0.0310281210162541,0.00934753765164252,0,0,0,0,0,0.0034332979797118,0,0,0.0353951454009682,0,0,0,0,0,0.0140566087543803,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.176489794212657,0,0,-0.0899395463048354,-0.0431898095207007,-0.0860857008048973,0,0,0,0,0,0,0,0,0,0,0,0,0.116149391937503,0,0,0,0,-0.396905300222151,0,0.259161902949203,0,0,0,0,0.00618568993115205,0,-0.0216475034838394,0.279234321524546,0,0.159443407313079,0,0.268840925043572,-0.0667927721954437,-0.0773277771505342,0.308257525826557,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0.0739921829581867,0,0,0,0,0,0,0,0.235127795659893,0,0.165755844140609,0,0,0,0,0,0,0,0,0.027645280087007,0,0,0,0,0.306225164516681,0,0,0,0,0,0,0,0.0419015704698645,0,-0.0309056639365492,0,0,0,0,0,0,0,0,-0.109891794040165,0,-0.00583670277187205
X300059.CH.EQUITY,0,0,0,0,0,0.128202099861868,0,0,0,8.67361737988404e-19,0,0,0.0241808016870241,0,0,-0.00205763394454662,0,0,0,0,0,0,0,0,0,0,0,-0.0130268642268829,0,-0.0904910972211923,0,0,0,0.213775742840277,0,0,0,0,0,0,0.0169233904498972,0.0440696868045958,0,0,-0.018541765860671,0,-0.0169930260249201,0,0,0.51138989857005,0.0157403051890907
X601998.CH.EQUITY,0,0,0.0797811272796262,0.190677744768486,0,0,0,0,0,0,0,0,0,0,0,0.103521815265567,0.224763310874472,0,-1.0842021724855e-19,0,0,0,0,0,0.033348833036411,0,0,0,0,0,0,0,0,0,0,0,0,0.0242947438790629,0,0,0.0813690105158479,0.0835056010597077,0,0,0.299756534245071,0,0,0,0,0,0.0600695065382884
X1109.HK.EQUITY,0,0,0,0,0,0.152490302728813,0,0,0,0.0257367474702471,0,0,0,0,0,0,0,0.0988243602141819,0,0.226088916489688,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0484557184790887,0,0.0842450537537273,0,0,0,0,0.117619574445802,0,0,0.108381237115313,0,0,0,0,0,0,0,0,-0.0318110310707615,0,0.00315955089697268
X600016.CH.EQUITY,0,0,0.297273928863666,0,0,0.111699177387963,0,0,0,0,0,0,0,0.0028604317275261,0,0,0,0,0,0.0927259228851761,0,-0.0346501281927285,0,0.0252389045428147,0,0,0.098155723686261,-0.0140009972025036,0,0.166924097817262,0,0,0,0.705795323910534,0,0,0,0,0,0,-0.46725460395,0,0,0.26523330074572,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,-0.00884992488066851,0,0,0,0.177518601884779,0.122362791750998,0.0180101411438542,0,-0.27415031196127,0,0,0,0,0.18708071435733,0,0,0,0,0,0,0,0,0,0,0,0,0.263369222328303,0,0,0,0,0,0.16738565039761,-0.172925262492704,0,0.126093707748433,0,0,0.201588881221177,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0.186934455583783,0,0,0,0,0.0724045759400031,0,0,0,0,0,0,0,0,-0.587787610343329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122668633421002,0,0.166531160963309,-0.0509754569716345,0,0,0,0.391522753532632,0,0,0,0,0,0,0.250980197583535,0,0,-0.0797391316064334,0,0,-0.103265293064641,0.0613298141132535
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.441827248968365,0.0676434656830066,-0.180163449986213,0,0,0.114793035857044,0,0,0,0,0,0,0,0,0,0.0663020589264234,0,0.174593336731009,0,0,0,0,0,0,0,0,0,0,0.209184409895427,0,0,0,0,0,0,0,0,0,0,0,0.0703436208170761,0,0.0482272867848591
X002142.CH.EQUITY,0,0,-0.0531468113763,-0.168014123999741,0.507371276749317,0,0,-0.230149121286295,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0501119386420947,-0.000404486687305872,0,0,0,0,0,0,0,0,0,0,0.0245301150860539,-0.0367753411835742,0,0,0,0,0,0.376129144183428,0.162442562177833,0,0,0,0,0,0,0,0,0,0,0,0.0719999314239358
X600048.CH.EQUITY,0.203310960589564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525977858345987,0,-0.0692890279936196,0,0,0,0,0,0,0,0,0,0.0942226928485523,0,0.124543085384191,0,0,0,0,-0.00123837902572358,0,0,0.0970389961903923,0,0,0,0,0,0,0.113062926719751,0,0,0.204059212178129,3.46944695195361e-18,0,0,-0.116281513821507
X601818.CH.EQUITY,0.165652429798571,0.0754865410380141,0,0,0,0,0,0,0,0,0,0.116844335423542,0,0,0,0.0388632133748183,0,0.0241565317026638,-6.93889390390723e-18,0,0,0,0,0,0.0526467925093961,0.0842189668837527,0,0,0.0690184821546789,0,0,0,0,0.0584146364852009,0,0,0,0,0,0,0,0,0,0,0.22225717756885,0,0,0.0859156922317423,0,0,0
