,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.123514564234765,0.228355963864814,0,0.0518117560018907,0.0178803794600527,0,0,0,0,0,0,0,0,0,0,0,0.352856171266948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115268462871026,0,0.0564330111229991,0,0,0,0,0.115558802874526,0.0553665656975052,0
X601318.CH.EQUITY,0,0,0,0,0.0481373016162188,0,0,0,0.130480491934466,0,0.112413219262366,0,0,0.0966672240839735,0,0,0,0,0.0862197585270219,0,0.279517881697506,0,0,0,0,0,0,0.0802511355645663,0,0,0,0,0,0,0,0.0535905682765686,0,0,0,0,0,0,0,0,0,0.0385709318926128,0,0,0,0,0.0881292631534729
X601939.CH.EQUITY,0,0,0,0.474903109387393,0,0,0,0.0191778226296322,0,0,0.167477576946034,0,0,0,0.0211908449401617,0,0,0,0,0.0687125353973598,-0.130786021012599,0,0,0.215109473179642,0.307144965257004,0,-0.0868203051772211,0.00375322157660474,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114361027786736,0,0,0,0,0,0,0,0,0.0300307881112196
X601288.CH.EQUITY,0.247809727880829,0,0.126846252206393,0,0,0.03007215824936,-0.016759603673136,0.211201740456088,0,0,0,-0.04163818367165,0,0,-0.028264378709453,0.126520087649293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100443632107032,0,0,0,0.25861878997768,0,0,0,0,0
X600036.CH.EQUITY,0,0.117037017101576,0,0,0,0.0802990723813648,0.0735876956693219,0.128335738671791,0,0,0,0,0,0.167029903078579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342879213568876,0.0754593444830002,0,0,0,0,0,0,0,0,0,0,0.126272370626569,0,0,0,0,0,0,0,0,0,0.0420532502504287
X601628.CH.EQUITY,0.0025397254924496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143184566446089,0,0,0,0.107564316239449,0,0,0,0,0,0,-0.0797970736067221,0.0287330305661226,0,0,0.212927370408665,0,0.0770297979305985,0,0.506142471078026,0,0,0,-0.0203925611539405,0.0721700921585283,0,0,0,0,0,0,0,0,0.0737816794445218
X1299.HK.EQUITY,0,0,-0.222766890585512,0,0,0,0,0,0,0.13795822038461,0,0,0,0,0,0,0,0,0,0,0,0.0782803252657244,0,0,0,0,0.0602562251144512,0,0.0548154253718824,0,0,0,0,0,0,0,0,0,0.153131283236059,0,0.22544259332121,0.200794743093919,0.0864325819166561,0.0932963014665394,0.058816861219086,0.0104361234806184,0,0,0,0,0
X601988.CH.EQUITY,0.16531939578334,0.118016217228789,0.0241748497624518,0.0688142451055147,0.335984203389961,0,0,0,0,0,0,0,0,0,0,0.159981564741683,0,0,0,0,0,0,0,0,0,0,0,0.0782678316682807,0,0,0,0.0339733634985898,-0.131180014556574,0,0,0.179886122245458,0,0,-0.0500871717318498,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.000676199178856812,0.00358534332737345,0,0,0,0,0,0,0,0,0,0,0.0921357216202233,0.0274446861807585,0,0,0,0,0,0,0.00715218389486305,0.0978053496128846,0,0,0,0.041574274190866,0,0,0,0,0,0,0,0,0,0,0,0.442764808967124,0,0,0.237741360492899,0,0.163463287595455,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.174913467614172,0,0,0,0.133116164463889,-0.018885902624275,0,0,0,0,0,0.039542173041364,0,0,0,0,0,0,0,0.399715117444483,0,0,0,0,0.173404118590153,0,-0.0311272369070397,0,0,0,0,0,0,0,0,0,0,0.309298191051306,0,0.0145084477532689,0,0,0.164928716452697,-0.0767081380292151,0,0,0,0,0
X601658.CH.Equity,0.188508899382909,0,0,0,0.192976892622182,0,0,0,0,-0.047812764389598,0,0.336354849240542,0,0,0,0,-0.0169653991483339,0,0,0,0,0,0,0,0,0,0,0,0,0.149028846015147,0.109795093764119,0,0,0,0,0,0,-1.73472347597681e-18,-0.0972860066097866,0,0,0,0,0,0,-0.0628166783158752,0,0.0784415895329961,0,0,0
X601166.CH.EQUITY,0,0,0.0653628890894655,0,0.0434638548966932,0,0,0,0,0,0.0271163173268305,0,0,0.168739765638896,0.0951124901451856,0,0,0.0606449365079654,0,0,0,0,0,0,0,0,0,0,0.205563672392891,0,0.430009018528401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296628185730148,-1.73472347597681e-18
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0787528067286995,0,0,0,0,-0.011630891218676,0,0.458788289383707,0,0,0,0.217812196978885,0.0149738504793008,0,0,0,0,0,0,0,0,0,0,0.0795511285025143,0,0.013167459741155,0,0,0.153498062323549,0,0,0,0,0.145742437487168,0,0,0,0,0,0,0,-0.136145346371651
X000001.CH.EQUITY,0,0,0,0,0.638955626431845,0.0539076901046979,0,0.0730929049963182,0,0.0996857942259238,0,0,0.0442396966490946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24271522926746,0.12763645069242,0,0,-0.141064212981366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324510774458537,0,0
X000002.CH.EQUITY,0,0,0.165468190743256,0.00771982631999683,0,-0.425282295295837,-0.106736252201037,0,0.206262460646829,0.0615952254675599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134096435161445,0,0,0.0551025013881649,0,0,0,0.187786786353477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0422015086522958,0,0,0.153090379419405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308223943035545,0.530758991980862,0,0,0,0,0,0.0140970538857368,0,0,0,0,0,0,0,0,0,0,0,0,0.169206656201705,0,0,0,0,0,0,0,0.0841361324209725,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0112603695224294,0,0,0,0.0422509823001275,0,0,0,0,0,0.75668374794395,0,0.116461638342426,-0.0484920188176269,0,0,0,0,-0.124389103034482,0,0,0,0,0.0771612842485571,0,0,0,0,0,0,0.000785262024235973,0,0,0,0,-0.00264703558900425,0,0.151891470646641,0,0,0,0,0,0,0.00208020046697065,-0.0334366588173202,0,0,0
X601601.CH.EQUITY,0,0.28458430441199,0,0.151453390366279,0,0.18580945556527,0,0,0,-0.113007620567689,0,0.132847874885683,0,0.0940762265921405,0.014797306874575,0,0,0,0,0,0.248365054198363,0,0,0,0,0,0,-0.103685796993585,0.0214414973072632,0.0197934807164927,0,0,0,0,0,0,0.0380986707048661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847505813188417
X600000.CH.EQUITY,0,0.220643086624503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395670053512964,0,0,0,0,0,0,0.0461492937863103,0.0133065952208152,0,0,0,0,0,0.00919469787055197,0.0211266274707373,0,0,0,0,0,0,0,0,0,0.0558806558458612,0,0,0,0.0600510316577664,0,0.0262460081467969,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.108137284018638,-0.00435241297479181,0,0,0.0206554886837248,0,0,0,0,-0.0831340121514675,0.129230344742806,0,0,0,0,0,0,0,0,0.00914149658277015,0.13392264182945,0,0,0,-0.0924165798462842,0,0.106815773402017,0,0,0,0,0,0,0,0,0.339661308219243,0,0,0.270661286545335,-0.633953101263982,0,0,-0.0658806568216679,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0120028978704056,0.314830714399959,0,0.0295243059464603,0,0.0345587736850229,0,0,0,0,0,0,0,-0.0193585638997983,0,0,0,0.22608820815462,0.134644170396654,0,0,0,0,0,0.19187258925623,0,0,0,-0.0617574186863134,0,0,0,0,0,0,-0.0641152454564842,0,0,-0.0581873011505447
X300059.CH.EQUITY,0,0.00422881370953583,0,0,0,0.082601110168107,0,0,0,0.0692986636004205,0,0,0.0476492299915335,0,0,-0.0588074647326312,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128256920405252,0,0,0,0,0,0,-0.0862959058939987,0.0895658026129803,0,0.209135357870889,0,0,0,0,0.382100970030478,0
X2388.HK.EQUITY,0.0662168042234767,0,0,0,-0.073380576123775,0,0,0,0.0977976438363799,0,0,0.0131963631181448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839051070995127,0,0,0,0.403684772711339,0.073110052165398,0,0,0,0.0884725549371548,-0.221751778617015,0,0,0,0.048234135915175,0.196870923178578,0,0,0,0.101291540885556,0,0,0,0,-0.0527490430202957
X601998.CH.EQUITY,0,0,0.114548064069942,0.241987693096096,0,0,0,0,0,0,0,0,0,0,0,0.0593404467361095,0.237011498872931,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362858111536328,0,0,0,0.359536974844536,0,0,0,0.0672909411089286
X600016.CH.EQUITY,0,0,0.205377008851803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0746224650948548,0.104967587139493,0,0.102060014164265,0,0,0,0.730139394114638,0,0,0,0,0,0,0,0,-0.349692218423457,0,0,0.405640059445975,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.0338165675767298,0,0,0.0269842292244267,8.67361737988404e-19,0,0,-0.0539703280279668,0,0,0.121286170250771,0,0.244815539625524,0,0,0,0,0,0,0,0,0.049860626372253,0,0,0.286327815595815,0,0,0,0,0,0,0,0,0,0,0,0.0467598559724868,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0.0209896236069204,0,0,0.0442759153700781,0,0.330219766704813,0,-0.164925501136623,-0.0864075505088785,0,0.0947244615290689,0,0,0,0,0,0,0,-0.0657479744130835,0.37566200799579,0,0,0.0244645377408216,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.282420941674268,0,0,0,0,0,0.0370579891309571,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0225502230541962
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.0843329935167475,0.0204561888165674,0,0,0,0,0,0,-0.524981377386748,0,0,0,0,0,0,0.0675601066405819,0,0,0,0,0,0,0.0796774657449408,0,0.250281769382235,0,0,0,0.37933774099797,0,0,0,0,0,0,0,-0.0819203851338012,0,0.293195758099082,0,0,0,-0.03141690271908,0.112256245534849
X002142.CH.EQUITY,0.0121729274606701,0,0,-0.143609973387656,0.491961036779247,0,-0.173553946290575,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0578539851983715,0,0,0,0,0,0,0,0,0,-0.0373564023015647,0,0,0.0596905007797263,0,0,0,0,0,0.278939616860496,0,0,0.161623768497001,0,0,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0.223067309836962,0,0.177108224059699,0,0,0,0,0.389721880967289,0,-0.166662502174931,0,0,0,0,0,0,0,0,0,0,0.107679963719788,0.185989907544947,0,0,0,0,-0.00267442446484032,0,0.233307612189737,0,0,0,0,0,0.0159915544680261,0,0.0879809111043384,0,0.0444262826003891,0,0,0,0,-0.182638519423515
X601818.CH.EQUITY,0,0.117689928880107,0,0,-0.0203547435157813,0,0,0,0,0,0.238257065243055,0.24385580237793,0,0,0,0,0,0,0,0,0,0,0.0127149944328079,0,0.154285519626912,0,0,0,0,0,0,0,0,0.0574217821049448,0,0,0,0,0,0.100888268262751,0,0,0,-0.0302775786248737,0,0.027357203277027,0.11139180297149,0,0.0714272695892604,0,0
X688.HK.EQUITY,0,-0.337831494372399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310925960751512,0,0,0.0809506482771258,0,-0.19661176640193,0.569409859231445,0,0.230308487828153,0.163195482304356,0,0,0,0,0,0.225741278049551,0,0,0,0,0,0,0,-0.154891835145158,-0.140354572812279,0,0,0,0.164746143445329,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.19543890006276,0,0,0,0.137787892360092,0,0,0.325122297454433,0,0,0,0.0334811847108329,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060171042923385,0,0,0,0,0.0427300440014222,0,0.0431765588431074,-0.100802156009717,0,0.255608870401356,0
X601688.CH.EQUITY,0,0,0,-0.0182528423285292,-0.0740972956054155,0,0,0,0,0,0,0,0.175812963348398,0,0,0,0.0465698869037732,0,-0.0292182036920268,0,0,0,0,0,0.320284107892267,0,0,0,0,0,0,0,0,0,0.0427406305535583,0,0.131782433357017,0.397049473621332,0,0,0,-0.0232746107174961,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0.0648959024499199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176559100544607,0,0.0122554192451079,0,0,0,0.161800350650238,0,0,0,-0.0296061881028931,0,0,0,0,0,0,0.159036247365442,0.163865956773479,0,0,0.0975090337352177,0,0,0,0,0,0.0415291563124542,0,0,0,0.0136762268296146,0,0,0,3.46944695195361e-18
X267.HK.EQUITY,0.311832179656565,0,0,0,0,0,0.0490714396128706,0,0,0,-0.0651977906199762,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.138894315183469,0,0.00890311874706317,0,0.149099475043747,0,0,0,0,0.0778695654751715,0,0.131747963561296,0,0.0638922789413709,0,0,0.0905449927311966,0,0.00240339725602932,0,0.295831772255488,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.38439714380691,0,0,0,0,0,0,0.15062831195932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358751801270477,0,0,0,-0.0926115291993159,0,0,0,0,0,0,0,0,0,0,0.200608873705547,0,0,0.206751277274132,0,0,0,0,0
