,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601066.CH.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0344558318617731,0,0,0,0,0,0,0,0,0,0,-0.00192879563264854,0,0.536645255014175,0.789825419412685,-0.107318088294318,0.0108891755007774,0,0,0.20739948944305,0,-0.234031854655043,0,0,0,0,-0.324456952614754,0,0,0,-0.0450264303661778,-0.080195862375855,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.20797812619246,0,0,0,-0.0185291642460024,0,0,0,0,0,0,0,0.0854488411422639,0,0,0,0,0,0,0,0,0,0,0,0.0325486369983898,0,0.0707734722180614,0,0,0,0,0,0.245999518311815,0,0,0,0,0,0,0,0.0982371562682731,0,0,0,0.218548667428771,0.0818516462949054
X601939.CH.EQUITY,0,0,0,0.826022721079794,0,0,0,0,0,0.018452452313041,-0.0766603708982242,0,0,0,0,0,0.0687892344096006,0.0735602311709814,0,0,0,0.00170305339872914,0,0,0,0,0.0551909500199873,0,0.030129898544708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217939604141635,0,0,0,0,0.0280926538642245,0.0350516873990333,0
X601288.CH.EQUITY,0,0,0.866929212941839,0,-0.0665299103941631,0,0,0,0,0,0,0,0,0,0,0.0331332043264177,0.0453359232644921,0.157255555417459,0,0,0,0,0,0,0,-0.102745782642271,0.0208432763732485,0,0,0,0,0,0.01475679237818,0,0,0,0,0,0.0148691879665038,-0.123759984978803,0,0,0,0,0,-0.0267143491312803,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0272987263518935,0.0579903755844655,0,0.374573085368638,0,0,0,0,0,0,0,0,0,0.124237811622228,-0.0375730845256549,0,0,0,0,0,0,0,0,0,0,0,0.475727722671148,-0.156000392720046,0,0,0,0,0,0,0,0.101052874314403,0,0,0.0477628243830177,0,0,0,0.0950510160379267
X600036.CH.EQUITY,0,0,0.383823989260644,0,0,0,0,0,0.0189904859118908,0,0,0,0,0,0,0,0.125795001947915,0,0,0.00148580931472839,0.00715610704188455,0,0,0,0,0,0.186277860904683,0,0.176596745264139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194951043470718,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0774551334411897,-0.149000837640105,0.0247529641832539,0,0.0506443804251147,0,0,0,-3.46944695195361e-18,-0.0658659719055308,0,0,0,0,0,0,0,-0.106422492880095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711123424086727,0,0,0.00706723911171721,0.0281154318110145,0.0204207167009696,0,0,0,0,1.04431815941914,0
X1299.HK.EQUITY,0,0.0891078870103501,0,0,0.193071839000995,0,0,0,0,0.211340932751221,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.234361100474887,0,0,0.326890116820219,0,0,0.190179014156844,0.162811043929507,0.136126682043333,0,0,0,0,0,0,0,0,0,0.0589620637517325,0,0,-0.0913984679383414,0,0.120741493538296,0,0,0,0.0221217185128819
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258777518206102,0,0,-0.241492572959625,0,0,0,0.103597905676198,0,0,0,0.296837998052492,0.365993202318491,0,0,0,0,0,0,-0.165659941123173,0,0,0,0,0,0,0,0.063908093597865,-0.122825535677119,0,0,0,0,0,0,-0.085213052995437
X388.HK.EQUITY,0,0,0,0,0.308563240980121,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365024413450521,0,0,0,0.285191111543594,0,0,0.250643654230185,0,0,0,0,0.0709892936538447,0,0,0,0,0,0,0,0,0,0,0,-0.0962652086701741,0.130512542883798,0,0,0,0,0,0,0.109073605428295
X601066.CH.EQUITY,0,0.0104554106132888,0,0,0,0,0,0,0,-0.00993079122097565,0,0.444988566495012,0,0,0,0,0,0,0,0,0.0198218092406769,0,0,0,0.296831397903607,0,0,0,0,0,0,0,0,0.0413887541248051,0.0169795748275572,0.0939051884358555,0,0,0,0,0.0890927480267552,0,0.0226380722495378,0.0183573033365386,0,0.0101041153050535,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0708355775885966,0,0,0,0,0.0659932441851909,0.19012847127408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276548279235232,0,0,0,0,0,0,0,0,0.366730427402808,0.0919875670988114,0,0,0,0,0,0,0,0,0.0594340677374604,0,0.129705880409439,0,0,0,0,0
X601658.CH.Equity,0,0,-4.33680868994202e-19,0.213448383446134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280268429977084,0,0.0504104256998705,-0.0632894025753374,0,0,0,0,-0.0383035035296914,0,0,0,0,0.0460910379530524,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.27055268028795,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.205171698000188,0.18358418111145,0,0,0,0,0,0.048236358282036,0,0,0,0.0114815453781657,0,0.00212127118306286,0,0,0.0641162488132133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189888373547272,0,0.037189689898627,0,0,4.33680868994202e-19,0,0,-0.00732554219547999,0,0,0,0,0,0.454665922240062,0
