,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.489063706309819,0.021128305316725,0.0898102933400217,0.0362889103818446,0.0595443684858849,0,0,0,0,0,0,0,0,0,-0.0168631211365751,0.0531641963417101,0.0568619243568154,0,0,0,0,0,0.122114666962934,0,0,0,0,0,0,0,0,0,0,0,0,0.0447420421242155,0,0,0,0,0,0.00282375231099149,0,-0.00596419739576647,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0,0
X601939.CH.EQUITY,0.46778066060194,0,0,0.183799411847001,0,0.11019846953532,0,0,0,0.0170082044117161,0.133478744561229,0,0,0,0,0,0,0,0,0,0,0,0.00080903335595357,0,0,0,0.00119063984745737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442340023788396,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.430427156058355,0,0.0773751827603281,0,0,0.0133036877435317,0,-0.0209906052614242,0,0.0778775238441773,0,0,0,0,0,0,0,0.201481470399115,0,0,0.151400452998238,0,0,0,0,0.0324215955845657,0,0,0.0896157478123487,0.0678317051573831,0,0,0,0,0,0,0,0,-0.0876717428354667,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.42024217421649,0,0,-0.0252054726612976,0,0,-0.285672145466846,0,0.128350213265301,0,-1.38777878078145e-17,0.643652271209926,-0.255672187054297,-0.119675559247703,0,0,0,0.189153271341134,-0.0177834888932667,0,0.151913132429574,0,0,0,0.0353610669409283,0,0,0,0,0,0,0.23265465191716,0,0,0,0,0,0,0,0,-0.571155341932225,0,0,0,0
X601988.CH.EQUITY,0.05585017561812,0,0.340750882973664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007106290798478,0,0,0,0.184156418616708,0,0.030096140503803,0.12879912277786,0,0,0,0,0,0,0.0665446538796208,0,0,0,0,0,0,0,0,0,0.135264495688283,0,0,0,0,0.092518984134271,0,0,0.0228006706948251
X600036.CH.EQUITY,0.0288115713072523,0.118132670471373,0,0,0,0,0,0,0.0518508498059535,0,0.117076291728956,0,0.213216398027175,0,0,0,-0.0516916433295886,0,0.0683592290870333,0,0,0,0,0,0.334207566168366,0,0,0,0,0.114881433072187,0,0,0,0,-0.0459920456479238,0,0,0,0,0,0,0,0,0.0133015082103815,0,0,0,0,-0.0439004122430591,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0353986765761172,0,0,-0.0547465488360217,0,0,0,0.129127711685214,0,0,0,0,-0.0322917802821115,0,0,0,0.256355148477789,0,0,0.0851046574829874,0,0,0,0,0,0,0.00923096969152088,0,0,0,0,0,0,0,0,0,0,-0.0298425033855329,0,0,0,0.284414793053684,0,0.126896601114545
X601628.CH.EQUITY,0,0.0307315332050014,0,0,0,0,0,0,0,0,0.0548027876118075,0,0.0873696375160901,0,0,0.0115547613510082,0,0,0,0,0,0,0,0,0.0453259182071412,0,0.106636403778078,0,0,0,0,0.23763219809548,0,0,0,0,0,0,0,0,0.0803533069687218,0.195085619145663,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0679093466868256,0,0,0,0,0.0898783638813312,0.00892449414617385,0,0,0,0,0.0928674538648787,0,0,0.0124048239989985,0,0,0,0,0.16710959892418,0.0251916342564642,0,0,0,0,0,0,0,0,0.0688527149889506,0,0,0,0,0,0.000478666941757149,0,0,0.190276779535409,0.238203235641666,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.183398092120289,0,0,0.0928128068632168,0.100385804143125,0,0.0894593365749631,0,0,0,0.0852923601905044,0,0,0.0659687460646596,0,0,0,0,0,0,0,0,0.158457825220343,0,0,0,-0.0254246598724449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122842896830498,0,0,0,0,0.0288202454887614
