,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.244411979022274,0.164044247678724,0,0.279350078137852,0,-0.135092670510536,0,0,0.0964461797695127,0,0,0,0,0,0,0.0198522758633205,0,0,0,0,0,0,0,0.0971257381616986,0,0,-0.0938348638085212,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,-0.0382141142726882,0,-0.0334523793819749,0,-0.0188169029455452
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020554,0,0,0,0.29338061733701,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0674342427333655,0,0,0,0,0,0,0,-0.249496321681554,0.274039088813655,0,0.190008943309349,0,-0.00144959280125074,0,0,0,0.0635194009827381,0,0
X601939.CH.EQUITY,0.425900409918772,0,0,0.0869054034498483,0.107526219641977,0,0,0,0,0,0,0,0.141609866042742,0,0,0,0,0,0,0.0137106254896418,0.128145969857956,0.0123015528542194,0,0.0302714221905334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321648254121673,0,0,0,0,0,0,-0.170910454593956,0,0,0,0
X601288.CH.EQUITY,0.389940159464551,0.0383108377285687,0.11486103942663,0,0.0436537451381856,0,0,0,0,0,0,0,0,0,0,0,0.0298190374584432,0,0,0,0.0164358152517579,0,0,0,0,0,0,0,0,0,0,0,0.0978743204999458,0,0,-0.0541352073609858,0,0.115924905029359,0.0883216658278466,0,0,0.231043470880904,0,0,0,0,0,0,0.0659535881848162,-0.0368415251496598
X5.HK.EQUITY,0,-0.190473241936489,0,0.237125138716107,0,0,0,0,-0.191625399196943,0,0.11840070614747,0,0,0,0.18633507016827,0,0,0.261285254937074,0,0,0,0,-0.0160385670104566,0.339617155084078,0,0,0,0,0,0,0,0,0,0,0,-0.161826796018396,0.158231104812653,0,0.00418130961316156,0,0.160916624824337,0,0.0699899487324103,0,0,0,0,0,-0.225939684103833,0
X601988.CH.EQUITY,0,0,0.147214609462858,0.196942042838014,0,0,0,0.0121474094424172,0,0.202855498269804,0.0386925366723419,0,0,0,-0.258596343230401,0,0,0,0,0,0.0152396271860421,0.32151268921589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641876188179812,0,0,0,0.0853519994087558,0,0,0,0,0.133546392867372
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0
X601628.CH.EQUITY,0,0.055024812377128,0,0.32398787360613,0,0,0,0,0,0,0,0,0,0.297734471480533,0,0,0,0,0,0,4.33680868994202e-19,0,0.0291746554188493,0,0,0,0,0.103855112073355,0,0,0,0,0,0,0,0,0,0,0,0,0.134591580439208,0,0,0,0,0,0,0,0,0.11749090618773
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357757968055881,0,0,0,0,0,0.170086926783081,0,0.136673511836608,0,0.169190252793544,0,0,0,0,0.0182369462007116,0.38888138473318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525183887058253,0,0,0,-0.00438877036419996
X601166.CH.EQUITY,0,0,0.0970406400750689,0,0,0.0571927561198059,0,0,0,0,0,0,0,0,0,0.24227930912957,0,0,0,0,0,0,0,0,0,0,0,0.0182915990411447,0,0,0.409670997394775,0,0.231283175908403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082238613527145
