,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.199470765787752,0,0.36816489039491,0,0,0,3.46944695195361e-18,0.238787218219487,0,0.142624200554601,0,0,0,0,0,0,0,0,0,0,0.0377752168350135,-0.159476842268638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493050436958499,0,0,0,0,0,0.0624070280501982,0,0.0672096541638208,0,0
X601939.CH.EQUITY,0.352680591805035,0,0,0.285821197544294,0,0,-0.0959233748881552,0,0,0,0.00277256111079963,0,0.139763837741133,-0.0642842113209896,0,0,0,0,0,0,0,0,0,0,0,0.0315867031437266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.201212367146011,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0
X601288.CH.EQUITY,0.463512286949153,0,0,0,0.251233225614248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993853249718828,0,0,0,0,0,0,0,0,0,0,0.0244439283360147,0,0.0318237429759675,0,0,0,0,0,0.0135692285776047,0,0.0720734011665294,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.073912968418423,0,0.441054881233724,0,0,0,0,0,0.272479238940939,0,0,0,0,0,0.100019777561488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147153720211315,0,0,0,0,0,0,0,0,0,0,0.0173872831962604
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026563287851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471624383314728,0.203736528888926,0,0,0.0586786193452511,0,0,0,0.195134320664749,0,0,0,0,0,0,0,0,0,0,0,0.197601866409068,0,0,0
X5.HK.EQUITY,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,-0.19271739968975,0,0,0,-0.316355943860361,0,0,0,0,0.721609334178644,-0.377684229672344,0,0,0.77717979552626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382766528953605,0,0,-0.317193856060594,0,0,0,0,0,0,-0.155855153159396
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.190312678749294,6.93889390390723e-18,0,0,0,0,0.242091390632974,0,0.00806066911710628,0,0,0,0,0,0.138897052397872,0,0,0.00910381642393198,0,0,0,0,0,0,0,0.0660320467048476,0,0,0,0,0,0.142888155492267,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0984800160350272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324944037349705,0,0,0,0,0,0,0.364281542621567,0,0,0,0.132488886196978,0.0594024289748699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.200990793761246,0,0,0.167308131975687,0,0,0,0,0,0,0,0,0.146198351003127,0,0,0,0,0,0,0,0.129592608257266,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0347856019292228,2.77555756156289e-17,0,0,0,0,0,0.0672179094452812,0,0.171653214149689,0,0,0,0.125620158844727,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0139939220425536,0.0728987837893774,0,0,0,0.281034491727496,0,0,0,0,0.0753493711642224,0,0,0,0,0,0,0.0877079607468894,0,0,0.053071849794302,0,0,0,0,0,0,0,0,0,0.169562384874161,0,0,0,0.0381126020380106,0,0,0.00599929564470197,0,0.00634034795149448,0,0,0,0,0.0631176294199509,0,0.117069655093781,0,0.0352445541575488,0,0
X600000.CH.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.295101363192094,0,0,0,0,0,0,0,0,0,0.181878945238159,0,0,0,0,0.233128073413048,0,0,0,0,0,0,0.00568945842324634,0,0,0,0,0,0,0,0,0,0.133462792548013,0,0,0.123860834886761,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702443793553181,0,0,0.0970597044618728,0,0.400347890347087,0,0.0828864978078984,0,0.0431141225292286,0,0.149749234830267,0,0,0,0,0.0855483259863719,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.225155125430597,0,0,0.0220895597417943,0.424911973060033,0,0,0,0,0,0,0,0,0,0,0,0.0368774348236111,0,0,0,0,0,0.0459143488377376,0,0,0.00107498554165921,0,0,0,0.00719604644288574,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0230500911727977,0,0,-3.46944695195361e-18,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0451250340419993,0,0,0,0,0,0,0,0,0,0,0.0102548903123476,0,0,0,0,0,0,0.0967088679297833,0,0,0,0,0,0.0382351370019861,0,0,0,0.33721125308477,0,0,0.0194308672238877,0,0.007771403236393,0,0,0,0.140829021975269,0,0.364500490186105,0,0,0,0.0360284612827219,0
X16.HK.EQUITY,0,0,0,0,0.0297042672643654,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.404772253231866,0,0,0,0,0,0.240168686419384,0,0,0,0,0,0.000610256902553479,0,0.0681990975484639,0,0,-6.93889390390723e-18,0,-0.121833950656566,0,0.163244201673133,0,0.176900114896855,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0.0111310321389069,0,0.354491773097243,0,0,0,0,0,0,0,0,0,0.155560417295787,0.126198184687058,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0762438821697308,0.151834490807142,0,0,0,0,0,0.0265729552115741,0,0,0,0,0,0,0,0,0.0855509077556512,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.287808374934088,0,0.0090974222162472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532783267405634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014016141618959,0,0.0611501879710095,0.130372816788397,0,0
X601601.CH.EQUITY,0.0258868708096417,0,0.112980189467834,0,0,0.0614390405841481,0.0813086482142533,0,0.105201367257123,0,0,0,0,0,0,0,0,0,0,0,0,0.373897477629195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491317462095947,0,1.38777878078145e-17,0,0,0,0,0,0.107596670186726,0,0,0
