,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.489122538133633,0.230429751544978,0.0191716630192274,0,-2.77555756156289e-17,0,0,0.0547508109101742,-0.0775715080206044,0.110081962552604,0,0,-0.037797870027997,0,0,0,0,0,0,0,0,0,0,0,-0.0212934129662507,0,0,0,0,0.00653146154866296,0,0,0,0,0,0,0,0,0,-0.0829892898329957,0,0,0,0,0,0,0,0.0613749522820925,0.0659214017746273,0
X601939.CH.EQUITY,0.4487876546412,0,0,0.13571004911408,0,0,0,0,0,0,0.15184501469438,0,0,0,-0.0666401453998499,0,0,0,0,0,0,-0.0332672787963392,0,0,0.180603384158443,0,0,0,0,0,0,0,0,0,0,0,0,-0.000992830976554307,0,0,0,0,0,0,0,0,0,0,0.0749892707430093,0,0.0172065651082349
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.296518956332311,0.0910833762851233,-4.33680868994202e-19,0,0,0,0,0,0,0,0.00420568989982934,0,0,0,0,0,0,0.188651564187955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822736163837994,0,0,0.1052234340155,0,0,0,0.123793350124623,0,0,0,0,0
X601288.CH.EQUITY,0.309392374349766,0.0593747896675793,0,0,0.186964192838685,0,0,0,0,0,0,0,0,0.194061201648607,0,0,0,0,0,0.0508120320179071,0,0,0,0,0,0,0,0,0.00591635430939253,0,0,0,0.119261457067161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.450222869155596,0,0,0,0,0,0.238589230259599,0,0,0,0,0,0.125014879357403,0.081816731227137,0,0,0,0,0,0,0.0494658811534179,0,0,0,0.101688176172269,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.531216893228279,0,0,0,0,0,0,0.103904707128949,0,0,0,0,0,0.252006055116911
X600036.CH.EQUITY,0,0.0743066456107155,0,0,0,0,0,0,0,0,0,0,0.180435486292153,0,0,0,-1.0842021724855e-19,0,0,0.00459972983749273,0,0.270817150754725,0,0.00683028483436833,0,0,0,0,0,0,0,0.285051430802826,0,0,0,0,0,0,0,0,0.0726309280880127,0,0.0446559925818988,0.0289835272112921,0,0,0,0.0929041355746582,1.6940658945086e-21,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240067952555734,0,0,0,0.480603103460644,0,-3.46944695195361e-18,0,0,0.0271431449126059,0,0,0.0767680328399743,0,0,0,0,0,0,0,0,0,0,0,0,0.111903824852306,0,0,0,0,0,0,0.0325087659354165,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.405983271261681,0,-0.248371755763174,0,0,0,0,0,-0.00301909749667659,0,0,0.33442157372316,0.770638677612514,-0.0368298390444321,0,0,0.256225413068177,0,0,0,0,0,0.389642015728059,0,0,0,0,0,0,0,0,-0.243649057654908,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0974589191548073,0,0,0,0,0,-0.164208391517342,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.299690121623927,0,0,0.031190467356045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223900570762223,0,0,0,0,0,0,0.200211714841995,0,0,0
X601658.CH.Equity,0,0,0,0.16404799348646,0.178749728575685,0,0,0,0,0,0,0,0,0.120218758966658,0,0,0,0,0,0,0,-0.0819229996389503,0,0,0,0,0,0.0301059978561585,0.0970289653403867,0,0,0,0,0,0,0,0.28161450461032,0,0,0,0,-0.00654432772710433,0,0,0,0,0,0,0.43411139120271,0,0
X601328.CH.EQUITY,0.102353479346717,0,0,0.459052375214833,0,0,0,0,0,0,0,0.0287826092681251,0,0,0.0387017247140241,0.0893035962150208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110537739813611,0.0346797730256555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443049674596127,0.109699645569694,0
X388.HK.EQUITY,0,0,0.264195053128411,0,0,0,0,0,0,0,0,0,0,0.0508365841902997,0,0,0,0.0502044247387713,0.158866308716728,0,0,0,0.0408211134214877,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0570513356834483,0,0.0238116767250344,0,0,-0.0170299302905427
X601166.CH.EQUITY,0,0,0,0,0,0.436137866533358,0,0,0,0,0.0526726449975406,0,0,0,0,0,0.0557959877812152,0,0,0,0,0,0,0,0,0,0,0,0,0.226431472288634,0,0,0,0,0,0,0,0,0,0,0,0.0102194045401229,0,0.0381341288593939,0,0,0.0108430669284961,0.0488568411637367,0.103347609314003,0,0
X600000.CH.EQUITY,0.303840211282379,0.0484192339928771,0,0,0.126815714044419,0,0,0,0.111836519871103,0,0,0,0,0,0,0,0.0305188488588871,0,-8.67361737988404e-19,0.0503928378723793,0.0726787682154503,0,0,0,0,0,0,0,0.0253864882450992,0,0,0,0.0232348906193838,0,0,0,0,0,0,0,0,0.0539471564752755,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0273182238543308,0,0,0,0,0,0.0313872309764301,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.138547137862574,0,0,0.42830151778293,0,0,0.120542686349748,0,0.193411404087024,0,0,0,0,0,0,0,0,0.0980221427948807,0,0,0,6.93889390390723e-18,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161461948241582,0.261167557764433,0,0,0,0,0,0,0,0,0.205933994752683,0,0.198039312508732,0,0,0,0.0775580556129609,0.152121411520244,0,0,0,0,0.125770791420211,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.18505399562382,0,0,0,0,0,0,0,0,0,0.275669152404635,0,0.101807470388813,0,0,0,0,0,0,0,0,0.136147326592668,0,0,0,0,0,0,0,0.0678366027403356,0,0,0,0,0.00982207178914635,0,0,0,0,0,0,0,0,0,0,0,0,0.163410808640043,0
X16.HK.EQUITY,0,0,0,0,0,0,0.342365168414262,0,0,0,0,0.0103675580386182,0,0,0,0,0,0,0,0.229202033251438,0,0,0,0,0,0,0,0,0.066042148652827,0,0,-0.0591479172911196,0,0.0306858060141979,0,0.263546666546525,0,-0.0695504817623122,0.131126048997205,0,-0.0677168206540146,0,0,0,0,0.0153845502858858,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.136327506404228,0,0,0,0.118926220707527,0.125239028864115,0,0,0,0,0,0,0,0,0,0,0,0.303573410167394,0,0,0,0,0,0,0,0,0.217568579770215,0.00148572928199524,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.140223635463697,0.0279384173769401,0,0,0,0,0,0.330401919441648,0,0.105894078215966,0,0,0,0,0.201747783983599,0,0,0,0,0,0,0,0,0,0,0,0,0.00488619075710888,0,0,0,0,0,0,0,0,0,0,0.111632284986018,0,0,0,0,0.0657793839452516,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323735138156283,0,0,0.113799961914205,0.0107356931281703,0,0,0,0,0.0718520781697483,0,0.244890706505631,0,0.132319709742118,0,0,0,0.153050447236124,0.135944247755912,0.00229392409430119,0,0,0,0,0,0.0388440276619398,0,0
X601601.CH.EQUITY,0.0299364030261209,0,0.701864386097218,0,0,0,0,0,0,-0.0953451401879153,0,0,0,0,0,0,0,0.121596616186958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276164162941608,0,0,0,0,0,0,0,0,0,-0.0289685574142851
X2388.HK.EQUITY,0,0,0,0,0,0,0.264485366697935,-5.42101086242752e-20,0,0,0,0.0723543377332881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381956774052881,0,0,0,0,0,0.0265624391806011,0,0,0,0.182391490354878,0,0,0.0367363711853074,0,0,0,0,0,0.0652566689971868,0,0,0,0,0,-0.0394746022652016
X601066.CH.EQUITY,0,0,0,0,-0.0212482317807706,0,0,0,0,0.0605868619348783,0,0,0,0,0,0.52450044669379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141866106480225,0.0963606834852741,0,0.198657367700833,0,0.0701027727245105,-0.103887105619472,0,0,0,0.108628084544966,0,0,0,0,0,0,0,0.149469933325456,0
X601998.CH.EQUITY,0,0.1408399674552,0,0,0.11160570009042,0,0,0.0191763799085218,0.0609110425615419,0,0.0849137995852776,0,0,0.102436589083758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184147996844758,0.0187254469254058,0,0,0,0,0,0.0135002749837921,0,-0.0343670471732176,-0.0536355216852941,0,0.0549919389415876,0,0,0,0,0.422411060035039,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.0386824099698719,0.319451285208447,0.0430177345025313,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.51013059513382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130954573322935,0,0,0.115621143668303,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.198646627460396,0,0,-0.0571759663956001,0,-0.135882539323353,0,0,0,0,0,0.0673666501981128,0,0,0,0,0,0,0.124031290946242,0,0.445311951644471,0,0,0,0.00156369564437711,0,0,0.0269079000657403,0,0,0.135307979019134,0.00332125166142929,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0503413404363824,0,0,0,0,0,0,0,0.241547285276774,0,0,0,0,0.0281694245127277,0.279482580811036,0,0,-0.104128403101157,0,0,0.243669229314391,0,0,0,0,0,0,0,0,0.177728953360289,0,0.238088960503156,0,0,0,0,0,0,0,0,-0.0626530313567674,0,1.38777878078145e-17,0,0
