,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.166991890753446,0,0,0,0,0,-0.192227241403688,0,0,0,0,0,0,0,0,0,0,-0.0220932523319012,0,0,0.384562636254547,-0.0313537279129166,0,0,0,0.430696230238386,0,0,0,0,-0.0693903366756586,0,0,0,-0.0344538774069121,0,0,0,0,0,0.0233514454691715,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0146774917792577,0,0,0,0,0,0.160958331604827,0,0,0,0.34811241603799,0,0,0,0,0,0,0.0217087560458633,0,0,0,0,0,0,0,0.206065209385994,0,0,0.0809749614686537,0,0,0,0,0,0,0,0,0,0,0,0,0.161853656897787
X601939.CH.EQUITY,0,0,0,0.764709274565371,0,0,0,0,0,0,0.116851307238065,0,0,0,0,0.101695776131117,0,0,0,0,0,0.00591936300999754,0,0,0.011155945766958,0,0,0.0681679220720652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.927606796515358,0,-0.00127390983477307,0,0,-0.0364388488153386,0,0,0.042211625860073,0,0,0,0,0,0.0096294345293827,0,0,0,0.0724992900198793,0,0,0,0,0.0721918315501351,0,3.46944695195361e-18,0,0,0,0.0299194016425955,0,0,0,0,0,0,-0.114073757566048,0,0,-0.0852521477510832,0,0,0,0,0,0,0,0,-0.0646219205847868
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,-0.0116928260132315
X601988.CH.EQUITY,0,0,0,0.0587969465824332,0,0.0230362507389149,0,0,-0.0624451887033343,-0.00903004981960678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706195699094791,0,0,0,0,0,-0.0272332342327806,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-1.73472347597681e-18,-0.128449518569564,0,1.00102308473296,0,0
X1299.HK.EQUITY,0,0.0325668198902364,0,0,0,0,0,0,0,0.20163375588715,0,0,0,0.182958110745937,0,0,0,0,0,0,0,0,0.313368631794873,0,0,0,0,0,-0.0562896089357091,0,0.0459307171570023,0,0,0,0,0,0.0649454148473748,0.0717785865312833,0,0,0,0,0.163133627894041,-6.93889390390723e-18,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521709622731977,0,0,0,0,0,0,0,0,0.0830848305698121,0,0.556617030773461,0,0,0,0,0,0,0,0,0,0.0266773219625226,0,0,0,0.198228033991644,0.259120617700509,0.32975760626927,0,0,0,0.235906333662759,0
X388.HK.EQUITY,0,0.212731049419568,0,0,0.170880238874171,0,0,0.0421885989768223,-0.0550501215267118,0,0,0,0,0,0,0,0,-0.072774515287033,0,0,0.037325434253163,0,0.178732408501183,0,0.135891845028478,0,0,0,0,0,0,0,0,0,0,0,0,0.23261970925538,0,0,0,0,0,0,-0.14575339061363,0.0918107731428709,0,0,0,-0.0718844084988016,0.230229397628671
