,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0657979365815464,0,-2.77555756156289e-17,0,0,0,0,-0.14379189041308,0,0,0,0,0,0,0,0,0,-0.145439101481198,0.646332083071174,0,0.762749555891262,0,0.0410211081542761,0,-0.107887881412914,0,0,-0.150221105929321,0,0.00697997263100405,0,0,0,-0.0167287879470173,0,-0.303802336545324,0,-0.0834525591314618,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.218623490019489,0.109025765291944,0,0,0.00495668577713502,0,0,0,0,0,0,0,0,0,0.260538645323981,0,0,0,0,0,0,0,0,0.112409902667218,0.0646858676747393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105762453593588,0,0.00955939455441476
X601939.CH.EQUITY,0,0,0,0.817478807128725,0,0,0.0385211580325878,0,0,0,0,0,0.0292577299534601,0.0547478667168654,0,0,0.0462054156695242,0,0,0,0,0,0.00140726748263101,0,0,0,0,0,0.00586755697384353,0,0,0,0.0158826100511256,0,0,0.0332542066491893,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,8.67361737988404e-19,0,0
X601288.CH.EQUITY,0,0,0.880175898177181,0,0,0,-0.0682992071571148,0,0,0,0,0,0,0.0405499789176096,0.0153094977348043,0,0.0325954135541892,0.125602734059537,0,0,0,0,0,0,0,-0.11964279204543,0.0305857628445773,0,0,0,0,0.00538197046103883,0,0,0,0,-0.0992535015584433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0167122178703614,0,0,0,-0.106217258929135,0,0,0.0458717646528196,0,0,0.531848285263606,0,0,0,0,0,0,-0.142412480345413,-0.0464511522962239,0,0,0,0,0,0.113922773702966,0,-0.240095609599554,0,0,0.0226443816769847,0,0,0,0,0,-0.0411705529080965,0,0,0,0,0,0.0608733972879969,0.105130724548903,0,0,0,0,0.481187953938627,0.253655274238705
X600036.CH.EQUITY,0,0,0.383881549656841,0,0,0,0,0,0.0768450757866671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371898871117607,0,0,0,0.435054013983875,0,0,0,0,0,0,0,0,-0.0314989183527496,0,0,0.078589745868328,0,0.097637573042387,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00165934969680337,0.82400467375632,0,-0.0532361002270365,0,0,0,0,0,0,0,0,0.143659717329773,0,0,0,0,0,0,0,-0.0696511378122481,0,0.0519623781455986,0,0,0.0349481136429367,-0.028545328397478,0,-0.015799899356701,0,0,0.0726652327348208,0,0,0,0,3.46944695195361e-18,0,0,0,0.172478239350689
X1299.HK.EQUITY,0,0,0,0,0,0,0.145168118650456,0,0.17266675668518,0,0.115203623690186,0.0128303187693051,0,0,0,0,0,0,0,0,0,0,0,-0.239143295232565,0,0,0,0,0.10807105297194,0,0.270349432885434,0,0,0,0,0,0,0,0,0,0,0,0.122753721694014,0.0600099380560354,0,0,0.425777039855119,0,0,0,0.0548275399473091
X5.HK.EQUITY,0,0,0,0,0,0,-0.208197841992383,0,0,0,0.0901470633580562,0,0,0,0,0,0.394975119929011,0,0,0,0,0.147193338048788,0,0,0.354643038216294,0,0.114302816425386,0,0.0962495374638462,0,0,0,0,0,0,0,0,0,0,-0.187968460748368,0,-0.00392318116973123,0,0.0979393941223974,-6.93889390390723e-18,0,0,0,0,0,-0.111303262240508
X601658.CH.Equity,0,0,0,0.226406004430144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257357729614842,0.111803778856971,3.46944695195361e-18,-0.174275550716801,0,0,0,0,-0.127481951181636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41120642245485,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.183171205141561,0,0,-0.109792410289473,0,0,0,0,0.086025839691377,0,0.0713257215409512,-0.114701645957194,0,0,0.109347780582699,0.00882449268900232,0,0,0,0,0,0.543956465087217,0,0,0,0,0,0,0,0,0.269551302463041,0,0,0,0,0,-0.0942735443179018,0,-0.182842995504886,0,0.0675392871838632,0,0,0,0.0692432143952695
X600030.CH.EQUITY,0,0,0,0,0,0,0.143192034451332,0,0,0,0.024060844066387,0,0,0,0.0225801294005832,0.191682253600536,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.548806190740088,0,0,0,0,0,0,0,0.0198071293885499,0,0,0,0.0277657798748172,0,0,0,0,0.0429918328815009
X601166.CH.EQUITY,0,0,0.0224313983875025,0,0.317042782110167,0,0,0,0,0.0202488027314298,0,0,0,0.179260059696791,0,0,0,0,0.0665193315616121,0,0,0,0.0512622322137957,0,0,0,0,0,0,0,0,0,0.0220892431669726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537930687611858,0.255477021903721,0
X600000.CH.EQUITY,0,0,-1.38777878078145e-17,0.0469245245771919,0,0.0670764573535425,0,0.0375614773891104,0,0,0,0,0.384578536355993,0,0.165116079837843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104219462478072,0.0161419181058091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,-8.67361737988404e-19,0.108705377753933,0,0,0,0,0,0,0,0,0,0.0859831137433061,0,0,0,0,0,0,0,0,0.329890351559943,0,0,0,0,0,0,0,0.0130386041995354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144986403252149,0,0,0,0.0487033772642249,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0363319840567802,0,0.00812895626299082,0.462581828763342,0,0,0,0,0,0,0,-0.0613898023873102,0,0,0,0,0.0318104457833554,0,0,0.242713795487043,0,0,0,0,-0.039967048186172,0,0.215579671656769,0,-0.00549162712134814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0952946159612274,0,0,0,0.018266878831509,0,0,0,0,0,0,0,0,0,0,0.205306414150748,0,0,0,0.0348147235873515,0,0,0,0,0,0,0,0.0339620494661606,0.0325091037767273,0.118830774587849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551785507701497,0,0,0.045155264712593,0.00201861773422514,0
X601319.CH.EQUITY,0,0,0,0.26770233852937,0,0,0,0,0,0,0,0,0,0,0.0101920340749807,0,0.0412697299612347,0,0,0.0958270037909184,-0.0100468866105589,0,-0.0513059185785794,0,-0.013106475050608,0,0,0,0,0,0,0,0,0.0801686016087523,0,0,0,0,0,0,0.281443437371725,0,0,0.0231064163214931,0,0,0,0.307105824499509,-0.136302477038218,0,-0.0450005323791836
X000001.CH.EQUITY,0,0.100996713952059,0,0,0.107469549268519,0.106337661164052,0,0,0.0489586718904812,0,0,0,0,0,0,0,0,0,0,0.0970692217176132,0,0,0,0,0,0.00574969728970984,0,0,0,0,0,0,0.254938184628564,0,0,0.0248256309829783,0,0.0772452580612547,0,0,0.0268800526781895,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.648167096781996,0,0,0,0,0,0,0,0,0.0596294540915356,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.077110575153395,0.0182574860325201,0,0,0.0380543714464379,0,0,0,0,0,0,0,0,0,0,0.18183857215918,0,0,0,0,0,-0.0819043373043068,0,0.119256101821217,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.172173968729986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172172237988383,0,0,0,0,0,0,0.166377637399861,0.207542560189885,0,0,0,0,-0.0479625470875247,0,0.139556304732928,0,0,0,0,0.171525668042099,0,0,0,0.173025566078797,0,0,0,0
X688.HK.EQUITY,0.160643087507732,0,0,0,0,0,0,0,0,0,0.000657675148752456,0,0,0,0,0,0.0370230604439414,0,0,0,0,0,0,0,0,0.0862629457477798,-0.134469062094751,0,0,0.653570631846012,0.0856845408469354,0,0,0,0,0,0,0,0,0,0,0,0,0.211096711510536,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0466863579886147,0,0,0,0,0,-0.13752291191302,0,0,0,0.147570858550099,0,0.153533959195477,0,0,0,0,0,0.0219027343267315,0,0,0,0,0.0596060873896677,0,0,0.142187543703567,0,0.160346819376074,0.125246293507234,0.0175274182747479,0,0,0,0,0,0,0,0,0,0,0,0,-0.300424980667023,0,0.0711461685946447,0,0,0
X601998.CH.EQUITY,0.297785134735635,0,0,0,0.208991083495586,-0.048491976722808,0,0,0,0,0,0,0,0,0,0,0,0.107793377490101,0,0,0,0.00360246184120305,-0.0336055739142904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477845547787134,0,0,0,0.0841768295912654,-0.0624134797737456,0,0,0,0.242179041535318,-0.146486124125619,0.390254102941098,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.340617100975082,0,-0.116625032087544,0,0,-0.183445976772561,0,0.019665829209796,0,0,0,0,0.25992000875481,0,0,-0.132330952950327,0,0,0.157150860511511,0,0,0,0,0,0.211631990023923,0,0,0.11795053772119,0,0.0499711217072832,0,0.0672294330279693,0,0,0,0,0,0,0.0351893654081626,0,0,0,0.00318702917608317
X1109.HK.EQUITY,0,0,0,0,0,0.429238382373188,0,0,0,0,0,0,0,0,0,0,0,0,0.200944237420218,0,0,0,0,-0.034763703735869,0,0,0,0,0,0.207417816715374,0,0,0,8.67361737988404e-19,0,0,0,0.137482730546215,-0.0124724497579247,0,0,0.0769296219160342,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0.0702442769358231,0,0,0,0,0,0,0.108367785867181,0,0,0,0,0,0,0,0,0,0.0040319481779805,0,0,0,0,0,0,0.22541846934102,0,0,0,0,0,0,0,0,0,0,0,0,0.131536167467916,0,0,0.0300072700867334,0,0,0.0447210390703612,0,0,0.412612503224143,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.12335229664755,0.14724610803472,0,0,0,0.2766217319917,0,0.0287035498147617,-0.0695437906091658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194142942670597,0,0,0,0.0179514887839233,0.170493593840252,0,0,0,0,0.173378016189093,0,0.0508684472010653,0.0788633173755749
X2007.HK.EQUITY,0.0670622213526434,0,0,0,0,0.102647464629337,0.0254930128217481,0.395136603682596,0.0756637671116839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403605343832104,0,0,0.0601625993357536,0,0.0850755955811535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967989927639115,0,0,0,0
X267.HK.EQUITY,0,0.135878351995057,0,0,0,0,0,0.00733554219274041,0.0376875216579902,0,0.110920980904765,0,0,0,0,0.184241928584563,0,0,0,0,0,0.211487742131994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820362981342962,0,0,0,0
