,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0510108960338344,0,0,0,0,0,0.22609797136967,0,0,0,0,0,0,0,0,0.0389526048690042,0.179002280282201,0,0,0,0,0,0.152893566936071,0,0,0,0,0,0,0,0.0628649181553873,0,0,0,0,0,0,0,0,0,0.286883743524638,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.302837986478383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302131153754939,0,0,0.139299329176313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985650965448304,0,0,0,0,0,0,0,0.0626874134069903,0,0,-0.160381465992864,0.117840810064068,0,0.0711269626682424
X600000.CH.EQUITY,0,0,0,0,0.314175526804174,0,0,0,0,0,0.0857838143697138,0,0.214107864318173,0,0,0,0,0.125884032612688,0,0.121359507283651,0,0,0,0,0,0,0,0.109544958613882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0.21223682767564,0.214801646189883,0,0,0,0,0.0479304549182422,0.139942276012137,0,0,0,0,0,0.178896126493856,-0.116108212481719,0.0152177235261721,0,0.00506236139643498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175670142620409,0,0,0,0,0,0,0,0,0,0.122793763927923,0.149084271279843
X600016.CH.EQUITY,0,0,0.0780480604627222,0,0,0,0,0,1.38777878078145e-17,0.240880043375351,0.134668668226939,0.0615089970275405,0.22745295842297,0,0.0328544224970594,0.103342016505006,0.123272848270743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.013050205347915,0,0,0,0,0,0,0,0.446232967754252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384670112586381,0.202978247049661,0,0.0202732281622031,0,0,0,0.0402853846464567,0,0,0,0,0.102633675575859,0,0,0,0,0,0,0,0.0549227066772662,0,0,0.0352252731179422,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.0699155429609982,0,0,0.125892458049832,0,0.217985564493353,0,0,0,0,0,0,0.0320676247088562,0.216320144288754,0.0432741408132587,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.214922747451256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.195229346583034,0,0.0466336192180256,0,0.114185809100747,0,0,0,0,-2.16840434497101e-19,0.0425521409476867,0.0225568427689035,0,0,0.088520384746482,0,0,0.094596751335517,0,0.216890570781558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757539929193126,0,0,0,0,0,0,0,0,0,0,0.028883911578896,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0118180019097566,0,0.0745871329669344,0.0820545535654728,0.238743146829339,0,0,0,0.142612613172383,0,0,0.0256293186319697,0,0.189719325242172,0.108251650677081,0,0,0,0,0,0,0,0,0.0476123284320291,0.0209631652735375,2.16840434497101e-19,0,0,0,0.0115713149292474,0,0,0,0,0,0,0,0,0,0,0,0,0.0595289929995679,0.0214928663998478,0,0,0,0,0,0.00825151557301413,0
X601169.CH.EQUITY,0,0,0.116781753378861,0.148503375432617,0,0,0.212097394331514,0,0,0,0,0,0,0,0,0,0,0,0.0186952524861235,0.465468388898139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.101051401823571,0,0.0477723828571475,0,0,0.131905753830379,0,0,0,0,0.0211253654937066,0,0,0,0,0,0.227929347105776,0.33890801938494,0,0,0,0,-0.112882398436607,0,0,0.0330153712642551,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0915640906230417,0,0,0,0,0.0603118997112507,0
