,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.212243744253696,0,0.185821033442816,0,0,0,0.384055473350527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360516841164858,0,0,0,0,0,0,0,0,0.139703560666965,0,0.00627010551355535,0,0,0,0,0,0,0,0,0,0.0268623723679899,0,0,0.124410838965684,0,0,0
X002142.CH.EQUITY,0.410818469694465,0,0,0,0,0,0.0141666334594313,0.0530172012569836,0,0,0,0,0,0,0,0,0.0340714338440687,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110658067850354,0,0.116371140477683,0,0,0,-0.0987013210065898,0.227832001792619
X600000.CH.EQUITY,0,0,0,0,0.0668752832592984,0,0.0445627598812873,0,0,0,0.219628072278537,0,0.317443089535342,0,0,0,0,0.0677970607298316,0,0.16762047029913,0,0.0357123674332188,0,0,0,0.0422820501672354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0422009613383872,0,0,0,0,0,0,0,0.401827918866537,0,0,0,0,0.150090311113641,0,0,0.140926665143277,0,0,0,0.076541942741504,-0.230648231573574,0,0.273587434516139,0,0,0,0,0,0,0.139320202353112,0,0,0,0,0,0,0,0.0201305856323645,0.0597134051057931,0,0,0,0,0,0,-0.0345080992868422,0,0,0,0.0470387854437814
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.242747567069692,0.000386456485143714,0.0795729147180356,0.401896013505584,0,0,0,0.181639720216698,0,0,0.0884197309518739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0967257788345554,0,0,0,0,0,0,0.415235462116072,0,0,0,0,0,0,0,0,0,0,0,0.00553450078759007,0,0,0.186889489235101,0,0,0,0,0.00552819306885005,0,0,0,0,0.0694795998010891,0,0,0,0.136313685326582,0,0.00226838734983801,0,0.0661674049929322,0,0,0,0,0.084733079549126,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.197649729462174,0,0.204808550260111,0,0,0.194196671272977,0,0,0.0490641983744429,0,0,0.0268408117491859,0,0,0,0,0,0,0,0.247080242189099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0243465684908118,0,0,0.0782093427660761
X601009.CH.EQUITY,0.116147729985692,0,0.0501305059088121,0,0.371893267951872,0,0,0,0,0.00673989931519833,3.46944695195361e-18,0,0.0445438873643983,0.0355767645016347,0.0544130488293972,0,0,0,0,0.175101006909568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433145608003678,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.060482947154664,0,0.0650727488531794,0,0,0.153141096515912,0,0.273909994162763,0,0,0,0,0,0,0.276783469973532,0.100643626321241,0,0,0,0,0,0,0,0.02421355793395,0.0884052608759336,0,0,0,0,-0.00454983186957739,0,0,0,0,0,0,0,0,0,0.011065370453734,0.00951020649848962,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0389181098061501,0.245818630301621,0.281134139226424,0,0,0.0211586974353989,0,0,0,0,0,0,1.73472347597681e-18,0.016352944032673,0,0.0379232555823646,-8.67361737988404e-19,0,0.11518476922798,0,0,0,0,0,0,0.0692499521740411,0,0,0,0.0109607247380328,0,0,0,0,0,0,0,0,0,0,0,0.0463255171946194,0.132965552456563,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0560333767924581,0.249012521544084,0,0,0,0,0.314710737631088,0,0,0,0.245104951165928,0,0,0,0,0.00964200248803949,0,0.0960925746050238,0,0,0,0,-0.0344670191488696,0,0,0,0,0,0,0,0,0,0,0.0756219434549922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.096865266912682,0.403675939244463,0,0,0.388086185819575,0,0,0.0507597755356063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.337332179180092,0,0.117951375736589,0,0,0,0,0.0804907962907662,2.71050543121376e-20,0.322727079835481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246886282356003,0.0786323069379289,0,0,0,0.00260427664677195,-0.0547515152334139,0,0,0,0,0,0,0,0,0.117779527898046,0.00649544911025294,-0.0162492759756555,0
X601398.CH.EQUITY,0.0260920633077391,0,0,0,0,0,0,0,0.279181508666109,0.00135774433493433,0,0.392792016251343,0,0,0,0.0631953405382597,0,0,0.00532093000833564,0,-0.106289028536297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.226362760375692,0,0.0530647545383317,0,0,0,0
