,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.107461243216118,0.0654856115931366,0,0,0,0.0530644965271198,0.360684542014279,0,0,0,0,0,0,0,0,0,0,0,0,0.0197170510408865,0,0,0,0,0,0.0254811349439546,0,0,0,0,0,0.0136264676023136,0,0,0,0.0251750107953918,0,0,0,0,0.157304584941919,0.0788444498047364,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.173479234151579,0,0.0336195845144032,0,0,0.357039854256237,0,0,0,0,0,0,0,0.208343026518372,0,0,0,0.0303553968502578,0,0,0,0,0,0,-0.125863616040143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25745390818693,0,0.0548578432301695,0.00390129455021616,-3.85155309195408e-05,0.00251171073449813,0.0212318921479839
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0716609186524982,0,0,0,0,0,0,0,0.450695075295251,0,0,0,0,0,0,0.0263596769575012,0.0207874935678266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173021402442496,0.0154829022537923,0,0,0,0,0,0,0.0629551879493482,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0773593200022387,0,0,0,0,0,0,0.47297163903215,0.0781710065524591,0.156207904242203,0.148493010833427,0,0.0365640603136706,0,0,0.00263504519092153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124071819198815
X600015.CH.EQUITY,0,0,0,0,0,0.109517655719752,0,0,0,0,0,0,0.230768512434441,0.248758839293343,0,0,0,0,0,0,0,0.0542468318302384,0.0825933476985599,0,-4.33680868994202e-19,-0.0707472204660552,0.347773287144788,0,0.0998689391636228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757692556682521,0,0,0,0,-0.125068371298662,-0.0431684496116024,0.00229065077695188
X600016.CH.EQUITY,0.148779540745527,0,0,0,0.216236058082014,0,0,0,0,0.0809157841664724,0,0,0,0,0,0,0.0353347477919359,0.283190226303608,0,0,0,0,0,0,0,0.176024856325104,0,0,0,0,0,0,0,0,0,0,0,0.0613280204077188,0,0,0,0,0,0.0297882812014121,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.391290255491156,0.104831015037444,0,0.021057506427649,0,0.113245495406691,0,0,0,0.0417785752562102,0,0.144309914664925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978454379997581,0,0,0,0,0,0,0,0,0,0,0,0,0.00138601790019756,0,0,0,0,0,0,0,0,0.0140239141361448,0
X600919.CH.EQUITY,0,0.0659018546750681,-0.00309662908759689,6.93889390390723e-18,0.244700398156714,0,0,0,0.532131893413435,0,0,0,0,0,0,0.0551742719155368,0.0691463993727834,0,0,0,0.0593400161051322,0,0,0,0,0,0,0,0,-0.0977981699918863,0,0,0,0,0,0,0,0,0,0,0,0,-0.00563330482583371,0,-0.121382679190237,0,0,0,0,0,-0.0692552108070069,6.93889390390723e-18
X600926.CH.EQUITY,0,0,0,0,0,0,0,0.312379353958591,0,0,0,0,0,0,0.00291721829411849,0.294210308925555,0,0,0,0.232118738299974,0,0,0,0,0,0,0,0,0,0,0,0.118346839200647,0,0,0,0,0,-0.216827878136586,0,0,0,0.0443879437361172,0,0,0,0,0,0,0.218594381177625,0,0,0.056170647615327
X600928.CH.EQUITY,0,-0.0416115186260289,0.197087583257428,0,0,0,0,0,0,0,-0.0241756423328816,0,0.0255115812796819,0,0,0,0.134931986352638,0.125780936384488,0.150014568263206,0,0,-0.0781206182751814,0.386624297893799,0,0,0,0,0,0,0,0.0623668081987629,0,0,0,0,0,0,0,0,0,0.0113520875619184,0,0,0,0,0,0,0,0,0,0,0
