,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.218811771620403,0,0,0,0,0,0,0.047723973876445,0,0.171566197608326,0,0,0,0.0429532204638642,0.0600399181756628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.131920700141982,0.0342079674007398,0,0,0,0,0,0.00732185915965777
X002142.CH.EQUITY,0.233974815822465,0,0,0,0,0.181164213842305,0,0,0.0391046403613929,0,0,0,-0.0340366610936675,0,0,0,0,0,0,0,0,0,0.482990763353654,0,-0.119593847065205,0,-3.46944695195361e-18,0.120939505115968,0,-0.1252837488268,0,0,3.46944695195361e-18,-0.0323831454825516,-0.0133154665622408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319361692312342,0,0,0.0457167450180733,0.0492655517842045
X600000.CH.EQUITY,0,-0.00752587484721176,0,0,0,0,0,0,0,0,0,0.208587329907608,0,0.0518060462708562,0,0,0,0,0,0,0,0,0,0,0.364143459279779,0,0,0,0,0,0,0,0,0,0.0667741909921813,0.0724458425792195,0,0,0,0,0,0,0,0.209902011320863,0.0992017715130726,0,0,0,0,-0.0011894271576467,-0.0393167405126405,-0.0496973741309601
X600015.CH.EQUITY,0,0,0,0,0.172777151829426,0,0,0,0,0,0,0,0,0,0,0.12510743935423,0.220516464355246,0.0331522318453467,0,0.208455334955065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147048115151306,0,0.16924329044952,0,0,0,0,0,0,0.0567180977648515,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446328559515101,0,0.0550545255505605,0,0,-0.0870816029599166,0.0500010925172364,0.362712981044566,0,0,-0.021214700066449,0,0,-0.00563082195704717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141271162111769,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.074155910592987,0,0,0,0,0,0,0,0,0.0471776220808943,0,0.258601369707829,0.236703770063764,0,0,0,0.21157511787807,0,0,0,0,0.234297922825754,0,0,0,0,0,0,0,0,0,0,0.0350290955490588,0,0,0,0,0,0,0,0,0,0,0,0,-0.140675035488072
X600919.CH.EQUITY,0,0.0914782493504396,0,0,0,0.044470557288873,0,0,0.113101580299586,0,0.201338849451583,0,0,0,0,0,0,0.0428416915617601,0.0270934602988625,0,0,0,0.389652888704362,0,0,0,0,0,0,0,0,0,0,0,0.0396107833861864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.436050269515327,0,0,0,0.0688053832410154,0,0,0,0,0.116950433727637,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.267401537370273,0,0,0,0.0773469975798876,0.0472515931760493,0,0,0,0,0,0,0,0,0,0,0,-0.00382194376833865
X601009.CH.EQUITY,0,0,0,0,0,0,0.250705447965559,0,0,0.308229391229158,0,0,0.118577597647615,0,0,0,0,0,0,0,0,0,0,0.0264690216219436,0,0.0864086398544198,0,0,0,0,0,0,0,0,0.15776231746086,0,0,0,0,-0.181249735836048,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.239825329514049,0,0.167114017385537,0,0,0,0,0,0.388184985227289,0,0,0,0,0,0,0,0.102719300688219,0.00416005316857396,0,0,0,0,-6.93889390390723e-18,0,0,-0.0699531566101084,0,0,-0.102770745876294,0,0,0,0,0,0,0,0,0,0,0,0.059364146232568,0,0,0,0,0,0,0,0,0,0,-0.115888889598592
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0476470030139037,0,0.0725106502330278,0.0659931309887123,0,0,0,0.0176089831663915,0,0.109452207422886,0.215639784980672,0.269363972279835,0.0890431652481539,0,0,0.0494716007295155,0,0,0,0,0,0,0,0,0.000805177081906892,0.0114052252009677,0,0,0,0,0.0475366218814219,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39892059274611,-0.189068547125213,0,0,0.319653254728418,-0.0200951117914503,0,0.11047398741417,0,0,0,0,-0.0519784435503847,0,0,0,0,0,0,0,0,0,0,-0.0750589038905187,0,0,0,0,0.431890772144687,0,-0.0140445767204881,0,0,0,0,0.0154028407719503
X601288.CH.EQUITY,0,0,0,0,0,0,0.0649991172829677,0,0,0,0.18056312512266,0,0,0,0.162595617435401,0,0,0,0.0569076374269153,0.0755827502423408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154751797802983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892958722648306
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00191235103975951,0,0,0,0.453529751701167,0,0.197476984260428,0.089157228164445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504745917920311,0,0,0,0,-0.0427952463313548,0,-0.0446331042613577,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0165631219906201,0,0.19153462703458,0.195386840945789,0.0800473021754158,0,0,0,0,0.227189645017896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561721942671469,0,0,0,0,0,0,-4.33680868994202e-19,0,0.112083706548834,-0.0352289508972915,0.0456833683342043
X601577.CH.EQUITY,0,0,0,0.0795880593273221,0,0,0,0,0,0,0,0.16751669399886,0,0,0,0,0.0760412888964013,0,0,0.00756760357430834,0.514219273015931,0.00642874240495394,0,0,0.0812144123978949,0,0,0,0,0.0208983127227279,0,0,0.0126640626302612,0,0,0,0,-0.0426027107185009,0,0,0.0143727053565775,0,0.027431531930382,0,0,0,0.0478714960381887,0,0,0,0,0
