,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.245559761776157,0,0,0,0.248533797916909,0.0787375149362861,0.222759866472452,0,0.281035280363292,0.027403004788904,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22867034512646,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.179749047573415,0,0,0,0,0.124053926770098,0,0.0049353426147287,0,0,0,0,0,-0.0576824840313033,0,0,0
X002142.CH.EQUITY,0.160328148865689,0,0,0,-0.0523267546474043,0.153590983746072,0,0.118949746203182,0,0,0,0,0,0,0,0,0,-0.129299292256208,0,0,0,0,0,0,-0.00766691321829833,0,0.0382705547765797,-0.145117661863257,0,0,0,0,0,0,-0.0980170188959415,-0.0670755804220013,0,0,0,0,0.211826803850938,0.234268528907777,0,0.284554687518773,0,0,0,0,0,0,-0.105267103112894,-0.0861423969649936
X600000.CH.EQUITY,0.0795847817636882,0,0,0,0,0.0500217919728377,0,0,0,0,0,0,0.534913294078138,0,0,0,0,0,0,0,0,0,0,0.0214522334638884,0,0,0.159404764182669,0,0,0,0.044185737107983,0,0,0,0.0181632330672855,0,0,0,0,0,0,0,0,0,0,0,-0.0302732467615598,0,0,0,0,0.134429310025067
X600015.CH.EQUITY,0,-0.104041231512416,0,0,0.195736373024721,0,0.0602201488635892,0,0,0.167259958928181,0.030702478634174,0,0,0,0.284691304954331,-6.93889390390723e-18,0,0,0,0,0,7.17562130326877e-06,0,0,0,0.00294807015775606,0,0,0,0,0,0,0,0,0,0.0614405629147523,0,0,0,0,0,0,0,0.196474512952964,0,0,0,0.0182461589353728,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.267116687055313,0,0,0.131933714645137,0,0,0,0,8.67361737988404e-19,0.149434016190743,0,0,0,0.101399160174937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0594435534346811,0,0.0440381070993299,0,0,0,0,0.11086407761978,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.214060126768758,0.145646383073395,0.279635815065319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.58532713530111e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530889216738349,0,0,0,0,0,0,0,0,0,0,0.0461559018384016,0,0.264592344612844,0,0.00462773320886181,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0325776511104895,0,0,0,0,0.218792066687989,0,0,0,0,0,0,0,0,0,0,0.0401437244311788,0,0,0.0145667760923678,0.0850087927312317,0,0,0,0.0295921165761078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.192458554105958,0,0,0.152648137505411,0,0,0.0722759471171991,0,0,0.0212595872866163,0.147550574494974,0.0931790830573527,0,0,0.217197088933824,0.121646276428221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026099051343464,0,0,0,0,0,0,0,0,0,0,0.0634862863901279,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,-4.33680868994202e-19,0,0,0,0,0.446992473117704,0,0.506805222420292,0,0.022366656091994,0,0,0,0,0,0.0182562898734743,0,0,0,0,0,0,0,0,0,0,0.0401186762757771,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265774754999367,0,0,0,0,0,0,0.0696012237884695,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.21459421077172,0.36842112723577,0,0,0,0,0.0266337827552784,0,0,0,0.28936111216231,0,0,0,0,0,0,0.0632649690086649,0,0,0,0,0,0,0.0322091733548933,0,0,1.38777878078145e-17,-0.0402155854114857,0,0,0,0,0.0387882742481055,0,0.0218217928937362,0,0,0,0.0478296696003387,0,0,0.193594782677371,0,0,0,0,0,-0.0163610470179805,0
