,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0.0664602661731936,0,0,0,0,0.543424933857758,0,0,0,0,0,0,0.140379633384413,0,0.162156413261753,0,0,0,0,0,0,0.0302629138439442,0,0,0.158636027417409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11698656260462,0
X002142.CH.EQUITY,0,0,0,0,0.173339049991383,0,0.314461550445691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152149781972416,0,0,0,-0.0386587327928172,0,0,0,0,0,0,0,0.0791949621380078,0,0,0,-0.00795579700275286,0,-0.0215176683752603,-0.0457714962070608
X002958.CH.EQUITY,0.0106435309980298,0,0,0,0,0,0,0,0,0.0332595336348254,0.108194190677089,0,0,0,0,0,0,0,0,0,0,0.0840222871025376,0.0434363286610629,0,0,0.391867227627925,0.275175736673322,0.0585074772806068,0,0,0,0,0.129878024919351,-0.111012274019777,0,0,0.0796462762810389,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447316753358483,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.476446257850797,0.298145031551763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720216620052717,0,0,0,0,0,-0.0750565739220094,0,0.223431472221498,0,0,0,0,0,0,0.0932603440144585,0,0,0,0,-0.0591640698670595,0.0854244229870935,0,0,0
X600015.CH.EQUITY,0,0,0,0.0964154779347728,0,0,0,0,0,0,0,0,0,0,0.121781798309275,0.251272333671698,0,0,0,0,0,0.176135207456258,0,0,0,0,0,0,0,0,0.107001442546372,0,0,0,0,0,0,0.0317801723386898,-1.73472347597681e-18,0,0,0,0.141942544068396,0.0286580522542186,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0367757743878507,0,0.0142830547153636,0.260411307310916,0,0,0,0,0,0,0,0,0,0.0641077878900828,0,0,0,0.217674041545207,0,0,0.217979190650378,0,0,0,0,0,0,0,0,0,0,0.259531426899817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.146419048814533,0.0888219900244694,0,0.418850393183252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275551630240691,0,-0.106870399225734,0,0,0,0,0.390381626871495,0,0.113450331311042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197665853925656,0.0318483163685386,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.462271065974977,0,0,0,0,0.0205917275665336,0,-6.93889390390723e-18,0,0,0,0,0,0,0.128985703946358,0,0,0,0,0,0.24581405268861,0,0,0.0363465786712288,0.0627165796557802,0,0,0,0,0,0.0416875163166628,0,0,0,0,0,3.46944695195361e-18,0,0,0.022391746659961,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.110873852413715,0,0,0,0.215602553565671,0,0,0,0.0524283251389413,0,0,0,0,0.366717615506318,0,0,0,0,-0.2291695204156,0,0,0.20780992007075,0,0,0,0,0.215266381905545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07886194153476
X600928.CH.EQUITY,0,0,0.238651314470598,0,0,0,0,0,0.100453249753283,0,0,0.101997731732192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313386323525835,0,0,0,0,0.0137674615089635,0,0,0,0,0,0.104767057145587,0,0,0,0,0,0.141610954804761,0,0,0,0,0,0,0,-0.101394950204195,-0.00969369550430446
