,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.107646947151333,0.0472877777730868,0,0,0.0628855058342063,0,0.218925394464496,0,0,0,0,0.00249035217020602,0,0,0,0,0.112029863924713,0,0,-0.0649606307398819,0,0,0.172475335172356,0,0,0,0,0,0,0,0,0,0,0,0.058516917806423,0,0,0,0,0,0.27536617533521,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.348024320185863,0,0,0,0,0,0,-0.0463252769517266,0,0,0.404036214545333,0,0,0,0,0,0,0,0.102720329988503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272605197918795,0,0,0,0,0,0,0,0.0708161633305155,0.0476452704852161,0,-0.013629854198529,0,0,0
X600000.CH.EQUITY,0.00831055897189265,0,0,0,0.0307803495983331,0,0,0.216702869925945,0,0,0.0119966278919817,0.0133141885904877,0,0.262362833186984,0,0.1030541285321,0,0.0522184236555085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198596815393446,0,0.011923404361547,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0.340973214427717,0.356915009628963,0,0,0.11768826407999,0,0.130388140474032,0.0510832313411159,0,0,0.000182150766981713,0,0,0,-0.126714655218765,-1.73472347597681e-18,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,3.46944695195361e-18,0.0495159394574629,0.0602777867235476,0.124785019054358,0.3591389579684,0.152384389074574,0.154945764706946,0,0,0.0291714127627281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410443722496776,0,0,0,0,0
X600036.CH.EQUITY,0.0608497996951418,0.169019366442451,0,0,0.0702525616940891,0,0,0,0,0,0,0,0,0,0,0.043440255541327,0,0,0,0,0,0,0,0,0.0328088527002586,0,0.138097463895255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217965311677257,0.284478824889622,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.00741405527995522,0.0413341298510687,0,0,0,0.175646200045857,0,0,0,0,0,0,0,0.0781222371695231,0,0.0415174760244197,0.112412561375993,0.0506863946033887,0,0,0,0,0,0,0,0,0,0,0.0434114857439162,0,0,0,0,0,0,0,0.170060288898392,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.275862796066235,0,0.112689971946388,0,0,0.0270703209112731,0.0875516423551658,0,0,0.219608608574044,0.0100134089152322,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867077348393644,0,0.060199813841495,0,0.0618996545402279,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430263378543658
X601166.CH.EQUITY,0.0528131211419395,0,0.0190411203164123,0.0875279230497436,0,0.383537749495411,0,0,0,0,0.0389229015764359,0,0.0633065156322073,0,0.23553902772869,0,0,0,0.00944157983221555,0,0,0,0,0,0.0301508768837085,0,0.0435825576858285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272708205296105,0,0,0,0
X601169.CH.EQUITY,0,0.0749365357830987,0,0.250937052186537,0,0,0.356959681440552,0,0,0,0,0,0,0,0,0,0,0,0.0991756649499701,0.188409968893847,0,0,0,0.070732853256054,0,-0.0145209027212147,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0274649862768745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
