,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0.0562388861676843,0,0.0109682918709958,0.186661694454071,0.207400527639593,0.0200001750329096,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0978233433264456,0,0,0,0.00329024578174947,0,0,0,0.196396189070518,0,0.0363743113235402,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0932982375986851,0,0,0
X002142.CH.EQUITY,0.0331109345550595,0,0,0,0.0309881528869919,0.536658577188442,0.0338345076246535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263115067920787,0.154544252654309,0.147143030179559,-0.303071805653907,0,0,0.114160620749346,0,0,0,0,0,0,0,0,0.0581369127183822,0,0,0,0.0860270170184679,0,0,0.412125740445251,0,0,-0.250679325051459,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.288570594308836,0,0.0879348572214096,0,0,0,0,0,0.0679414706158578,0,0,0,0,0.378661022938126,0,0,0.207071447385424,0,0,0,0,0,0,1.73472347597681e-18,0.0792782870527149,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.118076582049348,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.533613890922805,0,0,0,0,0.0820907451733493,0,0,0,0,0.141753140583891,0,-0.0308546216088422,0,0,0,0.189785405794834,0,0,0.0159015186879711,0,0,0,0,0,0,-0.120232993605168,0,0,0,-0.0204213137384845,0,0.0393052986573202,0,0,0,0,0,0,0,0,0,0.0770097105793434,0,-0.0679672973403666,-0.00845923059212875
X600016.CH.EQUITY,0,0.246477921800463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654188400350011,0,0,-0.04836154485203,0.707241830196288,0,0,0,0,0,0,0,0.0326827534527347,0,0,0,0,0,0,0.0725733869566247,0,0,0,0,0,0,0,0,-0.244530624487864,0,0,0,-0.0327251075201767
X600036.CH.EQUITY,0.0291148687882135,0.104321317509965,0.134598563538655,0,0,0,0,0,0,0.0103335490173409,0.360640737801265,0,0,0,0,0,0,0,0,0.0782689833628912,0.0600853564181951,0,0.00103008773032873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336952624754245,0,0,0,0,0,0.0337803172286803,0,0.0437429095665311,0,0
X601009.CH.EQUITY,0,0,0,0.810982809429282,0,0.0773616014703681,0,-0.105123004622481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642624041097763,0,0,0,0,0.0773112843685656,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168857992153098,0,0,0.113672744289129,0,0,0.0582129059381142,-0.00632955889451206,-0.0157859786838232,0,0,0
X601166.CH.EQUITY,0,0,0.0506460201245471,0,0.0753152826951983,0.15263705074888,0,0,0.340860718455769,0,0.0117686620054456,0,0,0,0,0.25988505969397,0.00137578657349012,0.0572279854777548,0,0,0,0.00988883789294964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531697442766524,0,0.0281856987043402,0,0,0,0,0,0,0.0340000467066189,0,0,0,0,0
X601169.CH.EQUITY,0,-0.045606707454086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752705663216812,0.124450436303106,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.044812615706012,0.0407731289509668,-1.73472347597681e-18,0,0,-0.0277381303362954,0,0,0.0132216519778193,0,0,0,0,0.00358539156146663,0,0,0,0,0,0,0.0711803431492973,0,0,0,0,-0.0195603762715944
X601229.CH.EQUITY,0,0,0.0223745126486664,0,0,0,0,0,0,0,0,0,0.81955651427396,0,0,0,0,0,0,0,0.247638331123881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273670299285127,0,0,-0.0501175236801185,-0.170784247660608,0,0,0,0,0,-0.052665669449258,0,0,-0.157219453308553,-0.0441842488017622,0.135587496556685,0.0218208369181019
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828873196874204,0,0,0,0,0.0549228691583001,0,0,0,0,0.0882432950424276,0,0,0.0316273610209042,0,0,0,0,-0.00780590396665218,0,-0.00136944927995576,0,0,0.0630397721830386,0.0562360246764996,-0.204369578139397,0,0,0.0129703461690699,0,0,-0.0162157313931318,0,0,0,0,-0.0309210759673931,0
X601328.CH.EQUITY,0,0,0.0849040669067522,0,0.390572890640431,3.46944695195361e-18,0,0,0.00559903703149458,0.0783692165702704,0.140297185623127,0,0.10839222727459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025375577364002,0,0.0533873739055364,0,0,0,0,3.46944695195361e-18,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,-3.46944695195361e-18,0,0,0,0,0.143539408156064,0,0,0,0,0.0484192233654467,0,0,0,0,0,0.617027801535475,0,0,0,0,0,0,0,0,0,0,-0.358176659398686,0,0,0,-0.14958858864381,0,0,0,0,0,0,0.0986130111286211,0,0,0,0,0,0,0.00304235960674961,0,0.149309176218335,0,0.00689917418138771,0,0
X601818.CH.EQUITY,0,0,0.0909550931079529,0,0,0,0,0,0,0,0.311927851640434,0.0434823603646399,0,0,0,0,0,0,0,0,0,0,0,0.00978626466415216,0,0,0,0.028348310591208,0,0,0,-0.0256154781445655,0,0,0.129631638792913,0,0,0,6.93889390390723e-18,0.0883234428260301,0,0.0853419976432002,0.0409890871583306,0,0,0,0,0,0,0.0513672265631932,0,0
X601939.CH.EQUITY,0.084243221464771,0,0,0,0.00150285521547123,0,0,0,0,0,0.801673309269272,0,0,0,0,0.00944008811065499,0,0,0,0.0290597980768159,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106366704859932,0,0,0,0,0,0,0,0.0397359689296193,0.0875670500843615,0,0.0628257306647937,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.946080283757787,0,0.0512181143618659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567640692313942,0,0,0,0,-0.0551882070399812,0,0,0,0,0,0,0.141121153692753,0,0,0,0,0,0,0,-0.0810072190406123,0,0,0.0237977789606796,0,0.0391061555180391,0
X601998.CH.EQUITY,0,0,0.0214773593435147,0.0316672191950042,0,0,0,3.46944695195361e-18,0.515246309946556,0,0,0,0.24073576998176,0,0,0,0,0,0.0248863609571034,0,0,0,0.00179627590817498,0,0,0.16462004136031,0,0,0,0,0,0,0,0,0.041785768446851,0,0,0,0,0,-0.0567691405117026,0,0.0547679866535244,0,0,0,0,0,0,0,-0.0833637354560225,0
X601658.CH.Equity,0.216738283704006,0,0,0,0,0,0,0,0,0,0.238445905219625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254704713068972,0,0,0,0.152483011705795,0.0193263303561376,0.01316681161023,0,0,0,0,0,0.0157840733889248,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222495341479393,0,0,0.14811782296182,0.427504878382032,0,0,0.040982886560125,0,0,0,0,0.0683008926013678,0,0,0,0,0,0.113440950167507,0,0.00360755245883389,0,-0.0335732580205134,0,0,0,0,0,0.072023726540617,0,0.0636814704117294,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.190143062772257,0,0,0,0,0.00243938970900535,0,0,0,0,0,0,0,0,0.437633144015511,0,0,0,0,0,0.140406618629694,0,0,0,0,0,0,0,-0.217052897974547,0,0,0,0,0,0,-0.200714903286943,0,0,0,0,0,0,0.118758934181241,0.0345428546880251,0,0.161120274798075,-0.11706792626905,0.243452401317801
X5.HK.EQUITY,0,0,0,0,0,0,-0.174195506331567,0,0,0.0863342026800166,0,0,0,0,0,0,0,0,0.480862028226219,0.242607762541017,0,0,0,0.00271765780327489,0,0,0,-0.0494751982450338,0,0,-0.079136375816401,0,0,0,0,0,0,0,-0.141028283146754,0,0,0,0,0,0,0,0,0.0520340868275048,0.0126344952143063,0,0.0739111571929358,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17356678001602,0,0,-0.0529520264267399,0,0,0,0,-0.0395350884541661,-0.226199436693598,0,0,0,0,0,0,1.0992471695599,0,-0.0909305541931492,0,0,0,-0.0872533507379507,0,0.0158573273891671,0,0,-0.0484479502916448,0,0,0,-0.0508556767348141,0,0,0.0878464375099558,0,0
X2886.TT.EQUITY,0,0.319307785046473,0,0.0605279792390451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122734537141449,0,0,0,0,0,0,0.13805400013686,0,0.11891849534784,-0.511011591106475,0,0,0,0,0.221139546951117,0,0.181556508803705,0,0,-0.00766183522839747,0,0,0,0,0,0,0,-0.281477671156243
X2891.TT.EQUITY,0,0.121157397195007,-0.24460828148095,0,0.748821335448715,0,0,0,-0.165450265613879,0,0,-0.190142770243403,0,0,0,-0.0226219666363828,0,0,0.0966569532780156,0,0,0,0.0714406196880065,0,0,0,0,-0.0301544027999911,0,0,0,0,0,0,0,0,0,-0.0577508963268542,-0.130485327155288,0,0,0,0,0,0,0,0,0.265371088891381,0.0903833120646997,0.175075560220834,0.217300775126524,0
X000166.CH.EQUITY,0.0955930128390877,0,0,0,0,0,0,0,0,0,0.0193543485230433,0,0,0,0.0160074903596662,0,0,0,0,0,0,0,0,0,0,0.137357895794595,0,0,3.46944695195361e-18,0.128540691922996,0.043431706811524,0,0,0.192547601809239,0,0,0,0.112111319951325,0.128402131243364,0,0,0,0,0,0,0,0,0.0219839281388647,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0.178747897283929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117132326316728,0,0,0,0,0.200409411312045,0.01231705919303,0,0,0.162246950396461,0,0.0145793015064187,0,0,0,0,0,0,0.423051100603133,0,0,0,0,0,0,0,-0.0352618088339182,0
X002736.CH.EQUITY,0,0.0978950943912456,0,0,0,0,0,0,0.162518441664417,0,0,0.0298309539087661,0,0,0,0,0,0,0,0,0,0,0,0.0886045787065838,0.122214511243748,0,0,0,0,0,0.351534476052484,0,0.153302163070065,0,0,0,0.0213700934528464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291115277443114,0,0,0,0,0.0132394930137618,0,0.054317588923018,0.00668402870842891,0,0,0,0.370477099731283,0,0.0783519726600983,0.208931787619689,0.00520381457166323,0.166444731822174,0,0,0.0497999206479733,0,0,0,0,0,0,-0.0809812938389271,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00766443528042524,0,0,0,0,0,0,0,0,-0.0395718177798209,0,0,0,0,0,0,0,0,0.00951058551205998,0.169064131459528,0,0.291387620854172,0,0,0.0691434480788303,0,0.180380771526922,0.132369415666738,0,0,0,0,0,0,0.212973523464521,-0.0308763805045879,0,0.0484637149064955,0,0,-0.0217396046787114
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501367028609905,0,0,0,0,0,0,0,0,0.0771401172112112,0.0931669777628956,0,0,0,0,0,0.0282254705634815,0.531360454152448,0,0.16721419697156,0.0127411107667039,0,0,0,0,0.0153006916652463,0,0,1.73472347597681e-18,-0.00666203795261856,0,0,0,0
X600958.CH.EQUITY,0,0,0,0.134565581181616,0,-0.0601894747582696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529169604757493,0.177964598213963,0,0.123936196173366,0.318223232032384,0,0,0,0,0.0410926649358182,0,0,0.201906762001393,0,0.0569194488732421,0.128470568884393,0,0,0,0.00432343468159141,0,0,0,0,0,-0.0143605164956359,0,0
X600999.CH.EQUITY,0,0,0,0,0.036220280869878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183566926346465,0.499433913585743,1.73472347597681e-18,0,0,0,-0.0871084493584545,0,0,0.419771151104516,0,0,0,0,0,0,0.149686252264271,0,0,0.0848759221156453,0,-0.224477525272601,0,0,0,0,0,-0.0207034826174743,0,0,-0.0224557598081544,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615303160001918,0,0,0,0.156609206550905,0,0.427131336059088,0.237247522971928,0,0,0,0,0.0727136327497246,0,0,0,0,0,0.0308124909668555,0,0,0,-0.0600445565752988,-0.00731790397305247,0,0,0.0155871275952591,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154049867102628,0,0,0,0,0,0.0327466040007344,0.168992447618072,-6.93889390390723e-18,0,0,0,0,0,0.111792048544966,0.243303930856009,0.0102333002445202,0,0.0186479493256828,0,0,0,0.106592966165349,0,0,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,-0.135975596036996,0,0,0,0,0,0,0,0,0,0,0,0.138170907104776,0,0.132321439946799,0,0,0.00927946696636681,0,0,0,0,0,0,0,0,0.183566760417515,0,0,0,0,0.102670979230974,0,0,0.351860410059916,-0.11689446467806,0,0.041675351954129,0.225731006215557,0,0,0,0,0,0,0,0,0.0154287034192677,0.0650104183161054,-0.0581969872396789,0
