,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.233611577520519,0,0,0,0,0,0,0.170182084689691,0,0,-0.0212040296055057,0,0,0,0,0,0.0998050258007526,0,0.139691301927641,0,0,0,-0.0840804435767407,0,0,0,0,0,0,0,0,0,0,0.0913434273083212,0.360951352720605,0,-0.27932059412266,0,0,0,0,0,0.0496210041408477,0,0,0,0,0.0347335789418832,0,-0.232422949210581
X002142.CH.EQUITY,0.289901450478426,0,0,0,0,0.117118075241023,0.0163033618097764,0,0,0,-0.105477127477801,0,0,0,0,0,0,0,-0.0599293264372046,0,0,0,0,0,0,0.100108089677254,-0.185162937037036,0,0,0,0.0373067721824936,0,0,0,0,0,0,0,0,0.0558906893638337,0.0580598341374116,0,0.279848075258643,0,0,0,0,0,0,-0.103635070538765,-0.223333997436093
X600000.CH.EQUITY,0.064581629259368,0,0,0,0,0.160338636441715,0,0,0,0,0,0,0.382323477763394,0,0.162901598585605,0,0.0870323863958475,0,0,0.0184382445342842,0,0,0,0,0,0.190634061804133,0,0,0,0,0,0,0,0,0.0463954526583212,0,0,0,0,0,0,0,0,-0.0160185670367428,0,-0.0557358323662266,0.00465161289070102,0,0,0,0.056443660982341
X600015.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0,0.038849199581857,0,0,0.0461901604976228,0,0,0,0,0.171940567205942,0.110418740248378,0,0.0603939377007926,0,0,0,0,0.0189693175922248,0,0,0,0,0,0.0455663940691698,0,0,0,0,0,0,0.107772903058145,0.0508877311907883,0,0,0,0,0,0.260328991059321,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0923657655356235,0,0,0,0,0,0,0.278894783555167,0,-3.46944695195361e-18,0.219990606487363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355473200010461,0.0291636836055924,0,0,0,0,0,0.15818623216247,0,0,0,3.46944695195361e-18,0,0,0,0.07574434115083,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.129234862029855,0.176057460661296,0.121679268902751,0,0,0,0,0,0.101269853111602,0,0,0,0.0839190460811012,0,0,0,0,0,0,0,0,0,0.0241399133239034,-0.153641670933143,0,0,-0.0290442379274829,0,0,0,0,0,0.0456652077495611,0,0,0,0.102108533861664,0,0.0956242181349942,0,0,0,0,0,0,0.204199689393128,0,0,0,0.0641471466383563,0
X600919.CH.EQUITY,0,0.0727159388225694,0,0,0,0,0,0,0.125511105079287,0.0992338545492495,0.0732679551804136,0,0,0,0,0.100930000360077,0,0.0276213052536591,0,0,0,0,0,0,0,0.0559235979781991,0,0,0,0.187730775970622,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0.0273476218901983,0,0,0,0,0,0
X601009.CH.EQUITY,0.127064031829901,0,0,0.508037552556635,0,0,0.0375768842308584,0,0,0,0.0354775330721526,0.120368961680786,0,0,0,0,0,0,0,0,0.101441831807404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239038812475128,0,0,0,-0.152051724566128
X601166.CH.EQUITY,0,0,0,0,0,0.319604392652547,0,0.164162096591998,0,0.125190231880739,0,0,0,0,0.0374659220090766,0.0397880350014445,0,0.105226519339903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100304239983091,0,0,0,0,0.198964818031914,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0352959703261565,0.295834345078088,0.461924320008101,0,0,0,0,0,0,0,0,0.270658315684267,-0.0427161516285057,0,0,0.014542418654721,0,0,0,0,0,0,0,0.0512877748387674,0,-0.095497723672128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206656254269262,0,0.0278163706609218,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0274579054044985,0,0,0,-0.0223554683742773,0,0,0,0,0.306888889761014,0,0.167166953609106,0,0,0,-0.188033488800198,0,0,0,0,0,-0.0839781400695073,0.209334391183395,-0.0145553627254714,0,0,1.73472347597681e-18,0,0,0,0.0399026580697236,0.333165748030837,0,0,0,0,0,0,0,0.0830830900030698,-0.0710327854311373,0,0,-0.156315073552455,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.0588747307092037,0,0,0.0877950083657585,0,0,0.542927996079784,0,0.102856728284436,0.106524413143568,0,0,-0.0220188813603223,0,0,0,0,0,0,0,0,0.183007879490881,0,0,0,0.0576533069192921,0,0,0.0492749606325472,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00194629813342754,0.0609655673404327
X601328.CH.EQUITY,0,0,0.375956447296249,0,0,0,0,0,0.0681457933085705,0.18916269316625,0,0,0,0,0,0,1.38777878078145e-17,0.148269985024117,0,0,0,0.0999463638649225,0.0210797255361373,0,0,0,0,0,0,0.105805785385751,0,0,0,0,0,0,0,0,0,0,0,0,0.0429758639945525,0,0,0,0,0,-0.060057703959835,0.0253676700421882,0
X601398.CH.EQUITY,0,0,0.0530258129323289,0,0,0,0.0607139779205987,0.306969917533355,0,0,0,0.137164802108189,0.0616664450877068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100480606371016,0,0,-0.222703973764442,0,0,0,0,0.233994473345446,0,-0.058722938824911
X601818.CH.EQUITY,0.121118897546652,0,0.0845615796746938,0.238194467180437,0,0,0,0,0,0,0,0,0,0,0,-0.13966573797625,0,0.106545299017346,0,0.123467337120058,0,0,0,0,0,-0.0274710202198565,0.0384026953124416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247138824991436,0,0,0,0,-0.0766306670609625,0,0,0.0711997672181278
X601939.CH.EQUITY,0.0587638745327206,0,0,0,0,0,0,0,0,0.0491258905472048,0.372930095840495,0,0,0.480873264069419,0,0,0.177281089317725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461003178192737,-0.118428183955516,0,0,0
