,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0.0098162651617904,0,0,0.0289284465607849,0,0,0,0.459494102644529,0,0,0,0,0,0,0,0,0.183591814864054,0,0,0,0,0,0.048859882595249,0,0,0,0,0,0.194078720033809,0,0,0,0,0,0,0,0,0,0.0393281192092057,0,0,0,0,0,0,0,0,0.161080283843523,-0.0311397091762484,0
X002142.CH.EQUITY,0,0,0.021292382057574,0.165159331716704,0,0.212231132927446,0,0,0.135639918865411,0,0,0,0.153476147801748,0,0,0,0,0,0,0,0.0520209421502842,0,-0.0732191338047881,0,0,0,0,0.0453033390718717,0,0.0240564805843283,-0.218833596992951,0,0,-0.179007896469847,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0607956149088373,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.57251136025388,0,-0.14728981107788,0,0,0,0,0,-0.23417688752525,0,0,0,0.182048034340752,0,0,0.0439863785954156,0,0,0,0.0499338719003037,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664375457777224,0,0,0.569845679446178,0,-0.225671786457349,0,0,0,0,-0.0107994394209748,0,0,0,0
X600015.CH.EQUITY,0,0,0.00222560359578087,0,0.0814582142207011,0.0183185163363489,0,0,0,0,0.108382394631375,0.0900628455619369,0,0,0,0.109633350496844,0.0350546909181418,0,0,0.0770048370340297,0,0,0.136064099573292,0.166013655019666,0.165863130308062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402843887396512,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.137150074736313,0,0,0.0237639863249076,0.20861636289402,0,0,0.153063860188244,0.382094979416183,0,0,0,0,-0.0188340554523426,0,0,0,0,0,0,0,0,0.0942761826438699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.167460800014399,0.162339730208919,0.287333890067321,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.1320495495343,0,0,0,0,0,0,0,0.0811193389846642,0,0,0.0822129282414719,0,0,0.00656336439893951,0,0.279414822774007,0,0,0,0,0,0,0,-0.0900036088927311,0,-0.0521711793724705,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,8.67361737988404e-19,0,0,0,0.39125723321984,0,0,0,0,0,0,0,0,0.202946065512556,0,0.140334448605991,0,0.0793942743069139,0,0,0,0,0,0,0,0,0,0,0.336616423203455,0,0,0,0,0,0,0,0,0,0,0,0,-0.142033498389275,0,0,-0.097230844944489,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0.0398146373179238,0.00993333838326358,0,0,0,0,0.162502223632923,0.102377105675488,0,0,0,0,0.422407753646727,0,0,0,0,0,0.081374733198233,0,0,0,0,-0.111063730427554,0,0,0,0,0,0,0.0387918385164345,0,0,0,0,0.168849148878935,0,0,0,-0.217073478292369,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0334203500073936,0.0922380829831544,0,0,0,0,0.18181764801635,0,0,0.213685257064671,0,0,0,0,0,0,0.244592582328071,0.172543605110687,0,0,0,0,0,0,0,0.0330865156616967,0,0,0,0,0,0,0,0,0,-0.0310566676884329,0,0,0,-0.210911297030458,-0.166240281748418,0,0,0.22935331798342,-0.0468105248104576,0.199739304051731,0,0,0,0.0190177494818656,0,0.145485701602643
X601166.CH.EQUITY,0.340819755334244,0,0,0,0,0,0,0,0.10367050507906,0,0.0365005058481711,2.16840434497101e-19,0,0,0,0,0.152263890002518,0,0,0,0.0193343072421178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568722472297395,0.0508664950433774,0,0,0,0,0,0,0,0,0,0
