,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.21364980513409,0,0,0,0,0,0,0,0,0.178708018617807,0,0,0,0,0,0,0,0.0649687878481608,0,-0.180617220927594,0,0,0,0.159219298417477,0,0,0,0,0,0,0.176925471155109,0.0295397625774893,0.249879361708519,0,0,-0.173509139371971,0,0,0,0,0,0,0,0,-0.00233976130563146,0,0,0,-0.133013308134683
X002142.CH.EQUITY,0.202121643151652,0,0,0,0,0,0.0325821235753713,0,0.107448979150115,0,0,0,0,0.00480910868908623,0,0,0.111703652807652,0,0.0644236039593715,0,0,0,-0.00213665269754608,0,0.0453762461815972,0,0,0,0,0,0,0,0,0,-0.0190069511157042,0,0,0,0,0.134324669060385,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0454441797017084,-0.00754626299896047
X600000.CH.EQUITY,0.0865567235351915,0,0,0,0.102819193853198,0.169996004298853,0,0,0,0,0,0,0.443137818231895,0,0.0394491750672607,0,0,0,0,0,0,0,0.00587265960257156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343181447394422,0,0,0,0,0,0.0894826764673942,0,0,0,0.0826003475693206
X600015.CH.EQUITY,0.0225485909637348,0,0,0,1.38777878078145e-17,0,0,0,0,0.279263281610863,0.0119596861308714,0,0,0,0.400566666012965,0.00893007363071399,0,2.16840434497101e-19,0,0.0524366885913138,0,0.198284636371187,0,0,0,0,0,0,0,0,0,0.0276005119446171,0,0,0,0,0,0,0,0,0,0.126747455949369,0,0,0,0.0321886656639433,0,0,0,0
X600016.CH.EQUITY,0,0.0580455019553503,0,0.355807340636602,0,0,0,0,0,0,0.130187076082722,0,0.0998156605639084,0,0,0,0.183743279226554,0,0,0,0,-0.0325119797395931,0,0,0,0,0.139475589157615,0,0,0,0,0,0.0012826375654528,0,0,0,0,0,0,0,0.126589383494576,0.0563700316156166,0,0,0,0,0,0,0,0.017268664888023
X600036.CH.EQUITY,0,0.268235720340376,0.134936628593939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08741352707453,0,0.224121606801639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407736851058634,0.382057776239482,0,0.0103843500851578,0.0414201563889325,0,0,0,0,0.00136316442386675,0,0
X600919.CH.EQUITY,0,0,0,0,0.11602083335514,0,0,0,0,0.233618640058381,0.0183440486418718,0,0,0.178845165115505,0.0288010531594862,0,0.249101501104347,0,-0.00563940961484415,0,0,0,0,0,0,0,0,0,0.136148541865903,0,0,0,0,0,0,0,-0.0368945850887692,0,-0.0851728471309262,0,0,-0.103172059899544,0,0,0,0,0,0,0,0.036309162884221
X601009.CH.EQUITY,0.433156988944068,0,-0.0761934271656767,0,0,0,0,0,0.145520053715308,0,0,0,0,0.140020518464,0.223466127849409,0.124667104609067,0,0,-0.0715535294372792,0,0,0,-0.238387743702517,0,0,0,0,0,0,0,0,0,-0.0629233518898877,0,0,0,0,0,0,0,0,0,0,0,0.284121207844934,0.175867372495701,0,0,0,0
X601166.CH.EQUITY,0,0.451621781875023,0,0,0,0,0,0,0,-0.221791585799723,0,0,0,0,0,0.100344883593646,0.238225489984141,0,0,0,0,0,0,0,0,0.0504050702134239,0,0,0,0,0,0,0,-0.00365855137963515,0.124832474300426,0,0,0,0,0,0,0.166549638961586,0.278032212039705,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.166503638726689,0.554780994168293,0,0,0,0,0,0,0,0,0.297333777774972,-0.0732017968483247,0,0,0.0694737938845222,0,0,0,0,0,0,0.15208675958576,0,0,0,0,0,0,0,0,0,0,-0.0232664616500367,0,0,0,0,0,0,0,0,0,0,0,0,0.0187943294998579,0.0972473766360619,0.0374418058165367
X601229.CH.EQUITY,0.187499883522314,0,0,0,0.216379848326582,0,0.0283112315172347,0.051350958727039,0,0,0,0,0,0,0,0.317746337074316,0,0,-0.251591141528961,0,0,0,0,0,0,0,0,0,0,0.0318132860845164,0,0,0,0,0.0051515616202758,0,0,0,0,0,0,0,0,-0.123435029673185,-0.0633846255736267,0,-0.068481670015701,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.305916064251276,0.00194463444601453,0,0,0.281349587339126,0,0,0,0,-0.084014943129738,0,0,0,0,0,0,0,0,0,0,0.0174678254718386,0,0,0,0,0.0869300068815565,0,0,0,0,0.0581832649507014,0,0.196112992076627,0,0,-0.0394449344721893,0,0,0.0603659888495005,0,0
X601328.CH.EQUITY,0,0,0.131046449431126,0,0.173665883681634,0,0,0.0412504637661721,0,0.075695035635287,0,0,0,0,0,0.0107403187676128,0.309836259416945,0.167562837066771,0,0,0,0.0538303508469143,0,0,0.0141020185372199,0,0,0,0,0,0.0950989886232526,0,0,0,0,0,0,0,0.022337103797995,0,0,0.0228717776917063,0.0118922429031565,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0.125005182952172,0,0,0,0.0517291214286567,0.185212697221084,0,0,0.131855719359718,0.135465557156019,0.203002811125768,0,0,0,0,0,0,-0.191413840932789,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299801513430496,0,0,0,0,-0.0143183292632311,-0.0522615917449071,-0.0349709394789401,0,0,0,0
X601818.CH.EQUITY,0.0218319688682461,0,0,0.184451666875606,0,0,0,0.0199090385652813,0,0,0,0,0,0,0,0,0,0.31178196155899,0.0972645073552801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304299245357746,-0.198365018033268,0,0.278271793254223,0,0,-0.162011668711361,0,0,-0.0939246909630134,0,0,0.0881858444598417
X601939.CH.EQUITY,0.0438316751644332,0,0,0.134665564238642,0,0,0,0.218160366019271,0,0,0.213080749735739,0,0,0,0,0,0,0.260768362045589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922019300760222,0,0,0,0,0,0,0,0,0,0.00280750942960794,0,0
X601988.CH.EQUITY,0,0,0,0,0.289700305355448,-0.0499315698181591,-0.141740082451399,0,0.175590950331289,0,0,0.0969485246834381,0.249778560582777,0,0,0.169313200513402,0,0,0,0,0,0,0,0,-0.0633578853612217,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514601962373712,0,0.0600059400609746,0,0,0.00575913302596869,0,0.08412084326259,0,0,0.129624324101822,0
X601998.CH.EQUITY,0,0,0,0.102780851446982,0.233651472454586,0,0,0.0919959410541928,0,0,0,0,0.115725713295315,0,0.108533555751593,0,0,0,0,0.0486843255122307,0.117362525192383,0.0237781746494636,0,0,0,0.0127322207022278,0,0,0,0,0,0,0,-0.0720231340247622,-0.0602298215686537,0,0,0,0,0,0,0,0,-0.0932933732957231,0,0,0,0,0,0
