,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.110893848441931,0.11645418251702,0,0.116361684125176,0.128251932274998,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.099743283539107,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0820417833064822,0,0.0756468423683894,0.0931725374067833,0,0,0.0140048545497123,0,0.030152798002912,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,3.46944695195361e-18,0,0,0.191050655665929,0.656536847869935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25604659223742,-0.109167780650368,0,0,0,0,0,0.0941864017529417,0,0,0,0,0,0.069814425574658,0,0,0.0839737107606933,0,0,0,0,0,0,0.183548187261898,0,-0.0132381599225248,0,0,-0.0513581986179871,-0.221357716088804,0,-0.00995811196908053,0,-0.0687278268110404,0
X600000.CH.EQUITY,0,0,0,0,0.111486473952559,0,0,0.299399799424438,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.265386014107628,0,0,0,0,0,0,0,0.0690685173888026,0,0,0,0,0.0680588805178912,0,0.667084608740415,0,-0.0242110481283711,0,0,0,0,0,0,0,0,-0.0235281238686037,0
X600016.CH.EQUITY,0,0.135150510078731,0,0,0,0.213924468428447,0,0,0.134234068044975,0,0,0,0,0,0,0,0.0413835357740378,0,0,0,0.588828329482804,-0.492220663800279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185434890961783,0,0,0.00847146658221749,0,0,0,0,0,0,0,0,0,0.0593825167656413,0
X600036.CH.EQUITY,0,0.206625455279922,0.151516271467753,0,0,0,0.0341278932553161,0,0,0,0,0.369336343960358,0,0,0,0,0.191196731270672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010340188116632,0,0,0,0.00463095590236586,0,0,0,0,0,0,0,0,0,0,0.0529753002115526,0,0,0,0.0295689506163223,0.0186815302270097,0
X601166.CH.EQUITY,0.0676192797765536,0,0.086632132957652,0.0516986958003297,0,0,0,0,0,0,0,0.0192030501202533,0.563856409806579,0.00674548793629641,0.0721206275452083,0,0,0,0,0,0,0,0,0,0,0.000696897554041575,0,0,0,0.0430084083625644,-0.0285941586320879,0.0170465193658703,0,0,0,0,0,0,0,0.0171210429465801,0,0,0.0868021039923927,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.93704869254451,0,0,0,0,0,0,0,0.289397470436051,0,0,0,0,0,0,0,0,0,0,0.515839045172188,-0.074705066559606,0,0,-0.217805055882469,0,0,0,-0.137977894744407,-0.0374763797342962,-0.162930748118186,0,0,0,-0.228521217886927,0,0,0,0,-0.023365901471108,0,0,0.149148328515514,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.00311390463036383,0.0339871496914193,0.0224566965035207,0.870310766184532,0,0,0,0,0.0763443305092512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926481424214706,0,0,-0.0618390091370859,0,0,0.0471560422998545,-0.113356280291419,0,-0.0185548266278448,0,0,0,0,0,0,0,-0.0593508824256495,0,-0.0192829854269155
X601328.CH.EQUITY,0,0,0.0480297342091241,0.410140529774731,0.032473879096182,0,0.252887163161216,0.0723432320942688,0,0,0,0,0.0218103864749183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.00972649492865984,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.243023956714823,0,0,0,0,0,0.00107552396655017,0,0,0,0,0,0.660603730707844,0,0,0,0,0,0,0,0,-0.114113573752706,0,0,-0.309769042317075,0,0,0,0,0,-0.040419537364937,0,0,0,0,0,0,0,0,-0.0546956281518169,-0.196292268033648,0.00755487239051952,0,0,0,0,0,0.515388829314,0,0,0,0
X601818.CH.EQUITY,0,0,0.0941288516379829,0,0,0,0,0.256026564861411,0.0116291712394676,0,0,0,0.0372085190172081,0,0,0,0,0,0,0.0983134371414465,0,0,0,0,0,0,0,0,0,0.107573732873882,0.0490396410150164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0749155333962477,0.0373496718228799,0,0,0,0,0,0.825307592333672,0,0,0.0367501025058576,0,0.0205988588048227,0,0,0,-2.16840434497101e-19,0,0.0264906731961384,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0626052370878942,0,0,0,0,0,0.00888467721312814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00402741791256872
X601988.CH.EQUITY,0,-0.0695283362325224,-0.0382994608729001,-0.0626019611065806,0,1.10202040381278,0,0,0,0,0,0,0,0.227020287919413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699754912910893,0,0,0,-0.200680787217642,0,0,-0.0461566458321992,0,0.0663494332899431,-0.0139035855992903,0,-0.0287681403098352,0,0,0,0,0,0,0,0,0.11839925242598,0,0
X601998.CH.EQUITY,0,-0.0528919964340483,0,0,0,0.182831504036031,0,0,0,0.2211848202734,0,0,0.362254552446359,0,0,0,0,0,0,0,0.331318580605099,0,0,0,0,0,-0.0934456381946049,0,0,0,0,-0.0989208414427228,0,0,0,0,0,0,-0.0268997257677287,0,0.00850808851789739,0,0,0,0,0.048530076653138,0,0,0,0,-0.142755462177713,-0.0236297780370312,0
X601658.CH.Equity,0.0388223861667013,0,0.0767574739662487,0,0,0,0,0.0937838532014931,0,0,0,0.160335116868841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708361002441565,0,0,0,0.133676964683757,0,-8.67361737988404e-19,0,0,0,0,0,0.0488034875908099,-0.0810558547946539,0,0.211904171885924,0,0,0,0,0,0,0.218510724680378,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0173545393021495,0,0,0,0,0,0,0.164617390108622,0.295214622441733,0.0270484432601172,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333300212499857,0,0,0,0,0.0886698352939312,0.202694656654503,0,0,0,0,0,2.16840434497101e-19,0.0779008075727551,0,0,0,0,0,0.0589820529665401,0.0491434886491432,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0239736262959017,0,0,0,0,0.0111265271657821,0,0,0.4370912684739,0,0.0178144935817196,0,0,0,0,0,0,0,0.106489452634748,0,0,0,0,0,0,0,0,0,0,-0.088991838787102,0,0,0,-0.11218581211003,0,0,0,0,0,0,0.160498871080826,0,0.42444030210287,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00694845813322508,0,0.559308477116349,0.207716542061415,0,0,0,0,0,0,0,-0.126707239368966,0,0,0,0,-0.12394995290508,-0.100935524504437,0,0,0,0,0,0,0,0,0.173396587547085,0,0,0,0.0189734193074329,0,0,0.0136133411007726,0.0590554858725381,0.0154684151929006,0,0.194209897895003,0,0.254346416875601
X2886.TT.EQUITY,0,0.354810638919181,0,0,0,0,0,0,0,0,0,0,0,-0.0190577078190494,0,0,0,0.124470919306894,0,0,0,0,0.00770933648537191,0,0,0,-0.32788965023294,0,0,0,0.0987683619681515,0,0,0,0.168336205404042,0,0,-8.67361737988404e-19,0.510851923528049,0,2.16840434497101e-19,0,0,0,0,0,0.0226816929888026,0,0,0,0.0738285341467576,0,0
X000166.CH.EQUITY,0,-0.0637348800597742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115142241857272,-0.0214656211944868,0,0,0.0582885959052968,0,0,0,0.228445666514592,0,0,0.107564838139931,0.247983277229986,0.122367541933387,0.0411371970818624,0,0,0.11633637162061,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0
X000776.CH.EQUITY,0,-0.124967601561738,0,0.265491155769439,0,0,0.0426478040959668,0,0.0102613050795383,0,0,0,0,0,0,0,0,0,0,0.0899344854917029,0,0,0.0361819137827283,0,0.0710872082119222,0.0192156245093962,0,0,0.273040128195208,0,0,0,0,0.395486802263501,0,0,0,0,0,0,0,0,0,0,0,0.0309770528131431,0,0,0,0,-0.0389940224885954,0,0
X002736.CH.EQUITY,0,0.0160801754571697,0,0,0,0,0,0,0.180239247333817,0,0,0,0.127601719424911,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.113475827551009,0.230280886775874,0,0,0.131356931577806,0.197386784715298,0.0771849216176529,0.0542017555292965,-0.021676580654239,0,0,0,0,0,0,-0.036654845703389,0.000309621345764502,0,0,0,0.0909431177565878,0,0,0,0,0,0,-0.0349265503488282,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795825479007009,0,0.0218549566291134,0,0,0.0126167432753161,0.251458173329935,0,0.155246540935766,0,0.165115998419179,0,0.0280860285528601,0.14321951081529,0,0,0,0,0,0,0,0,0,0,0,-0.251514684659207,0.0827549763508037,0,0,0,0,0,0,-0.0525808301894069,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.101803579106496,0,0.00644480691682947,0,0,0,0,0,0,0,0,0,0,0.0234856876397286,0,0.0615975469630973,0.0201263406693055,0,0,-0.0591580514447946,0.141822867851803,0,0.48475376836639,0.045761580215016,0.0312935799359057,0.05532383552558,0,0,0,0,0.115789769427223,0,0,0,0,0,0,0,0,0,0.028784627153631,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332842607441125,0,0,0,0,0.0242331162426956,0,0,0.0480843349493139,0,0,0,0,0.487156919051777,0.205614510989256,0.00900941760743618,-0.0179476011512104,0,0,0,0,0.0805064691872337,0,0,0,0,0,0,0.0897072821534335,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0.0362342583497852,0.438469548482577,0,0,0,0,0,0,0,0,0,0,0,0,-0.183289908609086,0,0,0,0,0,0,0,0,0,0,0.606550596460835,0,0,0,0,-0.0752908932545197,0,0,0,-0.172805242471755,-0.0586630632118947,0,0,0,-0.546355993312754,0.0394935295091421,0,0,0,0,0,0.0901433503869716,0,0,6.93889390390723e-18,0.111628997038855,0.22922240744104
