,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0943969996719483,0,0,0.083957589294614,0,0,0,0,0,0,0,0,0,0.120436218027605,0,0,0,0.0225434962270461,0,0,0,0,0,0,0.00208880906740131,0,0,0,0,0,0,0.274052211919557,0,0,0.159962861239605,0,0,0,0,0,0,0.103401797219022,0,0,0,0,0,0,0,0.0629042431023345,0,0
X002142.CH.EQUITY,0,0,0,0,0.275763496484419,0,0,0.129807341655862,0,-0.172309891461517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142998751618597,0,0,0.293785992687064,0,0,0,0,0.224654780012671,0.0820730880345941,0,0,0,0,0,0.0536673905984905,0,0,0,-0.0265904106173746,0,0
X600000.CH.EQUITY,0,0,0,0.0942943166306064,0.0283622292939395,0.305864818964031,0.119568716150302,0,0.200715037705793,0,0,0,0,0,0,0,0,0,0.0720188397799551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0
X600016.CH.EQUITY,0,0,0.0529385983342998,0,0,0,0.00263493216918373,0,0.357738090415881,0.0687373352571736,0,0,0,0.09399838623871,0.133066513039085,0,0,0,0.0237357386754635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315500861113764,0,0,0,0,0,0,0.0575929926146131
X600036.CH.EQUITY,0,0.425260926571216,0,0,0,0.105526786264925,0,0,0,0,0,0,0.071636647188758,0,0,0,0,0.016109335029571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141833823380058,0.038877089369181,0.0810979838342369,0,0,0,0,0,0.0059314233173764,0,0.00102198166291312,0,0,0,0.0916042002914944,0,0,0
X601166.CH.EQUITY,0.0268648626315355,0.0638086735047433,0.29650725267229,0,-6.93889390390723e-18,0,0,0,0.13083468266801,0,0,0,0.162565998506817,0,0,0.0334151729495095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141668989486176,0,0,0.0232099431402794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.118821095043,0.299446174693194,0.255644664654038,0,0,0,0,0,0,0,0,0.148085538405645,0,0.0669833369272661,0,0,0,0,0,0,0,0,0,0,0,0,0.0487710209297608,0.107194352676307,0,0,0,0,0,0,0,0,0,-0.207037262133536,0,0,0,0,-0.0178096354931399,0,0,-0.0392236748917949,0,0,0,0,1.73472347597681e-18,0
X601229.CH.EQUITY,0,0.0697601137260134,0,0,0,0,0,0,0,0,0,0,0,0,0.125391066044549,0,0,0,-0.034790632074089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152935766723636,0,0,0.136843854059757,0,-0.011883695301643,0,0,0,0,-0.012801087966034,0,0,0,-0.238753563119548,0,0.316386393382319,0.0738373002213808,-0.117466150831769,0.0389219011703727
X601288.CH.EQUITY,0,0,0,0.211713922137656,0,1.73472347597681e-18,0,-0.0537568530900584,0,0.204362164097682,0,0,0.394146987130195,0.226065689096338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00960843019945048,0,-0.0918138968513995,0,0,0,0,0,0,0.0561307080659865,0,-0.0553356245319097,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0542187092467626,0,0,0,0.137834001775613,0.0595465092209887,0.284547050525834,0,0.194790447271317,0,0,0,0.0793650443407039,0,0,0,0,0,0,0,0,0.00591117651200374,0,0,0.142007386080664,0,0,0,0,0,0,0,0,0,0,0,0,0.0549359683092766,0,0.0781965416844043,0,0,0,0,0,0,0,0,0,-0.0366054347040423,0.0738119376421217
