,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0756242646064444,0,0.0122988954015362,0,0.454194275791097,0,0,0,0.052971865919295,0.012119972615829,0.107304724179834,0,0,0,0,0.0431104335944132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367058271361801,0,0,0.0893580377035018,0,0,0,0,0,0.0207131563874357,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0584059052211883,0,1.38777878078145e-17,0,0,0,0,0,0,0.44126657998582,0,0.207823920896693,0,-3.46944695195361e-18,0,0,0.171850424923591,0.0865560395133281,0,0,0,0,0,0,0,0,-0.191216331889231,0,0,0.0455249357524346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133001324929546,0,0.0300767767619471
X600000.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0.0208096180243632,0,0,0,0.0804857685527013,0,0.222902469002252,0,0.0199906039367647,0.124623703617838,0,0,0.265832863543975,0,0.0629803352281982,0,0.104412122292884,0,0,0,0,0,-0.0255953653782264,0,0,0,0,0,0,0,0,0.269559613277327,0,0,0,0.00966759887370453,0,0,0,0,0,0.0967760963553588,0,0,0,0,0,0.0213487903135269
X600015.CH.EQUITY,0,0.0704963819171031,0.0808842315942802,0,0,0,0,0.0788333416701355,0,0,0,0.393743200627932,0,0,0,0,0,0,0,0,0,0,0,0.195385487193511,0,0,0,0.00396616749573792,0,0,0,0,-0.189571967010323,0,0.0481396146162861,0,0,0,0,0,0,0,0,0,0.110115764623873,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.389124566582535,0.022569724662049,0,0,0,0,0.152641153272535,0,0.0595775856199406,0,0,0,0,0,0.403548789873357,0,0,-0.130434699703278,0,0,0,0,0,0,0,0,0,0.101564952788718,0,0.0086640189660961,0,0.185759453681675,0,0,0.198933452455344,0,0,0,0,0.0650601829667453,0,0.198668720858644,0,0,0
X600036.CH.EQUITY,0.484265054125341,0.10617948478534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170252508729353,0.20431673739671,0,0,0,0.0277325541045051,0,0,0.0644853449215385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14371651636048,0,0,0
X600919.CH.EQUITY,-0.0951957561105932,0,0,0,0,0,0,0.431502472214995,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0562805406617306,0.201615383565255,0,0,0.17040212238356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21614239934804,0,0,0,0,0,0,0,-0.128341239412089,0.0301728315083876,0,0,0.073878237031799,0,0,0.00211834953652196,0,-0.027629585931616
X600926.CH.EQUITY,0,0.251069308605803,0,0,0,0,0.466972670431064,0,0.028487718174288,0,0,0,0,0.091494597494701,0.108359121071569,0,0,0,0,0,0,0.031039970212443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538495126738572,0,0,-0.0471004878648773,0,0.0750538499520686,0
X601009.CH.EQUITY,0,0,0,0,-0.171764596630711,0,0,0.0849256097409107,0,0,0,0,0,0,0,0,0,0,0.18316418890819,0,0,0,0,0.172252149031775,0.00581216715499051,0,0,0,0,0,0,0.150004602263586,0,0,0,0,0,0,0,0,0.310520572426575,0,0,0,0,0,0,0,0,0,-0.248631863825955,0,-0.131001178980123
X601166.CH.EQUITY,0.444073201233252,0,0.0928305511289358,0,0.0596019977645623,0,0,0,0,0,0,0,0,0.154954758605339,0,0,0,0,0,0,0,0,0,-0.134532565958142,0,0,0,0,0,0,0.225102992492502,0,0,0,0,0.147564465809093,0,0,0,0,0,0,0,0.0864039522676292,0.134956166606311,0,0,-1.73472347597681e-18,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.293256666005286,0.0848430236397069,0,0.222600121335277,0,0,0.0260666225301894,0,0,0,0,0,0,0,0,0,0.0409366451894361,0,0,0,0.269262863367047,0,0.0931853996797647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056334463962465,0,0,0
X601229.CH.EQUITY,0,0,0.246847152909008,0,0,0,0,0,0,0,0.0294361347285592,0,0,0,0.0398324238544384,0,0,0,0,0,0.132337415359681,0,0.240980303228251,0,0.119983690521154,0,0,0,0,0,-0.0206395041422537,0,0,0,0,0,0.136343729777821,0,0,0.115340802187794,0,0,0,0,0,0,0,0,0,0.0421086974930967,0,0.0279295825254491,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142593941170517,0.0942345089044776,0.12024995323395,0,0.134259667671861,0.158119722009992,0,0,-0.0600220242117184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119450753172232,0,0,0,0,0,-0.18421360619279,0,0,0,0.0209192935415841,0,-0.247475577984839,0,0.0397458969898279
X601328.CH.EQUITY,0,0.0260640676131281,0,0,0,0,0,0.0850587697993014,0,0,0,0,0.00584061556175142,0,0.241197007871492,0,0,0,0.0192272120133229,0.356591950181807,0,0,0,0,-0.067490920026879,0,0,0,0,0,0,0,0,0,0.0845517487649218,0,0,0,0,0,0,0,0,0,0,0,0,-0.060575416855086,0,0.197194828245361,-0.174608999064371,0.0253798631410838,0.0542922339441488
X601398.CH.EQUITY,0,0,0,0,0,0,0.21847602782565,0.107404234387581,-0.131388947120068,0,0,0,0.213918285874771,0,0,-0.0763489067986665,0,0.0995589751100545,0.520344113380191,0,0,0,0,0,0,0,0.0477411968734352,0,0,0,0,0,0.0500151766341301,-0.100459764343388,0,0,0,0,0,0,0,0,-0.243449971026124,0,0,0,0.0138903881411401,0,0,0,0.0391006502895361,0,0
X601577.CH.EQUITY,0,0,0,0,0,0,0,0.0597108301909758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123157951967733,0.414417156808961,0,0,0,0,0,0,0.0767785011927559,0,0,0.29591336739922,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.143576611458946,0,0,-0.0289048924002966,0.0199429863808764
