,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.406088245991319,0,0,0,0,0,0,0.0869331398027199,0,0,0,0,0,0.0779649261086391,0,0,0,0,0,0,0,0.0412279529223298,0,0,0,0.0837249904757529,0,0,0.014053535413605,0,0,0,0,0.301593662009196,0,0,0,0.0178082324603411,0,-0.229790413655133,0,0.0506084821549905,0,0,0,0,0,0,0,0,-0.0212229777783498
X002142.CH.EQUITY,0.0370096816908614,0,0,0,0,0,0,0,0.0379241413523801,0,0,0,0,0.264987821762693,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.618534187795788,0.00555278492458566,0.0361092245152037,0,0,0,6.93889390390723e-18,-0.0895915014967064,0.0719103506274431,0.0127939770471631,0,-0.153254599608363,0,0,0,0,0,-0.0195142254915055,0,0,0,-0.094510795745633,0
X600000.CH.EQUITY,0,0,0,0,0,0.567622357779593,0,0,0,0,3.46944695195361e-18,0.00144291742405869,0,0,0,0,0,0,0,0,0,-0.139435610368559,0,-0.0215894548216699,0,0,0,0,0,0,0,0,0,0,0,0,-0.311968474304079,0,0,0.0395356117838688,0.249499148841024,0.1179415453387,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.0917003688786223,0,0,0,0,0,0,0.456930266293941,0,0,0,0,0.0896508719667103,0,0.154465583840971,1.73472347597681e-18,0,0,0,0,0,0,0.0367249890287384,0,0.0433573799259643,0,0,0,0.135027905202888,0,0,0,0,0,0,0,0,0.0182377405935599,0,0,0,0,0.0370467722540933,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X600016.CH.EQUITY,0,0,0.0634126890101098,0.0998575434364317,0,0,0,0,0,0,0,0,0.0850157552397587,0,0.286611885653766,0,0,0,0,0.171023150092606,0,0,0,0,0,-0.0227673976245738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166384319121513,0,0,0,0,0,0,0,0,0.153543113743029,-0.0953799603057097,0
X600036.CH.EQUITY,0,0,0.426265041348833,0,0,0,0,0,0,0,0.0819785377830099,0,0.0476473412501521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167187791326046,0,0,0,-0.0735063819237889,0,0,0.00265496912021123,0,-0.0828080003584912,0.282979108520725,0,0,0,0,0,0,0.0748944805964635,0,0,0,-0.172251150332847,0.195175346820001
X601166.CH.EQUITY,0,0.140366756282067,0,0,0,0,0,0,0,0.260467691255429,0,0,-0.0315533566351324,0,0.102379698931768,0,0,-0.0380629911206294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475561334799261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808170893610193,0
X601169.CH.EQUITY,0,0,0,0.892881150966816,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0680310542033651,0,0,-0.0409377056322843,0,0,0,0,0,0,0,0,0,0,0,-0.107226475345021,-0.418015483620622,0,0,0,-0.0993305886904008,0.436874015109437,-0.103576608628006,0,0,0,0,0,0,0.0669105903763716,-0.0697783957101755,0.0827339731169674,0,0,0.0149930180740932
X601229.CH.EQUITY,0,0,0.200499109349469,0,0,0,0,0,0,0,0,0.453956847172958,-0.0652231518858027,0,0,0.0571399468022788,0,0.0256393934187182,0,0,0,0,0,0.141591467763388,0,0.0224553543295175,0,0,0,0,0,0,0.0488304454260522,0,0,0.219494612728889,0,-0.0161528598762661,-4.33680868994202e-19,0,-0.175109289152255,0,0,0,0,0,0,0,0,0,0,-0.137832991354633
X601288.CH.EQUITY,0,-0.196453946255767,0,0,0,-0.497943615124799,0.885015568314831,0,0,0,0,0,0.154134048595848,0,0,0,-0.0478805676480891,0,0,0,0,0,0,0,0,0,0,-0.278699768205857,0,0,0,0,0,0.311632577167419,-0.320683126416591,0,0,0,0,0,0,0,0,0.0865872781133334,0,0,0,0,0,0,0,0.453201114626184
X601328.CH.EQUITY,0,0,0,0.00935295424169811,0,0.561186777764736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325608220570599,0,0,0,-0.0772480228383058,0.132658363558843
X601398.CH.EQUITY,0,0,-0.0985045304740013,0,0,0,-0.0274851231313599,0,0.849718154908384,0,0,0,-0.17757014771617,0,0,0,0,0,0,0.31294626985692,0,0,0.0110168097113583,0,0,0,0,0,0,0,0,0,0,0,0.0998135522000659,-0.0266547685916107,0,0,-0.375615007857356,0,0,0,0,0,-0.207428881553588,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.117972947055736,0,0.347751989514386,0,0,0,0,0,0,0,0,0.278170059702598,0,-0.0039501464332015,0,0,0,0,0,0,0,-0.0625915229065666,0.0777148938739864,0,0,0,0,0,0,0,0,0,-0.0276479354007715,-0.0636795052767856,0,0,0,0,0,0,0,0.157673392950043,0,0,0,-0.054613331267906,4.33680868994202e-19,0,0
