,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.154125031516944,0,0,0,0,0,0,0.0802198349111361,0,0,0,0,0,0,0,0,0,0,0.317612373708738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195916789606548,-0.0831636596312766,0,0.252276792956866,0,0.120770633603346,0,0,0,0,0,0,0,-0.263401815037949,0,0,-0.00019546279843998
X002142.CH.EQUITY,0.238482330116838,0,0,0,0,0.0142155348376832,0.0737543788204612,0,0,0,0,0.01876253357609,0,0.0411843654588269,0.100998816880778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11089878847705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102163319021116,0,0
X600000.CH.EQUITY,0.0899311148090432,0.0465014531569139,0,0,0.0542889352254458,0.228524055884212,0,0.0283739794715387,0,0,0.372431393100078,0,0.109766607150449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00924095187730739,0.0689597517235821,0,0,0,0,0,0.0374600552578063,0,0,0,0,0,0,0,-0.04071833008849,0,0,0,0,0,0,-0.0633668231972213,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.322081552800588,0,0,0,0,0.257434168945118,0.0347788582168549,0,0,0,1.0842021724855e-19,0.0174798248219116,0,0,0,0.0122013549662126,0.060889908397359,0,0,0,0,0,0,0,0.162326551630865,0.0133203943963279,0,0,0.0634189688057675,0,0,0,0,0,0,0,0,0,-0.0555318589653452,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.384479728123574,0,0,0,0.121400622505494,0,0,0.114099516428205,0,0,0,0.10184650816185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139864587851661,0.139727740346343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.259315692926802,0.143606948743065,0.00280910204692305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281015613911112,0,0,0,0,0,0,0.0504858813881698,0,0,0,0,0.324838999079788,0,0,0,-0.0172401054420215,0,0,0.0126606289442312,0,0,0,0,0,0,0,0,0,0.0449677460687887,0,0,0.0170790683580395,0.0618945391059005,0
X601166.CH.EQUITY,0,0.425123058911002,0,0,0,0.035417155931197,0,0,0,0,0,0,0,0,0.176176233160694,0,0,0,0,0,0,0,0,0,0,0.154544588909969,0,0,0,0.108039232208219,0,0.205143105414453,0.0813279902692597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.102719887757646,-0.0162623027262269
X601169.CH.EQUITY,0,0,0.084291601582385,0.273975690368761,0,0,0,0,0,0,0.456091103156597,0,0.089141139577421,0,0,0,0,0,0,0.102612473266842,0,0,0,0,0,0,0,0,0.0950838303318232,0,0,0.0199514012978619,0,0,0,0,0,-0.0706036873959558,0,0,0,0,0,0,0,0,0.103231930647337,0,0,0.0949388024974234,0,0
X601229.CH.EQUITY,0,0.0296181565435305,-0.0511611858241834,0.144903058633074,0,0,0,0,0,0.318957098669945,0,0,0,0.35900652517294,0,0,0,0,0.114324529574634,0,0,0.310996674169135,0,0,0,0,0,0,0,0,0,0,0.131652038217415,0,0,0,0,0,0,0,-0.0271844661903215,0,0,0,0.0436447950219357,-0.180539134063328,0,0,0,-0.128823166210704,-0.0830558129222407,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.234688918657972,0.0753542289932579,0,0,0.441060790553029,0,0.127073137988566,0,0,0,0,0.0356248571037352,0,0,0.106814656277605,0,0.0418544474469629,0,0.137611662126014,0,0,0,0.0348152214715482,0,0,0,0,0,0,0,0,-0.0367567902005361,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.182880115417497,0,0.187499541935666,0,0.0187247705619605,0.237542962508311,0,0,0,0,0,0.0288838263152164,0.101648377477912,0.18406303136987,0,0,0.0583207316322913,0,0,0,0,0,0,0,0,0,0,0.0149380049934861,0.0642357863199374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18029175277999,0.0241882211105682,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0.130594774121908,0,0,0,0,0.240915543436237,0.0713820543987383,0,0.04736661793799,0.313280183035212,0.168396773829041,0,0.0262654040997298,0,0,-0.0155254706130008,0,0,0,0,0,0,0,0,-0.155834640215734,0,0,0,0,-0.121981627166682,0,-0.00901903359273845,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834209542464724,0,0
X601818.CH.EQUITY,0.0926582392337986,0,0,0.293048327743208,0,0,0,0,0,0,0,0,0,0,0,0.185519731081755,0,0,0,0,0,0,0,0,0,0,0,-0.121352325907004,-0.151572672556918,0,0.244096830251576,0.00214810061186413,0,-0.152058460444931,0,0.0187074860863308,-0.101648578917411,0,0,0.154978499478564,0,0,0,0,0,0,0,0,0,0,0,0.0713295145307406
X601939.CH.EQUITY,0.14161467922348,0,0,0,0.0123032312539775,0,0,0,0.321648077212831,0.0869031030074098,0,0.425902226524261,0,0,0,0.0137031955459656,0,0.0302728483830774,0.107526810196406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170911371700583,0,0,0,0,0,0,0,0,0,0,0.128145604459292,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.026724647902489,0,0.112142364011231,0,0,0.229934809943157,0.226910632368621,0,0,0.206445186489282,0,0,0,0,0,0,0.119847799292165,0,0,0,0,0,0,0,0,0,0,0,0,0.045170740942905,0,0,0,-0.28533232154379,0,0,0,0,0,0,0,0,0,0,0,0.161839468530623,0,0
X601998.CH.EQUITY,0,0,0,0.170957111106105,0,0,0,0.139811447991918,0,0,0.117968040389586,0.0991155160425149,0,0,0,0,0,0,0.0331590858103573,0,0,0,0,0,0,0,0,0,0,0,0,0.0392560242818281,0,-0.120658747776319,0,0.0260380901406014,0.0334428409717572,0,0.0110632730350418,0.0681271548453848,0,0,0.149126035278211,0,0,0,0,0,0,0,0,0
