,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.121488630632289,0.12737172392099,0,0,0,0.222431851827378,0,0.0564569179274262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.108982651507873,0,0,0,0.0580661989525414,0,0,0,0,0.149627059459139,0,0,0,0.107209529372561,0,0,0,0,0,0
X002142.CH.EQUITY,0.479325387462241,0,0,0,0,0.0291535365011383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148658124686346,0,0,0,0,0.0294430771199046,0,0,0,0,0,0.0324820154411935,0,0,0,0,0,0,0,-0.0694367986100609,0,0.144683988354932
X600000.CH.EQUITY,0,0,0,0,0.237134428625326,0,0,0.271640579404951,0,0,0.235684149774299,0,0,0,0,0,0,0,0.0402779887671509,0,0.008412323639018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092535065642057,0.0252135323945525,-3.46944695195361e-18,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.15018453546445,0.314210913786172,0.0533088888255627,0,0,0.0420786634094462,0,0,0.180880324149003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100717124413159,0.165539877293302,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,-6.93889390390723e-18,0,1.73472347597681e-18,0,0,0,0,0.334114902270524,0,6.93889390390723e-18,0.230282519585002,0,0,0.179751594813234,0.208971842304224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549844773385438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.566673657539143,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.150829441743813,0,0,0,0,0.0302388965513232,0,0.0564903557709079,0,0.130382305882011,0,0,0,0,0,0,0,0,0.232647368101658,0,0,0.0121253300640351,0,0,0,0,0,0,0,0,0,0.00353973274351554,0,0,0
X601166.CH.EQUITY,0.208850677288901,0,0.113387753758885,0.0901248153240052,0,0.149821925638118,0,0,0,0,0,0,0.333955523860831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876974913345991,0,0,0
X601169.CH.EQUITY,0,0,0,0.160423018248746,0.0344714264242283,0,0,0,0.257966339678797,0,0.0273408354320094,0,0,0,0,0.194747043781716,0,0,0,0,0,0.0386296152114429,0,0,0,0,0,0,0.0817512424315563,0,0,0,0.0932217282928037,0.0470963281421037,0,0,0,0,0,0.0786394296700264,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0236447608813837,0.182543906173718,0,0,0,0,0,0,0.06388309733869,0.148796238394511,0,0.110739819646631,0,0,0.21390613427447,0.0733662672007318,0,0,0,0,0,0,0,0,0,0.158901865387709,0,6.93889390390723e-18,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.019651752215109,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.113414215666532,0.382436952045884,0.013763446600442,0.00494928117385963,0.374292575766229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792431031111865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216001226899057,0
X601328.CH.EQUITY,0,0,0.078282653159995,0,0.0757876270796991,0,0,0.057675991821986,0,0.277572819263164,0,0.156858696295749,0,0,0,0,0,0,0,0,0,0.0983873549829075,0,0,0,0,0,0,0.0502350764408608,0,0,0,0,0,0,0,0,0.111955356452963,0,0.0696375263584716,0,0,0,0,0,0.117056539514135,0,0,0,0,0,0.0129453940661963,0
