,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.287630681589162,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360368648752673,0,0,0,0,0,0,0,0,0,0.317571170266577,0,0,0,0,0,0,0.140936487073578,0.135665292263666,0,0.0507466990865195,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0352813536893086,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.290252212574931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999391986289798,0.0463064736585071,0.0954547279340876,0,0.0883468960095745,0.0275760686671588,-1.73472347597681e-18,0,0,0,0.257972644426189,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,8.67361737988404e-19,0,0,0,0,0,0.252162287887222,0,0.0514307482613092,0.148973671850853,0,0.140107626030555,0,0,0,0.0323975088973837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179897904555159,0,0,0,0,0.0258731639085966,0,0,0,0,1.38777878078145e-17,0,0,0,0.155137781849326,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0615185519001119,0,0,0,0,0.218918406140122,0.204147770233565,0,0,0,0,0,0.189665981454416,0,0,0,0,0,-0.0467114964714692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245296257619501,0,0,0,0,0.0512588490985197,0,0,0.101257364235584
X600016.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0,0.132919025233885,0.0450205985306548,0.123108349872793,0.0577790620046734,0.352355021044334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308444448221111,0,0,0,0.214402634296964,0,0,0,0,0,0,0.0440116752680856
X600036.CH.EQUITY,0.0512206730253815,0.357225290159282,0,0,0.0276918805326667,0,0.146352010795526,0,0,0,0,0,0,0.0258733593606134,0,0,0,0,0,0,0,0,0,0,0,0.0407500576377484,0,0,0,0,0,0,0,0.0580816358148815,0.15337239920345,0.0530752048162277,0,0.18701912019805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,-1.73472347597681e-18,0.128710600104698,0.00607754047054535,0.360633190212591,0,0,0.0479372174865833,0.0443369545537875,0.0122316245228284,0,0.224630967413044,0,0,0,0.0313942318849847,0,0,0,0.092164753037183,0,0,0,0,0,0,0,0,0,0,0,0,0.0252870322572547,0,0,0,0,0,0.0226182622816426,0,0.0554909096736654,0,0,0,0,0,0,0,0,0,0.0124800283286576,0
X601169.CH.EQUITY,0,0.0659344450966139,0,0.497449886827322,0,0,0,0,0,0,0,0,0,0.0793880405663056,0,-1.73472347597681e-18,0.0583145038012503,0,0,0,0.116865861182154,-0.0230256820049976,0,0,0,0.150137387778751,0,0,0.0191650389086998,0.122837256407563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0693380097753611,0
X601229.CH.EQUITY,0.0551283129352202,0.0245354469820904,0,0,0.0568282049337163,0,0,0,0,0,-0.126523103958918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255558907561733,0,0,0.253530409664099,0,0,-4.33680868994202e-19,0,0.0318922085966465,0,0,0.196964174343067,0,0,0,0,0,0,0.0967004686367375,0,0,0,-0.0327803228845214,0.135257873365302
X601288.CH.EQUITY,0,0,0.189669693769288,0,0.0454571168428669,0,0,6.93889390390723e-18,0,0,0,0.296152121854915,0,0.0954034218881052,0.174312156949408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120885989763193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
