,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X601155.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0.0824470495349365,0,0.44672039950577,0,0,0,0,0,0.116082797219475,0,-0.103982821763715,0,0,0,0,0,0,0,-0.051388597059114,0,0,0,0.159058008988358,0.0133792172256651,0,0,0.0468382561591522,0,0,0,0,0,-0.105900332988161,0,0,-0.00877793859238366,0.0168497666659203,0,0,0,0,-0.0249061189199265,0,0,0,0.0763257972457813,-0.171247240764008,0,0
X002142.CH.EQUITY,0.370504271048745,0,0,0,0.0351289765787552,0.263945507980076,0.0479310538304881,0,0,0,0,0,0,0,0,0.0751790348391802,0,0,0,0,0,0,0.112593848949373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104170748957442,0,0,-0.0125323844845783,0,-0.0357824622870093,0,0,0,0,0
X600000.CH.EQUITY,0.170655511069588,0,0,0.0565107102618534,0,0,0,0.14296760322765,0.00403220239203712,0,0,0.11527803431057,0,0,0,0,0.114693931899272,0,0,0,0.0754319428967445,0,0,0,0.0839802611890632,0,0,0,0,0,0,0,0,0,0,0,-0.0154963415892383,0,0,0,0,0,0,0,0,0,0,0.0624525228340081,0,0,-0.186533249432123,0,-0.067429080454383
X600016.CH.EQUITY,0,0,0.0469159791152604,0,0.0352558084821473,0,0.143942350053908,0.393489328384302,-2.71050543121376e-20,0.0133158532280508,0.239117202965064,0,0,0.0649013378614003,0.037556345398476,0,0,0,0.0976874173529723,0,0,0,0,0,0,0,0,0,0,0,0.114536421500578,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.171310721226967,0,0,0.249426852234875,0,0,0,0.215403380511047,0,0,0,0,0.0537251127728907,0,0,0.089848045298001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137922609607936,0,0.0603590048036713,0,0,0,0,0,-0.105835665138722,0,0,0,0,0.0130588650458962,-0.0482941465400316,-0.0135726899652819,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.562729046920659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242458867634958,0,0,0,0,0,-0.0872491086691206,0,0,0,0,-0.147779962276691,0,0,0
X601166.CH.EQUITY,0.203311655472444,0,0,0.0118723895799499,0,0.255759802042585,0,0,0,0,0,0,0.299786287745688,0,0,0,0,0,0,0.0177414914849632,0,0,0,0,0,0.0828591573519321,-0.0814926191800176,0,0,-0.0594206195275178,0,0,0,0,0,0,0.00390553139766899,0,0,0.0100078330788084,0,0,0,0,-0.0690513581881541,0,0.0944884857248265,0,0.054338226381718,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.737979893135667,0.0722134013443205,0,0,0,0,0,0,0,0,0.0524770148736673,-6.93889390390723e-18,0,0,0,0.0348222715004621,0.103206688112883,0,0,0,0,0,0,0,-0.0293798442239893,0,0,0,0.135582183397755,0,0,0,0,-0.146458023748589,0,0,0,0,0,0,0,0,0,0,-0.0928120113895581,0,0,0,0,0
X601229.CH.EQUITY,0,0.00209402246782784,0,0,0.294587691448568,0,0,0,0,0,0,0,0.169920674262976,0,0,0,0.234393536743437,0,0,0,0,0,0.0421176256705684,-0.0479999435038741,0,0,0,0,0,0,0,0,-0.122971745392279,0,0,0,0,0,0,0.156062090433658,0,0,0.0414140609798007,0,0,0,0,0,0,0,-0.0331120133203268,-0.121529809433247,0
X601288.CH.EQUITY,0,0.0259531576447127,0.0658874539057162,0,0,0.0261088394895255,0.0936702139586716,0,0,0,0,0,0.0381170547160988,0.202054778539005,0.438624241758726,0.0374852189139109,0.00460591211625384,0,0,0,0,0,0,0,0,-0.0150114688549034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104434365707259,0,0,0,0
