,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.24794511382055,0,0,0,0.107709683328538,0,0,0,0,0,0,0,0,0,0,0,0,0.136939985457968,0,0,0,0,0.0289148049580847,0,0,0.00123833930344634,0,0,0,0,0,0,0,0,0,0,0,0.330227316840576,0.0143167855951426,0,0.023122097487686,0,0,0.0475397207714757,0,0,-0.0431134709903951,-0.0521336015308964
X002142.CH.EQUITY,0,0,0,0,0,0.2063929843107,0,0,0,0,0,0,0,0,0,0,0,0.14734738094186,0,0.0119056099349526,0,0.137767167730721,0,0,0,0,-0.0357925089218513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607923880883641,0,0,0.000185333691489955,0,0,0.143573394744834,0,0.102472284033333,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.311436499337742,0.0682515563832607,0,0.0743516034008313,0,0.00833896366724602,0,0.0761686037334745,0.271413650748448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215790735369488,0,0,0,0,0,0,0,0,0,0,0,0.0534541462389401,0,0.0556127998958894,0.00369836348208314
X600015.CH.EQUITY,0,0,0.144763803783507,0,0,0,0,0,0,0,0.225722465995672,0,0,0,0,0,0,0,0,0,0.112766746611519,0,0,0,0.491878132222741,0,0,0.0340977324944469,0,0,0,0,-0.0317533460483326,0,0,0,-0.052972785520271,0,0,0,0,0,0,0,0.0650795956262333,0,0,0,0,-0.107891465113891,0,0,0
X600016.CH.EQUITY,0,0,0,0.196461482054483,0,0,0,0,0,0,0,0,0,0,0,0.362979515794578,0,0.0789505761136417,0,0,0,0,0,0.251446015775544,0,0,0,0,0,0,0.0269605636843762,0,0.0502630020021742,0,0,0,0,0,0.0465287579782658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.401138395785662,0,0,0,0,0,0,0,0,0.0256549558393569,0,3.46944695195361e-18,0,0,0,0,0.0943811856428644,0.0549310814597032,0,0,0,0,0,0,0,0,0.2099139625843,0,0,0,0.0714897453740198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020528140041823,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0173846278617358,0.0471369303993691,0,0,0,0.401619006239515,0,0,0,0,0,0.254303296346223,0.101065310857114,0,0,0.0670102048817912,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198567402651026,0,0,0,0,0,0,0,0,0,-0.0955211865400571,0,0,0,0,0,0,0,0,-0.0975289968043988,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.247597310999111,0,0,0,0,0,0.0471857038127142,0.173782788570608,0.126394824437723,0,0,0.113828476439636,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.125328457113672,0,0,0,0,0,0,0,0,0,0,0,0,-0.182734723128226,0,0.0667858981335046,0,0,0.0484701101164567,0
X601009.CH.EQUITY,0,0,0,0,-0.165030464976573,0,0.53791716138388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255545489973065,0,0,0.0626831411078028,0.162766015249305,0,0,0,0,0,0,0.0708074932014479,0,0,0,0,0,0.225705037987915,0,0,0,0,-0.0488080455183506,0,0,0,-0.0529019943518856,0.0653849124936507,0
X601166.CH.EQUITY,0.208448438860612,0,0,0,0,0.0988833410765433,0,0,0,0,0,0,0,0.0936715571207821,0,0,0,0,0,0.159263480043967,0,0,0,0,0,0,0,0,0,0,0.0565068209197135,0,-4.33680868994202e-19,0,0.114563235707773,0,0,0,0,0,0.0852017191920205,0,0,0,0,0,0,0,0.0469477229859079,0,0,0,0
